MTR_IDENT	ORIG_ACT	SCH_ACT	ICAO_REGION	CTRY	LOC_HDATUM	WGS_DATUM	EFF_TIMES	CYCLE_DATE
VR1636	Alpena CRTC/OTM (ANG), 5884 A. Street, Alpena, MI 49707-8125 DSN 741-3509/3226.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1638	180TH TFG/DO, Toledo Express Airport, Swanton, OH 43558 DSN 580-4084.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-2100 local	200009
VR1639	127th OG/CC, Selfridge ANGB, MI 48045 DSN 273-5055.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR1640	122 FW, Ft. Wayne IAP, IN 46809-0122 DSN 786-1202.	Same as Originating Activity	KZ	US	WGE	WGE	1300-0300Z++ daily	200009
VR1641	122 FW, Ft. Wayne IAP, IN 46809-0122 DSN 786-1202.	Same as Originating Activity	KZ	US	WGE	WGE	1300-0300Z++ daily	200009
VR1642	122 FW, Ft. Wayne IAP, IN 46809-0122 DSN 786-1202.	Same as Originating Activity	KZ	US	WGE	WGE	1300-0100Z++ daily	200009
VR1644	127TH OG/CC, Selfridge ANGB, MI 48045-5029 DSN 273-5055.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR1645	127TH OG/CC, Selfridge ANGB, MI 48045-5029 DSN 273-5055.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR1647	127TH OG/CC, Selfridge ANGB, MI 48045-5029 DSN 273-5055.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR1648	127TH OG/CC, Selfridge ANGB, MI 48045-5029 DSN 273-5055.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR1650	ANG CRTC, Camp Douglas, WI 54618-5001 DSN 871-1445 C608-427-1445.	Same as Originating Activity	KZ	US	WGE	WGE	0730 local-Sunset Tue-Sat, OT by NOTAM	200408
VR1666	Alpena CRTC/OTM (ANG), 5884 A. Street, Alpena, MI 49707-8125 DSN 741-3509/3226.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
VR1667	180 TFG/DO, Toledo Express Airport, Swanton, OH 43558 DSN 580-4084.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise - 0200Z++	200009
VR1668	180 TFG/DO, Toledo Express Airport, Swanton, OH 43558 DSN 580-4084.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-2100 local	200009
VR1679	181st TFG (ANG), Hulman Regional, Terre Haute, IN 47803 DSN 724-1234.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset Tue-Sun, OT by NOTAM	200402
VR168	COMTRAWING TWO, NAS Kingsville, TX 78363 DSN 876-6518, C361-516-6518.	Same as Originating Activity. Scheduling hrs-0800-1600 local Mon-Fri ONLY (exclu	KZ	US	WGE	WGE	0600-2400 local daily	200602
VR1709	177th FW/Det 1 (ANG), Atlantic City ANGB, NJ 08234-9500 DSN 455-6707. E-mail wgr	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset daily	200402
VR1711	113 WG, Andrews AFB, MD 20331 DSN 857-3307/08, C240-857-3307/3308/4190.	Same as Originating Activity	KZ	US	WGE	WGE	0730 local-Sunset daily	200406
VR1712	113 WG, Andrews AFB, MD 20331 DSN 857-3307/08, C240-857-3307/3308/4190.	Same as Originating Activity	KZ	US	WGE	WGE	0730 local-Sunset daily	200406
VR1713	113 WG, Andrews AFB, MD 20331 DSN 857-3307/08, C240-857-3307/3308/4190.	Same as Originating Activity	KZ	US	WGE	WGE	0730 local-Sunset daily	200406
VR1721	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152-5000 DSN 965-1118/1119, C803-895-1118, Fax DSN 9	KZ	US	WGE	WGE	Continuous	200011
VR1722	192nd FG (ANG), Byrd Intl, Richmond, VA 23150 DSN 864-6411/6410.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200402
VR1726	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152-5000 DSN 965-1118/1119, C803-895-1118, Fax DSN 9	KZ	US	WGE	WGE	Continuous	200011
VR1743	20 OSS/OSTA, Shaw AFB, SC 29152 DSN 965-1121/1122, C803-895-1121/1122, Fax DSN 9	20 OSS/OSOS, Shaw AFB, SC 29152-5000 DSN 965-1118/1119, C803-895-1118, Fax DSN 9	KZ	US	WGE	WGE	Continuous	200011
VR1753	COMSTRKFIGHTWINGLANT NAS Oceana, Virginia Beach, VA 23460-5200 DSN 433-4013, C75	FACSFAC/VACAPES, NAS Oceana, Virginia Beach, VA 23460 DSN 433-1228 C757-433-1228	KZ	US	WGE	WGE	Continuous	200505
VR1754	COMSTRKFIGHTWINGLANT NAS Oceana, Virginia Beach, VA 23460-5200 DSN 433-4013, C75	FACSFAC/VACAPES, NAS Oceana, Virginia Beach, VA 23460 DSN 433-1228 C757-433-1228	KZ	US	WGE	WGE	Continuous	200505
VR1755	COMSTRKFIGHTWINGLANT, NAS Oceana, Virginia Beach, VA 23460-5200 DSN 433-4013, C7	FACSFAC/VACAPES, NAS Oceana, Virginia Beach, VA 23460 DSN 433-1228 C757-433-1228	KZ	US	WGE	WGE	Continuous	200505
VR1756	COMSTRKFIGHTWINGLANT, NAS Oceana, Virginia Beach, VA 23460-5200 DSN 433-4013, C7	FACSFAC/VACAPES, NAS Oceana, Virginia Beach, VA 23460 DSN 433-1228 C757-433-1228	KZ	US	WGE	WGE	Continuous	200505
VR1757	COMSTRKFIGHTWINGLANT, NAS Oceana, Virginia Beach, VA 23460-5200 DSN 433-4013, C7	FACSFAC/VACAPES, NAS Oceana, Virginia Beach, VA 23460 DSN 433-1228 C757-433-1228	KZ	US	WGE	WGE	Continuous	200505
VR1759	COMSTRKFIGHTWINGLANT, NAS Oceana, Virginia Beach, VA 23460-5200 DSN 433-4013, C7	FACSFAC/VACAPES, NAS Oceana, Virginia Beach, VA 23460 DSN 433-1228, C757-433-122	KZ	US	WGE	WGE	Continuous	200505
VR176	150 FW OG/CC 2251, Air Guard Rd. SE, Kirtland AFB, NM 87117-5875 DSN 246-7426.	Same as Originating Activity	KZ	US	WGE	WGE	Normally 1500-2400Z++ daily, usage between 2400-1500Z++ is available	200010
VR179	ANG CRTC-Gulfport/OSA, 4715 Hewes Ave, Gulfport, MS 39507-4324 DSN 363-6027, C22	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200107
VR1800	174th FW, 6001 E. Molloy Rd, Syracuse, NY 13211-7099 DSN 489-9217.	174th FW, Det. 1, Ft. Drum, NY 13608 DSN 772-5990/2835 C315-772-5990.	KZ	US	WGE	WGE	0800 local-Sunset daily	200406
VR1801	174th FW, 6001 E. Molloy Rd, Syracuse, NY 13211-7099 DSN 489-9217.	174th FW, Det. 1, Ft. Drum, NY 13608 DSN 772-5990/2835, C315-772-5990.	KZ	US	WGE	WGE	0800 local-Sunset daily	200406
VR186	301 OG/SUA, NAS JRB, Fort Worth, TX 76127 DSN 739-6903/04/05, C817-782-6903/04/0	Same as Originating Activity	KZ	US	WGE	WGE	0700-2200 local	200109
VR187	2 OSS/OSTP, 41 Orville Wright Ave., Suite 215, Barksdale AFB, LA 71110-2085 DSN	2 OSS/OSOSB, 41 Orville Wright Ave., Barksdale AFB, LA 71110 DSN 781-3828/5396 C	KZ	US	WGE	WGE	0700-2200 local	200010
VR188	2 OSS/OSTP, 41 Orville Wright Ave., Suite 215, Barksdale AFB, LA 71110-2085 DSN	2 OSS/OSOSB, 41 Orville Wright Ave., Barksdale AFB, LA 71110 DSN 781-3828/5396 C	KZ	US	WGE	WGE	0700-2200 local	200010
VR189	188 FW/XP, 4850 Leigh Ave., Fort Smith, AR 72903-6096 DSN 778-5185/5271.	Same as Originating Activity. Route scheduled no more than 24 hr in advance. Min	KZ	US	WGE	WGE	Continuous	200305
VR1900	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	353 CTS/JSO, Eielson AFB, AK 99702 C907-377-3005 DSN 317-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1902	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406 C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1905	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1909	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	353 CTS/JSO, Eielson AFB, AK 99702 C907-377-3005 DSN 317-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1912	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1915	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1916	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1926	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1927	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1928	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1929	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR1939	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR196	47 OSS/OSOR, 570 2nd St., Ste 6, Laughlin AFB, TX 78843-5222 DSN 732-5864, C830-	86 FTS/DOS, 80 Rio Lobo Ln, Laughlin AFB, TX 78843 DSN 732-5584, C830-298-5584.	KZ	US	WGE	WGE	Sunrise-Sunset daily	200402
VR197	47 OSS/OSOR, 570 2nd St., Ste 6, Laughlin AFB, TX 78843-5222 DSN 732-5864, C830-	86 FTS/DOS, 80 Rio Lobo Ln, Laughlin AFB, TX 78843 DSN 732-5584, C830-298-5584.	KZ	US	WGE	WGE	Sunrise-Sunset daily	200402
VR198	97 OSS/DOA, 400 N. 6th St., Ste. A, Altus AFB, OK 73521 DSN 866-6098, C580-481-6	Same as Originating Activity	KZ	US	WGE	WGE	0600-0300 local, Mon-Fri, OT by NOTAM	200511
VR199	97 OSS/DOA, 400 N. 6th St., Ste. A, Altus AFB, OK 73521 DSN 866-6098, C580-481-6	Same as Originating Activity	KZ	US	WGE	WGE	0600-0300 local, Mon-Fri, OT by NOTAM	200511
VR201	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR202	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR208	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	0800-1630 local	200013
VR209	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR222	57 OSS/OSM, Nellis AFB, NV 89191-6067 DSN 682-7891, C702-652-7891.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200606
VR223	56 RMO/ASM, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-5855, C623-856-	56 RMO/ASMS, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-7654, C623-856	KZ	US	WGE	WGE	0600-2400 Mon-Fri local, Wkend/hol when sked with Goldwater Rng/Sell MOA Msn	200606
VR231	56 RMO/ASM, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-5855, C623-856-	56 RMO/ASMS, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-7654, C623-856	KZ	US	WGE	WGE	0600-2400 Mon-Fri local, Wkend/hol when sked with Goldwater Rng/Sell MOA Msn	200606
VR239	56 RMO/ASM, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-5855, C623-856-	56 RMO/ASMS, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-7654, C623-856	KZ	US	WGE	WGE	0600-2400 Mon-Fri local, Wkend/hol when sked with Goldwater Rng/Sell MOA Msn	200606
VR241	56 RMO/ASM, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-5855, C623-856-	56 RMO/ASMS, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-7654, C623-856	KZ	US	WGE	WGE	0600-2400 Mon-Fri local, Wkend/hol when sked with Goldwater Rng/Sell MOA Msn	200606
VR242	56 RMO/ASM, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-5855, C623-856-	56 RMO/ASMS, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-7654, C623-856	KZ	US	WGE	WGE	0600-2400 Mon-Fri local, Wkend/hol when sked with Goldwater Rng/Sell MOA Msn	200606
VR243	56 RMO/ASM, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-5855, C623-856-	56 RMO/ASMS, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-7654, C623-856	KZ	US	WGE	WGE	0600-2400 Mon-Fri local, Wkend/hol when sked with Goldwater Rng/Sell MOA Msn	200606
VR244	56 RMO/ASM, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-5855, C623-856-	56 RMO/ASMS, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-7654, C623-856	KZ	US	WGE	WGE	0600-2400 Mon-Fri local, Wkend/hol when sked with Goldwater Rng/Sell MOA Msn	200606
VR245	56 RMO/ASM, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-5855, C623-856-	56 RMO/ASMS, 7224 N. 139th Drive, Luke AFB, AZ 85309-1420 DSN 896-7654, C623-856	KZ	US	WGE	WGE	0600-2400 Mon-Fri local, Wkend/hol when sked with Goldwater Rng/Sell MOA Msn	200606
VR249	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
VR259	355 OSS/OSOA, 3895 S. 6th St. Suite 200, Davis-Monthan AFB, AZ 85707-4932 DSN 22	355 OSS/OSOSO, Davis-Monthan AFB, AZ 85707 0730-1630 local Mon-Fri, same day onl	KZ	US	WGE	WGE	1300-0530Z++	200513
VR260	355 OSS/OSOA, 3895 S. 6th St. Suite 200, Davis-Monthan AFB, AZ 85707 DSN 228-468	355 OSS/OSOSO, Davis-Monthan AFB, AZ 85707 0730-1630 local Mon-Fri, same day onl	KZ	US	WGE	WGE	1300-0530Z++	200513
VR263	162 FW/OGC, 1660 E. El Tigre Way, Tucson, AZ, 85706-6086 DSN 844-6371 C520-295-6	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200511
VR267	355 OSS/OSOA, 3895 S. 6th St. Suite 200, Davis-Monthan AFB, AZ 85707 DSN 228-468	355 OSS/OSOSO, Davis-Monthan AFB, AZ 85707 0730-1630 local Mon-Fri, same day onl	KZ	US	WGE	WGE	1300-0530Z	200513
VR268	355 OSS/OSOA, 3895 S. 6th St. Suite 200, Davis-Monthan AFB, AZ 85707 DSN 228-468	355 OSS/OSOSO, Davis-Monthan AFB, AZ 85707 0730-1630 local Mon-Fri, same day onl	KZ	US	WGE	WGE	1300-0530Z++	200513
VR269	355 OSS/OSOA, 3895 S. 6th St. Suite 200, Davis-Monthan AFB, AZ 85707 DSN 228-468	355 OSS/OSOSO, Davis-Monthan AFB, AZ 85707 0730-1630 local Mon-Fri, same day onl	KZ	US	WGE	WGE	1300-0530Z++	200513
VR288	452 OSS/OSK, March ARB, CA 92518 DSN 447-4376, C909-655-4376.	452 OSS/OSAA, March ARB, CA 92518 DSN 447-4404/2422, C909-655-4404/2422.	KZ	US	WGE	WGE	Continuous	200210
VR289	452 OSS/OSK, March ARB, CA 92518 DSN 447-4376, C909-655-4376.	452 OSS/OSAA, March ARB, CA 92518 DSN 447-4404/2422, C909-655-4404/2422.	KZ	US	WGE	WGE	Continuous	200210
VR296	452 OSS/OSK, March ARB, CA 92518 DSN 447-4376, C909-655-4376.	452 OSS/OSAA, March ARB, CA 92518 DSN 447-4404/2422, C909-655-4404/2422.	KZ	US	WGE	WGE	Continuous	200210
VR299	452 OSS/DOT, March Fld, CA 92518 DSN 447-3846, C909-655-3846.	452 OSS/DOT, March Fld, CA 92518 DSN 447-4404/2422, C909-655-4404/2422.	KZ	US	WGE	WGE	Continuous	200204
VR316	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5310, C208-	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5348, C208-4	KZ	US	WGE	WGE	Continuous or by NOTAM	200007
VR319	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5310, C208-	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5348, C208-4	KZ	US	WGE	WGE	Continuous or by NOTAM	200007
VR331	62 OSS/OSK, 1172 E Street, McChord AFB, WA 98438 DSN 382-4057, C253-982-4057.	62 OSS/OSO, 100 Main St., McChord AFB, WA 98438 DSN 382-9925, C253-982-9925. Dut	KZ	US	WGE	WGE	Continuous	200408
VR410	140th Wing /Airspace Office, Buckley AFB, Aurora Co, 80011-9546 DSN 847-9470/947	Same as Originating Activity.	KZ	US	WGE	WGE	0800-1600 local Tue-Sat, OT by NOTAM	200602
VR411	140th Wing /Airspace Office, Buckley AFB, Aurora Co, 80011-9546 DSN 847-9470/947	Same as Originating Activity.	KZ	US	WGE	WGE	0800-1600 local Tue-Sat, OT by NOTAM	200602
VR413	140th Wing /Airspace Office, Buckley AFB, Aurora Co, 80011-9546 DSN 847-9470/947	Same as Originating Activity.	KZ	US	WGE	WGE	0800-1600 local Tue-Sat, OT by NOTAM	200602
VR510	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7754/7746, C605	Same as Originating Activity	KZ	US	WGE	WGE	Daylight Hours Tue-Sat, OT by NOTAM	200602
VR511	132 FW OG/CC (ANG), 3100 McKinley Ave, Des Moines, IA 50321-2799 DSN 256-8250 C5	Same as Originating Activity	KZ	US	WGE	WGE	By NOTAM, (2 hr prior notification required)	200608
VR512	132 FW OG/CC (ANG), 3100 McKinley Ave, Des Moines, IA 50321-2799 DSN 256-8250 C5	Same as Originating Activity	KZ	US	WGE	WGE	By NOTAM, 2hr prior notification required	200608
VR531	184 ARW (Kansas ANG), McConnell AFB,KS 67221-9010 (1330-2215Z wkd, sked rqr 2 hr	Same as Originating Activity	KZ	US	WGE	WGE	0700-1730 local daily	200401
VR532	184 ARW (Kansas ANG),McConnell AFB, KS 67221-9010 (1330-2215Z wkd, sked rqr 2 hr	Same as Originating Activity	KZ	US	WGE	WGE	0700-1700 local daily	200313
VR533	184 ARW (Kansas ANG),McConnell AFB, KS 67221-9010 (1330-2215Z wkd, sked rqr 2 hr	Same as Originating Activity	KZ	US	WGE	WGE	0700-2200 local daily	200313
VR534	184 ARW (Kansas ANG),McConnell AFB, KS 67221-9010 (1330-2215Z wkd, sked rqr 2 hr	Same as Originating Activity	KZ	US	WGE	WGE	0730-2000 local daily	200313
VR535	184 ARW (Kansas ANG),McConnell AFB, KS 67221-9010 (1330-2215Z wkd, sked rqr 2 hr	Same as Originating Activity	KZ	US	WGE	WGE	0700-1900 local daily	200313
VR536	184 ARW (Kansas ANG),McConnell AFB, KS 67221-9010 (1330-2215Z wkd, sked rqr 2 hr	Same as Originating Activity	KZ	US	WGE	WGE	0700-1700 local daily	200313
VR540	132 FW OG/CC (ANG), 3100 McKinley Ave, Des Moines, IA 50321-2799 DSN 256-8250 C5	Same as Originating Activity	KZ	US	WGE	WGE	By NOTAM, 2 hr prior notification required	200608
VR541	132 FW OG/CC (ANG), 3100 McKinley Ave, Des Moines, IA 50321-2799 DSN 256-8250 C5	Same as Originating Activity	KZ	US	WGE	WGE	By NOTAM, 2 hr prior notification required	200608
VR544	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7754/7746, C605	Same as Originating Activity	KZ	US	WGE	WGE	By NOTAM, 2 hours and 15 minutes prior to entry time required	200602
VR545	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7754/7746, C605	Same as Originating Activity	KZ	US	WGE	WGE	By NOTAM, 2 hours and 15 minutes prior to entry time required	200602
VR552	184 ARW (Kansas ANG),McConnell AFB, KS 67221-9010 (1330-2215Z wkd, sked rqr 2 hr	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset daily	200402
VR604	148TH FIG (ANG), Duluth Intl, MN 55811 DSN 825-7265.	Same as Originating Activity	KZ	US	WGE	WGE	1400-0500Z++ daily, 0500-1400Z++ allowable	200010
VR607	148TH FIG (ANG), Duluth Intl, MN 55811 DSN 825-7265.	Same as Originating Activity	KZ	US	WGE	WGE	1400-0500Z++ daily, 0500-1400Z++ allowable	200010
VR615	183 FW/OSF, Capital Airport, Springfield, IL 62707 DSN 892-8202.	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours	200212
VR619	181 TFG (ANG), Hulman Rigional Airport, Terre Haute, IN 47803 DSN 724-1234.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset Tue-Sun, OT by NOTAM	200009
VR634	Alpena CRTC/OTM (ANG), 5884 A. Street, Alpena, MI 49707-8125 DSN 741-3509/3226.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200010
VR664	Alpena CRTC/OTM (ANG), 5884 A. Street, Alpena, MI 49707-8125 DSN 741-3509/3226.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200010
VR704	DET 1, 193 SOG, 26139 Ammo Road, Annville, PA 17003-5180 C717-861-2475/2912 Toll	Same as Originating Activity	KZ	US	WGE	WGE	0800 local to Sunset daily	200402
VR705	DET 1, 193 SOG, 26139 Ammo Road, Annville, PA 17003-5180 C717-861-2475/2912 Toll	Same as Originating Activity	KZ	US	WGE	WGE	0800 local-Sunset daily	200402
VR707	DET 1, 193 SOG, 26139 Ammo Road, Annville, PA 17003-5180 C717-861-2475/2912 Toll	Same as Originating Activity	KZ	US	WGE	WGE	0800 local-Sunset daily	200402
VR708	175 FG (ANG), Baltimore, MD 21220-2899 DSN 243-6375.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200402
VR724	174th FW, 6001 E. Molloy Rd, Syracuse, NY 13211-7099 DSN 489-9217.	174 FW, Det 1, Ft. Drum, NY 13608 DSN 772-5990/2835, C315-772-5990.	KZ	US	WGE	WGE	0800-Sunset daily, OT by NOTAM	200406
VR725	174th FW, 6001 E. Molloy Rd, Syracuse, NY 13211-7099 DSN 489-9217.	174 FW, Det 1. Ft. Drum, NY 13608 DSN 772-5990/2835, C315-772-5990.	KZ	US	WGE	WGE	0800-Sunset daily, OT by NOTAM	200406
VR840	104 FW, Barnes ANGB, Westfield, MA 01085-1482 DSN 698-1228/1229, C413-568-9151 e	Same as Originating Activity	KZ	US	WGE	WGE	0800 local-Sunset daily	200412
VR841	104 FW, Barnes ANGB, Westfield, MA 01085-1482 DSN 698-1228/1229, C413-568-9151 e	Same as Originating Activity	KZ	US	WGE	WGE	0800 local-Sunset daily	200412
VR842	104 FW, Barnes ANGB, Westfield, MA 01085-1482 DSN 698-1228/1229, C413-568-9151 e	Same as Originating Activity	KZ	US	WGE	WGE	0800 local-Sunset daily	200412
VR931	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR932	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	3 OSS/OSOS, Elmendorf AFB, AK 99506-2130 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR933	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	3 OSS/OSOS, Elmendorf AFB, AK 99506-2130 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR934	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	3 OSS/OSOS, Elmendorf AFB, AK 99506-2130 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
VR935	611 AOG/CC, 9480 Pease Ave., Ste 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-2	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
