MTR_IDENT	RMK_SEQ	REMARKS	CYCLE_DATE
IR142	24	Tinnie:  N33-30.65 W105-20.45 to N33-23.15 W105-13.05 to N33-021.28 W105-14.43 to N33-25.25 W105-24.9 to POB. (15) Stay above 1000' AGL in the area bounded by the following coordinates:	200307
IR142	25	Mountainair:  N34-42.05 W106-00.0 to N34-35.06 W106-00.0 to N34-24.48 W106-24.8 to N34-42.05 W106-15.99 to POB. FSS's Within 100 NM Radius: ABQ	200307
IR144	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 5 NM either side of centerline from A to B; 10 NM either side of centerline from B to D.	200513
IR144	2	Special Operating Procedures: (1) Aircraft desiring to use route, contact scheduling unit 24 hrs in advance orcontact Altus Command Post for same day scheduling at DSN 866-6313, C580-481-63	200513
IR144	3	13. (2) Primary Entry: A;  Alternate Entry: B; Primary Exit: D; Alternate Exit: C. (3) At A, avoid flight over town of Chillicothe,TX.	200513
IR144	4	(4) Aircraft accomplishing airdrops at Sooner DZ, report commencement of airdroprun-in NLT 5 min prior to Altus App Con 257.725, using the phrase (CALL SIGN, INBOUND SOONER DZ, INTENTIONS TO FOLLOW).	200513
IR144	5	(5) From B to D, when practicable avoid Quanah Municipal and Mangum Airports by 1500 AGL or 3NM. (6) From B to C, avoid flight over the town of Eldorado OK.	200513
IR144	6	(7) Contact Altus App Con 257.725 at D (also contact Altus App Con 257.725 if exiting at C). Use caution for uncharted airfield southeast of D (N34 58.5' W099 29.0').	200513
IR144	7	(8) Route designated MARSA, MARSA between VR-144, VR-184, VR-190, VR-191, VR-198, VR-199, SR-205, SR-206, SR-208, SR-216 and SR-217 is accomplished through restrictive scheduling.	200513
IR144	8	(9) Deconflict with IR-105 (NAS Ft. Worth), VR-159, VR-162, VR-1141, VR-1142, VR-1143, VR-1144 (Sheppard AFB) with appropriate route schedulers.  To avoid the corridors of VR-1141, VR-1142, VR-1143, VR-1144 and VR-159, do not fly South of H	200513
IR144	9	ighway 287 between VR-144 Points A, B, C (Deconfliction with VR-162 is still required in all cases and deconfliction with VR-1141, VR-1142, VR-1143, VR-1144 andVR-159 is required if flying south of Highway 287).	200513
IR144	10	(10) PMSV:  Altus AFB 239.8. (11) Aircraft unable to meet their assigned entry time within the window of two minutes early to two minutes late must not enter route.  Aircraft must also exit	200513
IR144	11	route within the window of two minutes early to two minutes late. FSS's Within 100 NM Radius: FTW	200513
IR145	1	ROUTE WIDTH - 3 NM either side of centerline from A to D; 3 NM east and 6 NM west of centerline D to E; 3 NM south and 6 NM north of centerline from E to F; 5 NM east and 3 NM west of centerline from F to G; 3 NM either side of centerline f	200013
IR145	2	rom G to H. Special Operating Procedures: (1) Aircrews may use 265.25 for interplane frequency.	200013
IR145	3	(2) Report Point E to Kansas City Center 379.2. (3) Cross 3 NM northeast of G at or above 40 MSL. (4) Cross Point H at 60 MSL. Contact Vance Approach 378.8 no later than crossing	200013
IR145	4	the Exit Point. Replying with (negative ATIS) is acceptable. (5) On route departure, all 71 FTW aircraft proceed direct to Vance, or as directed.	200013
IR145	5	(6) Aircrews will avoid the ranch 1 mile East of Eagle City located at N35-57.3 W98-33.7 by 2 NM or 1000' AGL. FSS's Within 100 NM Radius: ICT	200013
IR146	1	ROUTE WIDTH - 3 NM either side of centerline from A to C; 3 NM east and 5 NM west of centerline from C to 12 NM beyond C; 3 NM either side of centerline from 12NM beyond C to F; 2 NM south and 6 NM north of centerline from F to 12 NM beyon	200013
IR146	2	d F; 2 NM either side of centerline from 12 NM beyond F to I. Special Operating Procedures: (1) Aircrews may use 265.25 for interplane frequency.	200013
IR146	3	(2) Cross 2 NM southeast of Point H at or above 40 MSL. (3) Cross Point I at 60 MSL. Contact Vance Approach 378.8 no later than crossingthe Exit Point. Replying with (negative ATIS) is acceptable.	200013
IR146	4	(4) On route departure, all 71 FTW aircraft proceed direct to Vance, or as directed. (5) Aircrews will avoid the ranch 1 mile East of Eagle City located at N35-57.3	200013
IR146	5	W98-33.7 by 2 NM or 1000' AGL. FSS's Within 100 NM Radius: ICT, MLC	200013
IR147	1	ROUTE WIDTH - 3 NM either side of centerline from A to C; 4 NM either side of centerline from C to G. Special Operating Procedures:	200011
IR147	2	(1) MARSA applies after aircraft have passed the Entry point and until standard ATC separation is provided after exiting the route. (2) MARSA is provided by scheduling and See and Avoid. All users of IR-147, or	200011
IR147	3	any part thereof, shall coordinate route usage with the scheduling activity. A minimum of 10 minutes longitudinal separation between flights is required.     (3) The lost communications route and altitude for TRAWING TWO aircraft shall be	200011
IR147	4	from G direct to Waade or Rvera (as appropriate), climbing to FL 190. All other users shall file a DD Form 175 and indicate in the remarks the desired lost communications altitude.                                                           (	200011
IR147	5	4) All Entry/Exit points are compulsory reporting points. (5) Scheduling of, or amendments to shall be coordinated with the scheduling activity 2 hours prior to use in accordance with Letter of Agreement between COM	200011
IR147	6	TRAWING TWO, Houston ARTCC and Kingsville NAS ATCF. (6) The route is designed for simulated road reconnaissance training missions and is primarily utilized by multi-plane jet formation.	200011
IR147	7	(7) No practice attacks on simulated targets shall descend below 3000' MSL. Uncontrolled airports and inhabited areas shall be avoided by 3000' vertically and 1NM horizontally.	200011
IR147	8	(8) All aircraft shall report C to Houston ARTCC 307.2 for restriction to cross the corridor between NQ1 MOA and the NIR 3 MOA. If aircraft are unable to contact Houston ARTCC at C, the corridor shall be crossed at an altitude block of 3000	200011
IR147	9	' through 5000' between C-D and Pts. E-F.                            FSS's Within 100 NM Radius: SJT	200011
IR148	1	ROUTE WIDTH - 3 NM either side of centerline from A to H. Special Operating Procedures: (1) Maximum airspeed is 480 KIAS.	200011
IR148	2	(2) MARSA applies after aircraft have passed the Entry point and until standard ATC separation is provided after exiting the route. (3) MARSA is provided by scheduling and 'See and avoid'.  All users of IR-	200011
IR148	3	148 or any part thereof, shall coordinate route usage with the scheduling activity. A minimum of 10 minutes longitudinal separation between flights is required.(4) Maintain 1000' AGL until 5 NM beyond A.	200011
IR148	4	(5) Exit at H, climb and maintain 5000' MSL and contact Houston ARTCC 350.3 for further enroute clearance. (6) If lost communications are experienced on the IR-148 route, exit at H, c	200011
IR148	5	limb and maintain 5000' MSL and proceed direct to the Randolph 106/40 TACAN fix.Arc in the appropriate direction and complete the HI-ILS/DME RWY 32R, HI-ILS/DME 1 RWY 14L or the HI-TACAN A or B approach as appropriate for landing at Randol	200011
IR148	6	ph AFB. (7) TRAWING TWO aircraft only. If lost communications are experienced on IR-148route, exit at H, climb and maintain 5000' and proceed direct Three Rivers VORT	200011
IR148	7	AC direct to Kingsville 310/12 TACAN fix. Complete remainder of HI-TACAN RWY 13Rapproach or arc south on the 12 mile arc to intercept the Kingsville 182/12 TACAN fix and complete remainder of HI-TACAN RWY 35R approach.                (8) A	200011
IR148	8	ll Entry/Exit points are compulsory reporting points. (9) Scheduling of, or amendments to shall be coordinated with the scheduling activity 2 hours prior to use in accordance with Letters of Agreement between COMTR	200011
IR148	9	AWING TWO, Houston ARTCC and Kingsville NAS ATCF.                             FSS's Within 100 NM Radius: CXO, SJT	200011
IR149	1	ROUTE WIDTH - 5 NM either side of centerline from A to B; 3 NM either side of centerline from B to D; 4 NM either side of centerline from D to F; 5 NM either side of centerline from F to H; 4 NM either side of centerline from H to I.	200011
IR149	2	Special Operating Procedures: (1) Alternate Entry: D. (2) Alternate Exit: G and H.	200011
IR149	3	(3) MARSA applies after aircraft have passed the Entry point and until standard ATC separation is established after exiting the route. (4) Maximum airspeed is 520 KIAS. All entry and exit points are compulsory	200011
IR149	4	reporting points. (5) Contact Houston ARTCC 307.2 at H for flight following to I. (6) The lost communications route and altitude for TRAWING TWO aircraf	200011
IR149	5	t shall be: I direct to Waade or Rvera (as appropriate) climbing to FL 190 and execute the TACAN approach for landing at Kingsville NAS. (7) When exiting the route at I, avoid R-6312 (SFC B 12,000 AGL) twenty mi	200011
IR149	6	les northeast. (8) B-52 aircraft periodically operate VFR from surface to 1000' AGL from C to F. Call sign will be SOPHY 21/22/23, monitor 361.4/259.1.	200011
IR149	7	(9) Scheduling of, or amendments to shall be coordinated with the scheduling activity 2 hours prior touse in accordance with Letter of Agreement between COMTRAWING TWO, Houston ARTC	200011
IR149	8	C and Kingsville NAS ATCF.                               FSS's Within 100 NM Radius: SJT	200011
IR150	1	PMSV CONTACTS: Primary home station. Alternate Dyess (DYS 344.6). TERRAIN FOLLOWING OPERATIONS: IMC/VMC terrain following (TF)/Visual Contour (VC)Operations are authorized IAW Command Directives within the published altitude	200105
IR150	2	blocks from A to N, S to N, on the Re-entry. Terrain avoidance (TA) may begin atD and again at S on the (Re-entry). When command directives preclude TF/TA/VMC operations, aircrews will maintain the IFR altitude for each route segment. Mini	200105
IR150	3	mum altitudes are established to provide 200' vertical clearance of known man-made obstructions within the route width. Command directives may require additional obstructions clearance for TF/TA/VMC operations. The route is designated non-m	200105
IR150	4	ountainous. Regulations governing operations below 500' AGL must be complied with. The route corridor provides airspace for 500' lateral separation from man-made obstacles. Obstructions under 200' AGL were not considered in route design. Ai	200105
IR150	5	rcrews must be aware of charted airports within or near route corridor limits. ROUTE WIDTH - 4 NM left and 3 NM right of centerline from A to E; 3 NM either side of centerline from E to G; 4 NM either side of centerline from G to J; 3 NM l	200105
IR150	6	eft and 4 NM right of centerline from J to K; 4 NM left and 8 NM right of centerline from K to L; 4 NM either side of centerline from L to SA; Re-Entry; 4 NM either side of centerline from N1 to J1; 3 NM left and 4 NM right of centerline fr	200105
IR150	7	om J1 to K1. Special Operating Procedures: (1) Aircraft exiting the route or using the ALPHA Re-entry will cross the end ma	200105
IR150	8	neuver area point at the specified minimum IFR altitude. (2) Participating aircraft separation: Route is designated for MARSA operations established by coordinated scheduling.	200105
IR150	9	(3) Lost communication (LC) procedures: Route LC altitude is 11,000' MSL. (4) Route is separated from conflicting routes by coordinated scheduling. (5) Aircrews should be especially vigilant when flying between N36-34.0 W102-49.	200105
IR150	10	0 and N36-42.0 W102-48.0 due to possible VFR traffic to include B-1's and B-52'son VR-1175 and VR-1176. (6) Centerline between turn points will be depicted as a 7.5 NM arc unless other	200105
IR150	11	wise specified. (7) Route will be open 0001Z 24 Apr through 2359Z 8 October. This route will be closed at all other times.	200105
IR150	12	(8) Noise Sensitive Areas: Avoid by 1000' or 1/4 NM unless otherwise noted. (a) Residence at N37-49.2 W103-14.4; (b) Residence at N37-05.2 W102-44.6;	200105
IR150	13	(c) Residence at N37-20.4 W103-22.9; (d) Residence at N37-14.2 W103-14.9. (9) This route effects Two Buttes MOA operations which is controlled by Buckley	200105
IR150	14	ANG/120FS down to 300' AGL. Advise 120FS; DSN 847-9470 or FAX 847-9612, C720-847-9470, FAX C720-847-9612 on estimated entry and exit times of the Two Buttes MOA.	200105
IR150	15	(10) All aircraft will make an (in-the-blind) call on 381.4 prior to entering the lateral limits of Two Buttes MOA. This call is to alert aircraft operating in the MOA of your presence. This is not intended to be used as a separation tool,	200105
IR150	16	only a (heads up call). (11) Uncharted obstructions and bird attractants: (a) Uncharted antenna approx. 200' AGL, N37 20.33' W103 22.65'; abeam Pt K.	200105
IR150	17	(b) Cattle yard at N36 09.54' W102 52.32' (bird attractant). FSS's Within 100 NM Radius: ABQ, DEN	200105
IR154	1	TERRAIN FOLLOWING OPERATIONS: VFR Terrain Following authorized for the entire route. When IMC, maintain at least MAJCOM directed minimum IFR altitudes for each segment to assure terrain/obstacle clearance.	200011
IR154	2	ROUTE WIDTH - 2 NM either side of centerline A to Q. Special Operating Procedures: (1) Route will be flown at or below 400 KIAS.	200011
IR154	3	(2) Route designated MARSA. MARSA between IR-154 and IR-155 is accomplished through restrictive scheduling. (3) Aircraft desiring to use route, contact scheduling unit 24 hours in advance	200011
IR154	4	or contact Altus Command Post for same day scheduling at DSN 866-6313. (4) Alternate Exit: J. Pilots utilizing J to exit shall contact ZAB ARTCC 351.7/127.85 prior to the exit point. If unable to contact ZAB 351.7/127.85 prior to t	200011
IR154	5	he exit point, maintain 5000' MSL and contact Amarillo APP CON 307.0/119.5 at PNH118029 (DOGIN). (5) Deconflict with: VR-1141, VR-1142 (Sheppard AFB); SR-233, SR-234, SR-250, SR	200011
IR154	6	-273 (Dyess AFB); and SR-274, SR-275 (Vance AFB) with appropriate route schedulers. (6) Aircraft unable to meet their assigned entry time within the window of two m	200011
IR154	7	inutes early to two minutes late must not enter the route. Aircraft must also exit the route within the window of two minutes early to two minutes late. FSS's Within 100 NM Radius: FTW, SJT	200011
IR155	1	TERRAIN FOLLOWING OPERATIONS: VFR terrain following authorized for the entire route. When IMC, maintain at least MAJCOM directed minimum IFR altitudes for each segment to assure terrain/obstacle clearance.	200011
IR155	2	ROUTE WIDTH - 1.5 NM either side of centerline from A to B; 5 NM either side of centerline from B to K; 2 NM either side of centerline K to N. Special Operating Procedures:	200011
IR155	3	(1) Route will be flown at or below 400 KIAS. (2) Route designated MARSA. MARSA between IR-154 and IR-155 is accomplished through restrictive scheduling.	200011
