NAV_IDENT	TYPE	CTRY	NAV_KEY_CD	STATE_PROV	NAME	ICAO	WAC	FREQ	USAGE_CD	CHAN	RCC	FREQ_PROT	POWER	NAV_RANGE	LOC_HDATUM	WGS_DATUM	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	SLAVED_VAR	MAG_VAR	ELEV	DME_WGS_LAT	DME_WGS_DLAT	DME_WGS_LONG	DME_WGS_DLONG	DME_ELEV	ARPT_ICAO	OS	CYCLE_DATE
ERZ	3	TU	1		ERZURUM	LT	0340		B	051X	T		U	U	WGE	WGE	N39573171	39.958808	E041091120	41.153111		E005081 0106	05763					U	LTCE	I	200313
ERZ	4	TU	1		ERZURUM	LT	0340	115500M	B	102X	HA		U	U	WGE	WGE	N39572700	39.957500	E041122600	41.207222	E00400798	E005082 0106	05774					U	LTCE	I	200402
ERZ	5	TU	1		ERZURUM	LT	0340	354000K	B		HH		U	U	WGE	WGE	N39572300	39.956389	E041122500	41.206944		E005084 0106	U					U	LTCE	I	200204
ES	5	IC	1		EGILSSTADIR	BI	0087	365000K	B		H		U	50	WGE	WGE	N65141853	65.238481	W014270735	-14.452042		W013176 0106	U					U	BIEG	I	200506
ES	5	US	1	22	ANDRA	KZ	0468	223000K	T		MH		U	U	WGE	WGE	N31233145	31.392069	W092105517	-92.181992		E001479 0106	U					U	KESF	I	200204
ES	5	US	2	26	PIKLE	KZ	0265	344000K	T		MH		U	U	WGE	WGE	N45432179	45.722719	W087132938	-87.224828		W004260 0106	U					U	ESC	I	200204
ESC	2	HO	1		SOTO CANO	MH	0710	114900M	T	096X	HA		U	U	WGE	WGE	N14233101	14.391947	W087371955	-87.622097	E00200300	E001057 0106	02062					U	MHSC	I	200204
ESC	4	US	1	26	ESCANABA	KZ	0265	110800M	L	045X	L		U	U	WGE	WGE	N45432149	45.722636	W087052258	-87.089606	E00000188	W004335 0106	00600					U	ESC	I	200306
ESF	2	US	1	22	ESLER	KZ	0468	117900M	L	126X	HA		U	U	WGE	WGE	N31265104	31.447511	W092191898	-92.321939	E00400385	E001532 0106	00195					U		I	200505
ESG	5	US	1	33	ROLLINS	KZ	0310	260000K	T		MH		25	U	WGE	WGE	N43131251	43.220142	W070494171	-70.828253		W015479 0106	00077					U	DAW	I	200204
ESH	5	IR	1		SHAHID VATAN POUR	OI	0428	413000K	T		MH		U	U	WGE	WGE	N32335940	32.566500	E051413730	51.693694		E003166 0106	05310					U	OIFH	I	200604
ESK	3	TU	1		ESKISEHIR	LT	0342		B	091X	T		25	25	WGE	WGE	N39470121	39.783669	E030362271	30.606308		E004172 0106	02599					U	LTBI	I	200313
ESL	3	AS	1		EAST SALE	YM	1470		B	082X	HA		2000	U	WGE	WGE	S38060800	-38.102222	E147091600	147.154444	E01301104	E012399 0106	00023					U	YMES	I	200413
ESL	4	US	1	54	KESSEL	KZ	0357	110800M	B	045X	L		U	U	WGE	WGE	N39133177	39.225492	W078592220	-78.989500	W00600192	W009239 0106	02590					U	W99	I	200204
ESL	5	AS	1		EAST SALE	YM	1470	350000K	B		HH		2000	140	WGE	WGE	S38064100	-38.111389	E147093400	147.159444		E012403 0106	00023					U	YMES	I	200604
ESM	5	EC	1		ESMERALDAS	SE	0890	215000K	B		HH		U	300	WGE	WGE	N00581500	0.970833	W079374600	-79.629444		W001105 0106	00032					U	SETN	I	200511
ESN	5	US	1	24	EASTON	KZ	0357	212000K	T		MH		U	U	WGE	WGE	N38481747	38.804853	W076040988	-76.069411		W011182 0106	00074					U	ESN	I	200204
ESP	2	PO	1		ESPICHEL	LP	0347	112500M	B	072X	HA	200/50	U	U	WGE	WGE	N38252739	38.424275	W009110881	-9.185781	W00500798	W003589 0106	00648					U	LPCS	I	200609
ESP	4	AS	1		ESPERANCE	YM	1460	114200M	B	089X	HA		U	U	WGE	WGE	S33405000	-33.680556	E121492600	121.823889	E00000798	E000360 0106	00460	S33404300	-33.678611	E121491800	121.821667	00460	YESP	I	200204
ESP	5	AS	1		ESPERANCE	YM	1460	326000K	B		HH		U	110	WGE	WGE	S33411300	-33.686944	E121493800	121.827222		E000360 0106	00470					U	YESP	I	200210
ESP	5	FI	1		ESPOO	EF	0103	381000K	T		MH		U	U	WGE	WGE	N60145379	60.248275	E024474707	24.796408		E007045 0106	U					U	EFHK	I	200512
ESQ	4	AR	1		ESQUEL	SA	1538	117800M	B	125X	HA		U	185	WGE	WGE	S42531400	-42.887222	W071060100	-71.100278	E01000798	E008558 0106	02585					U	SAVE	I	200412
ESR	4	TU	1		ESKISEHIR	LT	0342	108200M	B	019X	HA		U	50	WGE	WGE	N39484700	39.813056	E030303500	30.509722		E004169 0106	02585					U	LTBY	I	200407
ESR	5	TU	1		ESKISEHIR	LT	0342	372000K	B		H		U	50	WGE	WGE	N39484700	39.813056	E030311600	30.521111		E004169 0106	02589					U	LTBY	I	200205
ESS	4	MO	1		ESSAOUIRA	GM	0454	112700M	B	074X	HA		1000	U	WGE	WGE	N31240448	31.401244	W009411305	-9.686958		W003598 0106	00039					U	GMMI	I	200401
ESS	5	FI	1		ESSE	EF	0103	398000K	B		MH		U	30	WGE	WGE	N63381265	63.636847	E023063249	23.109025		E007119 0106	U					U	EFKK	I	200410
ESS	5	US	1	02	WESSELS	PA	0137	260000K	T		H		U	U	WGE	WGE	N59253569	59.426581	W146203507	-146.343075		E020533 0306	U					U	PAMD	I	200604
EST	1	US	1	19	ESTHERVILLE	KZ	0307	110400M	L		T		U	U	WGE	WGE	N43243351	43.409308	W094444004	-94.744456	E00700165	E002380 0806	01320					U	EST	I	200610
ESU	5	US	1	01	SUMMERDALE	KZ	0467	204000K	T		MH		25	U	WGE	WGE	N30295770	30.499361	W087433296	-87.725821		W001091 0106	00060					U		I	200508
ESV	4	EC	1		ESMERALDAS	SE	0890	115700M	B	104X	HA		U	U	WGE	WGE	N00592070	0.989083	W079373614	-79.626706	E00100798	W001108 0106	00026					U	SETN	I	200409
ETC	5	US	1	37	TARBORO	KZ	0410	257000K	T		MH		U	U	WGE	WGE	N35560756	35.935433	W077324690	-77.546361		W009318 0106	00044					U		I	200109
ETG	2	US	1	42	KEATING	KZ	0309	116000M	B	107X	HA		U	U	WGE	WGE	N41125382	41.214950	W078083392	-78.142756	W01000288	W010366 0106	02250					U		I	200001
ETH	5	US	1	27	WHEATON	KZ	0266	326000K	T		MH		25	U	WGE	WGE	N45465986	45.783294	W096324874	-96.546873		E004008 0106	01225					U	ETH	I	200204
ETI	3	TU	1		ETIMESGUT	LT	0341		B	113X	T		U	U	WGE	WGE	N39572700	39.957500	E032402874	32.674650		E004314 0106	02622					U	LTAD	I	200511
ETL	4	US	1	08	CONES	KZ	0362	110200M	L	039X	L		U	U	WGE	WGE	N38022491	38.040252	W108153087	-108.258574	E01200190	E010554 0106	08460					U	CO95	I	200204
ETX	4	US	1	42	EAST TEXAS	KZ	0310	110200M	B	039X	L		U	U	WGE	WGE	N40345154	40.580983	W075410228	-75.683967	W00900288	W012058 0106	00750					U	1N9	I	200306
EU	5	US	1	41	FRAKK	KZ	0269	260000K	T		MH		25	U	WGE	WGE	N44124620	44.212833	W123131380	-123.220500		E016440 0106	00322					U	KEUG	I	200204
EUD	5	US	1	42	YORK	KZ	0357	254000K	T		MH		25	U	WGE	WGE	N39551205	39.920014	W076523921	-76.877558		W011057 0106	00523					U	THV	I	200204
EUF	2	US	1	01	EUFAULA	KZ	0467	109200M	L	029X	L		U	U	WGE	WGE	N31570087	31.950242	W085074995	-85.130543	E00200165	W003137 0106	00280	N31570127	31.950353	W085074945	-85.130403	00280	EUF	I	200607
EUG	2	US	1	41	EUGENE	KZ	0269	112900M	B	076X	HA		U	U	WGE	WGE	N44071524	44.120900	W123132218	-123.222828	E02000180	E016423 0106	00364					U	KEUG	I	200601
EUR	4	GM	1		EURACH	ED	0252	115200M	R	099X	HA	060/30	25	25	WGE	WGE	N47440596	47.734989	E011145785	11.249403	E00100798	E001335 0106	02279					U		I	200406
EUR	5	US	1	30	EUREKA	KZ	0216	392000K	L		H		100	U	WGE	WGE	N48574987	48.963853	W115053161	-115.092114		E016022 0106	02732					U		I	200312
EUU	5	US	1	37	JNALL	KZ	0410	251000K	T		MH		25	U	WGE	WGE	N35362457	35.606825	W078211600	-78.354444		W008536 0106	00250					U		O	200006
EV	5	CA	1		INUVIK	CZ	0062	254000K	B		HH		U	U	WGE	WGE	N68193400	68.326111	W133353400	-133.592778		E028405 0106	U					U	CYEV	I	200402
EV	5	US	1	18	VICCI	KZ	0359	219000K	T		MH		U	U	WGE	WGE	N38073600	38.126667	W087262687	-87.440797		W002321 0106	00440					U	KEVV	I	200204
EVB	5	US	1	12	NEW SMYRNA BEACH	KZ	0466	417000K	T		MH		U	U	WGE	WGE	N29031517	29.054214	W080562915	-80.941431		W005406 0406	00012					U	EVB	I	200605
EVD	4	NO	1		EVENES	EN	0052	117350M	R	120Y	HA		U	U	WGE	WGE	N68272630	68.457306	E016405417	16.681714	E00300195	E004434 0106	00153					U	ENEV	I	200406
EVG	5	VE	1		EL VIGIA	SV	0770	393000K	L		H		100	U	WGE	WGE	N08372100	8.622500	W071395230	-71.664528		W007565 0306	00250					U	SVVG	I	200605
EVM	4	US	1	27	EVELETH	KZ	0265	108200M	T	019X	T		U	U	WGE	WGE	N47252774	47.424372	W092300667	-92.501853	E00101096	E000086 0106	01376					U	EVM	I	200502
EVS	3	NO	3		EVENES	EN	0052		B	067X	HA		U	U	WGE	WGE	N68292864	68.491289	E016403023	16.675064	E00300195	E004435 0106	00103					U	ENEV	I	200505
EVU	5	US	1	29	EMVILLE	KZ	0307	317000K	T		MH		U	U	WGE	WGE	N40205402	40.348339	W094545591	-94.915531		E003057 0106	01130					U	EVU	I	200204
EVW	4	US	1	56	EVANSTON	KZ	0305	109600M	L	033X	T		U	U	WGE	WGE	N41162096	41.272489	W111024836	-111.046767	E01300305	E012347 0306	07131					U	EVW	I	200605
EVX	2	FR	1		EVREUX	LF	0230	112400M	B	071X	HA	060/50	25	50	WGE	WGE	N49015410	49.031694	E001131510	1.220861	W00300798	W001285 0106	00499	N49014270	49.028528	E001125050	1.214028	U	LFOE	I	200606
EVZ	5	US	1	13	CARTERSVILLE	KZ	0409	308000K	T		MH		25	U	WGE	WGE	N34115850	34.199583	W084503515	-84.843097		W003502 0106	00773					U	VPC	I	200513
EW	5	US	1	37	KATFI	KZ	0410	362000K	T		MH		U	U	WGE	WGE	N35011696	35.021378	W077044652	-77.079589		W009368 0106	00035					U	KEWN	I	200204
EW	5	US	2	25	NEFOR	KZ	0310	274000K	T		MH		U	U	WGE	WGE	N41371762	41.621561	W071010360	-71.017667		W015081 0106	U					U	KEWB	I	200204
EW	5	US	3	34	CHESA	KZ	0310	241000K	T		MH		U	U	WGE	WGE	N40353720	40.593667	W074134800	-74.230000		W013010 0106	U					U	KEWR	I	200204
EWA	2	US	1	28	KEWANEE	KZ	0408	113800M	B	085X	L		U	U	WGE	WGE	N32220051	32.366808	W088273013	-88.458369	E00400188	W000531 0106	00300					U	7A2	I	200204
EWC	2	US	1	42	ELLWOOD CITY	KZ	0309	115800M	B	105X	HA		U	U	WGE	WGE	N40493073	40.825203	W080124162	-80.211561	W00800288	W008571 0106	01220					U	BVI	I	200212
EWK	5	US	1	20	NEWTON	KZ	0360	281000K	T		MH		25	U	WGE	WGE	N38035074	38.064094	W097162442	-97.273450		E004533 0106	01528					U	EWK	I	200204
EWM	2	US	1	48	NEWMAN	KZ	0470	112400M	B	071X	L		U	U	WGE	WGE	N31570628	31.951744	W106162064	-106.272400	E01201288	E009202 0106	04040					U	KBIF	I	200313
EWN	4	US	1	37	NEW BERN	KZ	0410	113600M	L	083X	L		U	U	WGE	WGE	N35042327	35.073131	W077024221	-77.045058	W00800185	W009390 0106	00010					U	KEWN	I	200204
EWO	4	US	1	21	NEW HOPE	KZ	0358	110800M	L	045X	L		U	U	WGE	WGE	N37375452	37.631811	W085403316	-85.675878	E00100188	W003509 0106	00960					U	EKX	I	200204
EWP	5	US	1	05	NEWPORT	KZ	0408	400000K	T		MH		25	25	WGE	WGE	N35383128	35.642022	W091105045	-91.180681		E000423 0106	00237					U	M19	O	200610
EX	5	CA	1		RUTLAND	CZ	0216	374000K	L		MH		U	U	WGE	WGE	N49562300	49.939722	W119223200	-119.375556		E017468 0106	01409					U	CYLW	I	200205
EY	5	KZ	1		KAUKEY	UA	0246	510000K	B		H		U	U	U	WGE	N45160000	45.266667	E061460000	61.766667		E007071 0106	U					U		O	200007
EY	5	US	1	51	CHESI	KZ	0357	233000K	T		MH		U	U	WGE	WGE	N36355939	36.599831	W076225472	-76.381867		W010289 0106	00017					U	CPK	I	200302
EYA	5	US	1	12	EASTPORT	KZ	0466	357000K	T		MH		25	U	WGE	WGE	N30252498	30.423606	W081363381	-81.609392		W005278 0106	00015					U	KJAX	I	200605
EYP	4	CO	1		EL YOPAL	SK	0828	115600M	L	103X	HA		U	100	WGE	WGE	N05163700	5.276944	W072253300	-72.425833	W00500798	W006526 0106	00903					U	SKYP	I	200602
EYQ	5	US	1	48	WEISER	KZ	0468	286000K	T		MH		25	U	WGE	WGE	N29560188	29.933856	W095382760	-95.641000		E004027 0106	U					U	EYQ	I	200304
EYW	2	US	1	12	KEY WEST	KZ	0525	113500M	B	082X	HA		U	U	WGE	WGE	N24350916	24.585878	W081480172	-81.800478	E00100165	W004140 0106	00010					U	KNQX	I	200610
EZ	5	US	1	34	LIZAH	KZ	0310	373000K	T		MH		U	U	WGE	WGE	N40362640	40.607333	W074130470	-74.217972		W013017 0106	00010					U	KEWR	I	200501
EZA	5	VE	1		ELORZA	SV	0828	240000K	B		H		100	U	WGE	WGE	N07033000	7.058333	W069293130	-69.492028		W009088 0306	U					U	SVEZ	I	200605
EZE	4	AR	1		EZEIZA	SA	1434	116500M	B	112X	HA		U	185	WGE	WGE	S34492700	-34.824167	W058320700	-58.535278	W00400798	W006498 0106	00066					U	SAEZ	I	200505
EZE	5	US	1	39	ENGEL	KZ	0309	226000K	T		MH		25	U	WGE	WGE	N41292011	41.488919	W081432219	-81.722831		W007578 0106	00617					U	KCLE	O	200501
EZF	5	US	1	51	SHANNON	KZ	0357	237000K	T		MH		25	U	WGE	WGE	N38155896	38.266379	W077270294	-77.450818		W010132 0106	00073					U	EZF	I	200204
EZI	5	US	1	17	KEWANEE	KZ	0308	245000K	L		MH		25	U	WGE	WGE	N41120413	41.201147	W089573340	-89.959278		W001000 0106	00856					U	EZI	O	200412
EZM	5	US	1	13	EASTMAN	KZ	0409	366000K	T		MH		25	U	WGE	WGE	N32080313	32.134203	W083091405	-83.153903		W004417 0106	00325					U	EZM	I	200204
EZS	4	TU	1		ELAZIG	LT	0340	114700M	B	094X	HA		U	U	WGE	WGE	N38422500	38.706944	E039132800	39.224444	E00300798	E004475 0106	04875					U	LTCA	I	200209
EZS	5	TU	1		ELAZIG	LT	0340	338000K	B		HH		U	25	EUR	WGE	N38362348	38.606522	E039175584	39.298844		E004466 0106	02963					U	LTCA	I	200204
EZY	5	US	1	40	ELK CITY	KZ	0407	241000K	L		MH		U	U	WGE	WGE	N35253318	35.425883	W099235333	-99.398147		E006134 0106	01971					U	ELK	I	200609
EZZ	5	US	1	29	CAMERON	KZ	0360	394000K	T		MH		U	U	WGE	WGE	N39434521	39.729225	W094161981	-94.272169		E002390 0106	01042					U	EZZ	I	200204
F	5	AR	1		FORMOSA	SA	1315	300000K	T		H		100	U	WGE	WGE	S26135680	-26.232444	W058141820	-58.238389		W011045 0106	00192					U		I	200010
F	5	AR	2		ROSARIO	SA	1434	305000K	T		H		80	25	WGE	WGE	S32525650	-32.882361	W060464700	-60.779722		W005511 0106	00085					U		I	200001
F	5	BU	1		SOFIA	LB	0322	375000K	T		MH		U	U	WGE	WGE	N42415000	42.697222	E023223400	23.376111		E003413 0106	U					U	LBSF	I	200408
F	5	PL	1		PRUSZCZ GDANSKI	EP	0169	300000K	T		MH		U	U	WGE	WGE	N54144225	54.245069	E018415759	18.699331		E003540 0106	U					U	EPPR	I	200401
F	5	UP	1		IVANO-FRANKOVSK	UK	0232	598000K	T		MH		U	U	PUK	WGE	N48524677	48.879658	E024425363	24.714897		E004445 0306	U					U		I	200605
F	5	UP	2		SIMFEROPOL	UK	0250	285000K	T		MH		U	U	PUK	WGE	N45043405	45.076125	E033585436	33.981766		E005376 0306	U					U		I	200605
F	5	UZ	1		YUZHNY	UT	0328	588000K	B		H		U	U	U	WGE	N41154120	41.261444	E069183690	69.310250		E004508 0106	U					U		I	200209
F4	5	CA	1		LITTLE CORNWALLIS ISLAND	CZ	0036	402000K	B		H		U	U	WGE	WGE	N75233862	75.394061	W096564571	-96.946031		W028593 0106	00234					U	CJY2	I	200402
F6	5	CA	1		CHETWYND	CZ	0185	210000K	L		MH		U	U	WGE	WGE	N55414000	55.694444	W121321500	-121.537500		E020408 0106	U					U	CYCQ	I	200205
F7	5	CA	1		GEORGIAN BAY	CY	0264	353000K	L		H		U	U	WGE	WGE	N45160800	45.268889	W079501200	-79.836667		W010448 0106	00832					U	CNK4	I	200205
F8	5	CA	1		VICTORIAVILLE	CY	0263	384000K	L		MH		U	U	WGE	WGE	N46063815	46.110597	W071553744	-71.927067		W016247 0106	00486					U	CSR3	I	200204
F9	5	CA	1		MIRAMICHI	CY	0262	520000K	L		MH		U	U	WGE	WGE	N47003600	47.010000	W065280300	-65.467500		W019242 0106	00110					U	CYCH	I	200205
F9	9	CA	2		MIRAMICHI	CY	0262		L	046X	HA		U	U	WGE	WGE	N47003400	47.009444	W065280100	-65.466944		W019242 0106	00110					U	CYCH	I	200311
FA	4	WS	1		FALEOLO	NF	1119	113900M	B	086X	HA		U	U	WGE	WGE	S13492760	-13.824333	W171592040	-171.989000	E01101104	E011261 0106	00058					U	NSFA	I	200509
FA	5	CD	1		SARH	FT	0785	429000K	B		MH		25	U	WGE	WGE	N09090400	9.151111	E018224600	18.379444		E000094 0306	01257					U	FTTA	I	200604
FA	5	FP	1		TAHITI FAAA	NT	1208	305000K	T		H		U	150	WGE	WGE	S17331070	-17.552972	W149364960	-149.613778		E012449 0106	00010					U	NTAA	I	200413
FA	5	ID	1		FAK FAK	WA	0976	380000K	B		H		U	U	WGE	WGE	S02560000	-2.933333	E132180000	132.300000		E002319 0806	00462					U	WASF	I	200610
FA	5	PK	1		FAISALABAD	OP	0440	212000K	B		H		100	50	WGE	WGE	N31221300	31.370278	E072594200	72.995000		E001299 0106	00654					U	OPFA	I	200602
FA	5	US	2	02	WEARR	PA	0077	510000K	T		H		U	U	WGE	WGE	N64535935	64.899819	W147422575	-147.707153		E022330 0106	U					U	PAFA	I	200204
FA	5	WS	1		FALEOLO	NF	1119	270000K	B		HH		U	200	WGE	WGE	S13492220	-13.822833	W172010060	-172.016833		E011261 0106	00123					U	NSFA	I	200606
FA	5	ZI	1		VICTORIA FALLS	FV	1177	256000K	B		MH		U	U	WGE	WGE	S18041305	-18.070292	E025455403	25.765008		W008027 0106	U					U	FVFA	I	200310
FAF	5	US	1	51	FELKER	KZ	0357	226000K	T		MH		U	U	WGE	WGE	N37081953	37.138758	W076370684	-76.618567		W010282 0106	00012					U	FAF	I	200204
FAG	4	CI	1		ANTOFAGASTA	SC	1258	114900M	B	096X	HA		U	U	WGE	WGE	S23280100	-23.466944	W070265200	-70.447778	E00000798	W001200 0106	00290					U	SCFA	I	200609
FAH	4	US	1	55	FALLS	KZ	0308	110000M	L	037X	L		U	U	WGE	WGE	N43460791	43.768864	W087505392	-87.848311	W00200188	W003211 0106	00744					U	SBM	I	200511
FAI	2	US	1	02	FAIRBANKS	PA	0077	108600M	B	023X	HA		U	U	WGE	WGE	N64480023	64.800064	W148004312	-148.011978	E02800192	E022231 0106	01493					U	PAFA	I	200204
FAK	2	US	1	51	FLAT ROCK	KZ	0357	113300M	B	080X	HA		U	U	WGE	WGE	N37314263	37.528508	W077494159	-77.828219	W00600188	W009453 0106	00460					U	FCI	I	200406
FAL	3	IT	1		FALCONARA	LI	0321		B	035X	HA	200/60	25	25	WGE	WGE	N43343670	43.576861	E013175830	13.299528		E001583 0106	00208					U	LIPY	I	200205
FAL	5	IT	1		FALCONARA	LI	0321	357500K	B		MH		25	25	WGE	WGE	N43374160	43.628222	E013222470	13.373528		E001593 0106	00081					U	LIPY	I	200511
FAM	2	US	1	29	FARMINGTON	KZ	0359	115700M	B	104X	HA		U	U	WGE	WGE	N37402439	37.673442	W090140253	-90.234036	E00100165	W000152 0106	01220					U	K02	O	200402
FAR	2	US	1	38	FARGO	KZ	0266	116200M	B	109X	HA		U	U	WGE	WGE	N46451217	46.753381	W096510480	-96.851333	E00900188	E004120 0106	00910					U	KFAR	I	200210
FAR	5	PO	1		FARO	LP	0347	332000K	T		MH		U	50	WGE	WGE	N37003147	37.008742	W007553335	-7.925931		W003283 0106	U					U	LPFR	I	200204
FAU	5	US	1	40	FAIRVIEW	KZ	0360	246000K	T		MH		U	U	WGE	WGE	N36170660	36.285167	W098284080	-98.478000		E005408 0106	01273					U	6K4	O	200604
FAY	4	US	1	37	FAYETTEVILLE	KZ	0410	108800M	L	025X	L		U	U	WGE	WGE	N34590798	34.985550	W078523023	-78.875064	W00400165	W008227 0106	00180					U	KFAY	I	200204
FB	5	BR	1		TRAMANDAI	SB	1384	300000K	L		H		500	300	WGE	WGE	S29594680	-29.996333	W050084200	-50.145000		W015503 0106	U					U		I	200007
FB	5	CH	1		KAIYUAN	ZY	0290	512000K	B		MH		U	U	WGE	WGE	N42340000	42.566667	E124010000	124.016667		W008524 0106	U					U		I	200605
FB	5	RS	1		KOLPASHEVO	UN	0158	410000K	T		HH		U	80	U	WGE	N58221200	58.370000	E082550000	82.916667		E010531 0106	U					U		I	200311
FB	5	SF	1		FICKSBURG	FA	1398	390000K	B		H		100	U	WGE	WGE	S28493900	-28.827500	E027540900	27.902500		W021190 0106	05315					U	FAFB	I	200511
FBR	4	US	1	56	FORT BRIDGER	KZ	0305	108600M	L	023X	L		U	U	WGE	WGE	N41224242	41.378450	W110252668	-110.424078	E01400190	E012225 0106	07060					U	FBR	I	200204
FBS	5	AS	1		FORBES	YM	1457	486000K	B		H		U	60	WGE	WGE	S33215100	-33.364167	E147554000	147.927778		E011204 0106	U					U	YFBS	I	200210
FBU	5	CT	1		BOUAR	FE	0814	388000K	B		H		50	U	ARF	WGE	N05571486	5.954128	E015382104	15.639178		W000505 0106	03419					U	FEFO	I	200509
FBY	5	US	1	31	FAIRBURY	KZ	0307	293000K	T		MH		U	U	WGE	WGE	N40103601	40.176669	W097095713	-97.165869		E004460 0106	01450					U	FBY	I	200204
FC	5	CA	1		FREDERICTON	CZ	0262	326000K	L		H		U	U	WGE	WGE	N45550223	45.917286	W066355887	-66.599686		W018353 0106	00067					U	CYFC	I	200204
FC	5	CH	2		FUJIAZHUANG	ZY	0381	414000K	B		H		U	U	WGE	WGE	N38522400	38.873333	E121381200	121.636667		W007210 0306	U					U	ZYTL	I	200605
FC	5	UZ	1		DALVERZIN	UT	0328	955000K	B		H		U	U	U	WGE	N40240000	40.400000	E069170000	69.283333		E004310 0106	U					U		I	200307
FCA	4	US	1	30	KALISPELL	KZ	0216	113200M	L	079X	L		40	40	WGE	WGE	N48125077	48.214103	W114103321	-114.175892	E01800190	E015276 0106	02984					U	KFCA	I	200204
FCH	5	US	1	06	CHANDLER	KZ	0363	344000K	L		H		U	U	WGE	WGE	N36432621	36.723947	W119500123	-119.833675		E014032 0106	00278					U		I	199809
FCM	4	US	1	27	FLYING CLOUD	KZ	0266	111800M	L	055X	L		U	U	WGE	WGE	N44493257	44.825713	W093272433	-93.456757	E00600165	E001269 0106	00900					U	KFCM	I	200204
FCS	4	US	1	08	BUTTS	KZ	0361	108800M	L	025X	T		U	25	WGE	WGE	N38405039	38.680663	W104452490	-104.756918	E01200180	E009225 0106	05829					U	KFCS	I	200312
FD	5	CA	1		BRANTFORD	CZ	0309	207000K	L		MH		U	U	WGE	WGE	N43042418	43.073383	W080245835	-80.416208		W009300 0106	U					U	CYFD	I	200204
FD	5	US	1	29	EARLI	KZ	0359	278000K	T		MH		U	U	WGE	WGE	N36400868	36.669078	W090194223	-90.328397		W000050 0406	00315					U	POF	I	200606
FD	5	UZ	1		TASHKENT	UT	0328	285000K	B		H		U	U	U	WGE	N41155243	41.264564	E069203737	69.343714		E004507 0106	U					U	UTTT	I	200306
FDF	5	US	1	01	FAYETTE	KZ	0408	204000K	T		MH		25	U	WGE	WGE	N33425150	33.714306	W087484537	-87.812603		W001356 0706	00346					U	M95	I	200609
FDK	1	US	1	24	FREDERICK	KZ	0357	109000M	T		T		U	U	WGE	WGE	N39244402	39.412228	W077223049	-77.375136	W00800188	W010361 0106	00299					U	FDK	I	200204
FDO	4	AR	2		SAN FERNANDO	SA	1434	114400M	B	091X	HA		U	185	WGE	WGE	S34270500	-34.451389	W058350300	-58.584167	W00500798	W006595 0106	00049					U	SADF	I	200507
FDR	5	US	1	40	FREDERICK	KZ	0407	222000K	T		MH		25	25	WGE	WGE	N34211382	34.353839	W098591132	-98.986478		E005578 0106	01255					U	FDR	I	200304
FDV	5	US	1	02	FORT DAVIS	PA	0076	529000K	B		H		U	U	WGE	WGE	N64294055	64.494597	W165185035	-165.313986		E013439 0106	U					U	PAOM	I	200504
FDW	5	US	1	45	WINNSBORO	KZ	0409	414000K	T		MH		25	U	WGE	WGE	N34185193	34.314425	W081064562	-81.112672		W006375 0106	00550					U	FDW	O	200204
FDY	2	US	1	39	FINDLAY	KZ	0309	108200M	L	019X	L		U	U	WGE	WGE	N40571920	40.955333	W083452169	-83.756025	W00200188	W006118 0806	00820					U	16G	I	200610
FE	5	CA	1		FORESTVILLE	CZ	0221	239000K	L		H		U	U	WGE	WGE	N48434816	48.730044	W069094800	-69.163333		W018583 0106	U					U	CYFE	I	200213
FE	5	IT	1		FIUMICINO	LI	0321	354000K	T		MH		U	25	WGE	WGE	N41495310	41.831417	E012210390	12.351083		E001444 0106	U					U	LIRF	I	200306
FE	5	RS	1		OKTYABRSKY	UU	0167	570000K	B		HH		U	80	U	WGE	N54140000	54.233333	E038540000	38.900000		E009200 0106	U					U		I	199903
FE	5	RS	2		KUKAN	UH	0204	942000K	B		HH		U	80	U	WGE	N49130000	49.216667	E133270000	133.450000		W011561 0106	U					U		I	199813
FER	5	IT	1		FERRARA	LI	0252	427000K	R		MH		40	50	WGE	WGE	N44485200	44.814444	E011365900	11.616389		E001382 0106	U					U	LIPF	I	200408
FES	4	MO	1		SAISS	GM	0420	115700M	B	104X	HA		U	U	WGE	WGE	N33553900	33.927500	W005004900	-5.013611	W00500798	W002274 0106	01873					U	GMFF	I	200205
FES	5	US	1	29	FESTUS	KZ	0359	269000K	T		MH		U	U	WGE	WGE	N38114520	38.195889	W090231544	-90.387622		W000122 0106	00435					U	FES	I	200204
FEU	5	US	1	21	ARNOLD	KZ	0358	521000K	L		H		U	U	WGE	WGE	N38125305	38.214736	W084491130	-84.819806		W004397 0306	00769					U		O	200607
FF	5	MP	1		FLIC - EN - FLAC	FI	1280	258000K	T		MH		25	100	WGC	WGE	S20165380	-20.281612	E057221820	57.371722		W018529 0106	U					U	FIMP	I	200308
FF	5	US	1	13	PECAT	KZ	0409	316000K	T		MH		U	U	WGE	WGE	N33180226	33.300628	W084291108	-84.486411		W003563 0106	00850					U	KFFC	I	200608
FF	5	US	2	02	FIVE FINGER	PA	0138	295000K	L		H		U	U	WGE	WGE	N57161700	57.271389	W133374800	-133.630000		E022297 0106	U					U		I	200205
FFA	3	UK	1		FAIRFORD	EG	0230		B	081X	T	020/25	25	25	WGE	WGE	N51405409	51.681692	W001475141	-1.797614	W00400301	W002566 0106	00299					U	EGVA	I	200313
