ARPT_IDENT	COMM_TYPE	COMM_NAME	SYM	FREQ_1	FREQ_2	FREQ_3	FREQ_4	FREQ_5	SEC	S_OPR_H	CYCLE_DATE
CA29802	A/D	TRML		118.7   M	119.2   M	128.55  M	225.2   M	363.8   M			200501
CA29802	ATIS	ATIS		121.0   M	229.1   M						200212
CA29802	CLD	CLNC DEL		123.95  M							200512
CA29802	CNTR	MONCTON CNTR		118.7   M	119.2   M	128.55  M	135.3   M	225.2   M			200413
CA29802	GND	GND		121.9   M	275.8   M						200005
CA29802	RDO	RDO	E	123.275 M							200501
CA29802	RMP	APN ADVSY		122.125 M							200113
CA29802	TWR	TWR	E	118.4   M	236.6   M						199908
CA29808	A/D	TORONTO TRML		119.3   M	253.1   M						200108
CA29808	UNIC	CTAF/UNICOM		123.3   M					5 NM to 2500'  exc Toronto Class C Airspace.	UNICOM opr ltd hr.	200105
CA30031	A/D	COLD LAKE TRML		124.5   M							200308
CA30031	CTAF	CTAF		122.8   M					5 NM TO 4600'.		200205
CA30066	A/G	MF HIGH LEVEL RDO		123.25  M					5 NM to 4200'		200112
CA30066	CNTR	EDMONTON CNTR		123.7   M	135.01  M						200112
CA30066	FSS	RDO	V	123.25  M							200208
CA30066	RCO	EDMONTON RDO		123.375 M							200208
CA30219	A/G	MF		122.0   M					5 NM to 3800'.		200102
CA30219	RDO	LONDON RDO		126.7   M							200404
CA30350	A/D	APP/DEP	R	124.4   M	384.8   M						200207
CA30350	ATIS	ATIS		128.65  M							200005
CA30350	GND	GND		121.8   M	275.8   M						200005
CA30350	INFO	APN ADVSY		122.075 M							200303
CA30350	RCO	HALIFAX RDO		122.5   M							200102
CA30350	TWR	TWR	E	120.8   M	236.6   M						199908
CA30573	UNIC	CTAF/UNICOM		123.5   M					5 NM to 3200' excld Gatineau CZ and Ottawa Macdonald-Cartier Intl CZ.	UNICOM opr ltd hr.	200207
CA30935	UNIC	CTAF/UNICOM		122.8   M					5 NM to 4800'.		200105
CA31334	A/G	MF		122.3   M					5 NM to 3900'.		200102
CA31334	RCO	LONDON RDO		123.475 M							200312
CA31509	CTAF	CTAF		122.8   M					5 NM TO 3100'.		200310
CA31732	CNTR	MONTREAL CNTR		134.5   M							200007
CA31732	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3600'.	UNICOM opr ltd hr.	200403
CA32420	A/D	MONTREAL CNTR		132.25  M							200110
CA32420	A/G	MF		122.0   M					5 NM TO 4800'.		200209
CA32420	RCO	QUEBEC RDO		126.7   M							200608
CA32420	RDO	RDO	E	122.0   M	296.2   M						200305
CA32478	A/G	MF WINNIPEG RDO		122.3   M	297.0   M				5 NM to 4000'.		200007
CA32478	AWOS	AWOS		128.6   M							199813
CA32478	RCO	WINNIPEG RDO		122.3   M	297.0   M						199908
CA33055	ARR	ARR		125.9   M	123.85  M	283.9   M	249.9   M				200002
CA33055	ATIS	ATIS		114.8   M	127.2   M						199813
CA33055	CLD	CLNC DEL		121.3   M	260.2   M					Opr 1300-0700Z++.	200313
CA33055	CNTR	EDMONTON CNTR		133.3   M	135.12  M	243.5   M	265.6   M				200209
CA33055	DEP	DEP		119.8   M	255.1   M						200002
CA33055	GND	GND		121.9   M	275.8   M						200002
CA33055	MISC	VFR ADVSY SVC		119.4   M	374.2   M						200209
CA33055	RCO	EDMONTON RDO		122.5   M	126.7   M						200203
CA33055	RMP	RMP		121.3   M	260.2   M					Opr 1300-0700Z++.	200006
CA33055	TWR	TWR	E	118.4   M	236.6   M						199813
CA33792	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 4600'.		200510
CA34199	MISC	RANGE CON		229.8   M	49.9    M				MILITARY		199908
CA34208	A/G	MF		125.5   M					7 NM to 4000'.	Opr 0400-1200Z++.	200208
CA34208	ATIS	ATIS		127.4   M						Opr 1200-0400Z++.	200005
CA34208	CNTR	TORONTO CNTR		135.5   M	285.7   M						200108
CA34208	GND	GND		121.8   M							200108
CA34208	RCO	LONDON RDO		123.475 M							200602
CA34208	TWR	TWR	E	125.5   M	233.8   M					Opr 1200-0400Z++.	200513
CA34520	CTAF	CTAF		123.2   M					5NM TO 4500 FT MSL.		199905
CA34622	CTAF	CTAF		122.8   M					5NM TO 4500' MSL.	UNLIMITED HOURS	199813
CA34622	UNIC	UNICOM		122.8   M					5NM TO 4500' MSL.	UNLIMITED HOURS	199905
CA34696	AWOS	AWOS		120.0   M							200108
CA34696	CNTR	MINNEAPOLIS CNTR		120.9   M							200108
CA34696	UNIC	CTAF/UNICOM		122.8   M					5 NM to 4200'.	UNICOM opr ltd hr.	200402
CA34708	CTAF	CTAF		122.8   M					5 NM to 5000'		200109
CA35278	A/G	MF RED DEER RDO		118.5   M					5 NM to 6000'.		200008
CA35278	ATIS	ATIS		124.0   M							200311
CA35278	CNTR	EDMONTON CNTR		132.85  M	239.0   M						199905
CA35278	FSS	RDO	E	118.5   M	324.8   M						200402
CA35278	RCO	EDMONTON RDO		122.5   M	126.7   M						200202
CA35619	A/G	MF		122.3   M					5 NM to 4500'.		200507
CA35619	CTAF	CTAF		122.3   M					5 NM to 4500'.		200512
CA35619	RCO	WINNIPEG RDO	U	123.275 M							200507
CA35702	A/G	MF GRAND PRAIRIE RDO		118.1   M					5 NM to 5200'.		200009
CA35702	ATIS	ATIS		128.6   M							199906
CA35702	CNTR	EDMONTON CNTR		134.5   M							199905
CA35702	FSS	RDO	E	118.1   M							200404
CA35702	RCO	EDMONTON RDO		122.5   M	126.7   M						200208
CA35909	CTAF	CTAF		123.2   M					2 NM TO 3600'.		200510
CA36137	CTAF	CTAF		122.8   M							200405
CA36137	TWR	TWR	E	126.2   M							200006
CA36595	CTAF	CTAF		123.2   M					5 NM to 7000'.		200009
CA36595	RCO	EDMONTON RDO		123.55  M							200306
CA36683	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 5700'.		200402
CA36895	CNTR	VANCOUVER CNTR		132.9   M	254.9   M						199905
CA36895	RCO	PACIFIC RDO		123.25  M	126.7   M						200511
CA36957	UNIC	CTAF/UNICOM		122.9   M					5 NM TO 4700'		200302
CA37729	CTAF	CTAF		123.2   M					5 NM TO 5700'.		200402
CA38508	CNTR	WINNIPEG CNTR		124.0   M	225.2   M						200007
CA38508	FSS	RDO	E	122.2   M	327.7   M						200311
CA38508	MISC	VHF/DF	V	122.2   M							200406
CA38508	RCO	WINNIPEG RDO		126.7   M							200312
CA38508	RDO	MF		122.2   M					5 NM to 4300'.		200406
CA39094	CNTR	MONTREAL CNTR		125.9   M							200007
CA39094	RDO	QUEBEC RDO		126.7   M							200313
CA39094	UNIC	CTAF/UNICOM		122.8   M					5 NM to 4100'.	UNICOM opr ltd hr.	200109
CA39142	A/G	MF PRINCE ALBERT RDO		122.3   M					5 NM TO 4400'..		200008
CA39142	CNTR	WINNIPEG CNTR		133.9   M							199905
CA39142	INFO	ATHABASKA AWYS		129.45  M						Opr 1400-0400Z Mon-Fri,1500-2300Z Sat & Sun,OT call out chg.	200008
CA39142	MISC	VDF	V	122.3   M							200210
CA39142	RCO	EDMONTON RDO		123.15  M	126.7   M						200210
CA39142	RDO	RDO	E	122.3   M	262.0   M						200210
CA39290	CNTR	GANDER CNTR		132.1   M	289.4   M						200108
CA39290	CTAF	CTAF		123.2   M					5 NM to 3100'.		200402
CA39301	CTAF	CTAF		123.2   M					5 NM TO 4100'.		200402
CA39326	UNIC	CTAF/UNICOM		123.0   M					5 NM TO 4000'		200309
CA39328	UNIC	CTAF/UNICOM		122.8   M					5 NM to 4300'.	UNICOM opr ltd hr.	200305
CA39656	CTAF	CTAF		123.2   M					5 NM to 4300'.		200009
CA39675	A/D	EDMONTON CNTR		132.75  M	265.2   M						200202
CA39675	CTAF	CTAF		123.2   M					5 NM to 7000'.		200402
CA39675	RDO	EDMONTON RDO		126.7   M							200202
CA40181	CNTR	EDMONTON CNTR		135.4   M							200410
CA40181	RCO	YELLOWKNIFE RDO	U	126.7   M	296.6   M						200102
CA40181	UNIC	FT SIMPSON RDO	E	122.2   M					15 NM to 3600'		200101
CA40416	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 5200'.		200510
CA40678	A/D	MONCTON CNTR		135.3   M	135.65  M						200211
CA40678	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3300'.	Opr 1200-2100Z++ Mon-Fri.	200403
CA40994	A/G	MF		119.0   M					5 NM to 3500'.		200102
CA40994	CNTR	MONCTON CNTR		124.3   M	135.5   M	270.8   M					200108
CA40994	RDO	RDO	E	119.0   M	236.6   M						200305
CA41070	UNIC	CTAF/UNICOM		123.0   M					5 NM TO 5700'.		200406
CA41480	A/D	TORONTO TRML		128.27  M	268.75  M						200108
CA41480	ATIS	ATIS		128.1   M							199805
CA41480	GND	GND		121.6   M	398.125 M						200005
CA41480	TWR	TWR	E	119.7   M	125.0   M	308.475 M					200212
CA41535	AWOS	AWOS		125.95  M							200509
CA41535	RCO	QUEBEC RDO		122.0   M						Opr 1100-0300Z++.	200608
CA41535	RDO	MF		122.0   M					15 NM to 3200'.	Opr 1100-0300Z++.	200609
CA41623	AAS	TWR VFR ADVSY SVC		118.3   M	119.5   M	127.4   M					200006
CA41623	APP	APP		118.3   M							200002
CA41623	ARR	ARR	E	120.5   M	363.8   M						200002
CA41623	ATIS	ATIS		128.0   M							199813
CA41623	CLD	CLNC DEL		124.1   M							199905
CA41623	DEP	DEP	E	133.65  M	363.8   M						200002
CA41623	FSS	RDO	E	122.5   M	126.7   M						199908
CA41623	GND	GND		121.7   M	275.6   M						200002
CA41623	INFO	FLT TECH AVN INC		123.0   M							200006
CA41623	TWR	TWR	E	118.3   M	381.2   M	126.0   M					200006
CA42046	A/G	MIN NATL RESOURCES		122.9   M							200006
CA42046	CNTR	WINNIPEG CNTR		132.2   M	245.0   M						200108
CA42046	RCO	WINNIPEG RDO		122.1   M							200305
CA42046	RDO	MF		122.1   M					5 NM to 4400'.		200305
CA42120	CTAF	CTAF		123.2   M					2 NM 3000 ASL		200502
CA42367	ARR	MONTREAL CNTR		132.35  M							200507
CA42367	UNIC	CTAF/UNICOM		122.8   M					5 NM to 4500'.	UNICOM opr ltd hr.	200403
CA43051	A/G	MF		122.2   M					5 NM to 3200'.		200403
CA43051	CNTR	MONTREAL CNTR		135.1   M							200007
CA43051	INFO	ARPT RDO	E	122.2   M	296.6   M						200403
CA43051	RCO	QUEBEC RDO	E	123.55  M	296.6   M	5680    K					200403
CA43954	CTAF	CTAF		123.2   M					5 NM TO 4700'.		200402
CA44156	A/G	MF CALGARY  RDO		118.2   M					5 NM to 5800'.	Opr 0600-1400Z++(DT 0500-1300).	200603
CA44156	ATIS	ATIS		127.9   M						Opr 1400-0600Z++(DT 1300-0500).	200209
CA44156	GND	GND		121.8   M						Opr 1400-0600Z++(DT 1300-0500)	200209
CA44156	RCO	EDMONTON RDO	V	122.5   M	126.7   M						200307
CA44156	TWR	TWR	V	118.2   M	120.7   M				(118.2 Outer) (120.7 Inner)	Opr 1600-2400Z++;118.2. 1400-1700Z++ & 2400-0600Z++.	200502
CA44174	CTAF	CTAF		122.8   M					5 NM TO 6400'.		200405
CA44243	CNTR	MONTREAL CNTR		128.225 M							200507
CA44243	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3400'.	UNICOM opr ltd hr.	200209
CA44658	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 5600'.		200402
CA44797	UNIC	CTAF/UNICOM		123.3   M					5 NM TO 5700'		200401
CA45133	CTAF	CTAF		123.2   M					5 NM TO 5500'.		200405
CA46396	CNTR	GANDER CNTR		132.3   M	247.0   M						200206
CA46396	RCO	HALIFAX RDO		126.7   M							200206
CA46396	RDO	MF		122.1   M					5 NM 3100'.		200007
CA46468	CNTR	VANCOUVER CNTR		135.05  M	315.7   M						199905
CA46468	CTAF	WILLIAMS LAKE RDO		126.7   M					5 NM to 6000'.		200009
CA46468	RCO	PACIFIC RDO		126.7   M							200507
CA46492	A/G	MF		122.3   M					5 NM to 6100'.		200008
CA46492	CNTR	VANCOUVER CNTR		133.6   M							200005
CA46492	RCO	PACIFIC RDO		126.7   M							200507
CA46492	RDO	RDO	E	122.3   M	262.7   M						200402
CA46676	A/D	TORONTO TRML		133.4   M	253.1   M						200108
CA46676	A/G	MF		123.25  M					5 NM to 3300'.	Opr 1215-0200Z++.	200608
CA46676	ATIS	ATIS		128.525 M						Opr 1215-0200Z++.	200608
CA46676	CTAF	CTAF		123.25  M					5 NM to 3300'.	Opr 0200-1215Z++.	200608
CA46676	RCO	LONDON RDO	V	126.7   M							200304
CA46676	RDO	RDO	V	123.25  M						Opr 1215-0200Z++.	200609
CA46832	A/D	DETROIT  APP/DEP	E	126.85  M	134.3   M	348.3   M	363.2   M				200608
CA46832	A/G	MF		124.7   M					6 NM irregular shape to blw 3000'.	Opr 0330-1130Z++.	200309
CA46832	AAS	VFR ADVSY		134.3   M							200108
CA46832	ATIS	ATIS		134.5   M						Opr 1145-0330Z++.	200005
CA46832	GND	GND		121.7   M							200007
CA46832	RDO	LONDON RDO		126.7   M							200102
CA46832	TWR	TWR	E	124.7   M	236.6   M					Opr 1130-0330Z++.	200005
CA47096	CTAF	CTAF		123.2   M					5 NM to 6500'.		200309
CA47260	A/G	MF		122.1   M	248.3   M				5 NM to 4000'.		200210
CA47260	CNTR	WINNIPEG CNTR		132.25  M	285.4   M						199905
CA47260	RCO	WINNIPEG RDO		126.7   M							200603
CA47260	RDO	RDO	E	122.1   M	248.3   M						200311
CA48137	CTAF	CTAF		122.8   M					5 NM to 3500'.		200602
CA48487	CNTR	MONTREAL CNTR		134.65  M	227.2   M						200108
CA48487	FSS	RDO	V	122.1   M	123.25  M						200402
CA48487	RCO	QUEBEC RDO		123.25  M	126.7   M						200404
CA48487	RDO	MF		122.1   M					MF Corridor - See Canada Flight Supplement.		200307
CA48557	A/G	TRAN SVCG		308.7   M							200008
CA48557	APP	APP	E	124.5   M	322.8   M						200505
CA48557	ARR	ARR	E	124.5   M	269.6   M	279.8   M	350.5   M				200602
CA48557	ATIS	ATIS		260.0   M							199813
CA48557	CLD	CLNC DEL		120.6   M	230.6   M						199905
CA48557	DEP	DEP	U	124.5   M	322.8   M						200002
CA48557	GND	GND		121.9   M	275.8   M						200002
CA48557	OPS	WING OPS		340.2   M							199908
CA48557	PMSV	PMSV		344.6   M							200008
CA48557	TWR	TWR	E	126.2   M	226.5   M	236.6   M	255.7   M				199813
CA48654	RCO	LONDON RDO	V	126.7   M							200410
CA48654	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 4100 AUTH APCH UNICOM.	UNICOM OPS 1300-2300Z++ OT TFC 122.8.	200601
CA49259	CNTR	TORONTO CNTR		135.4   M	260.9   M						200108
CA49259	UNIC	CTAF/UNICOM		123.0   M					5 NM to 4100'.	UNICOM opr ltd hr.	200208
CA49641	CTAF	CTAF		123.2   M					5 NM TO 5800'.		200402
CA49759	A/G	MF	E	118.8   M	236.6   M				5 NM irregular shape to 3000'.	Opr 0100-1300Z++.	200305
CA49759	ATIS	ATIS		133.05  M						Opr 1300-0100Z++.	200005
CA49759	CNTR	TORONTO CNTR		132.65  M	344.5   M						200108
CA49759	GND	GND		121.7   M	395.2   M						200108
CA49759	RCO	LONDON RDO	E	122.5   M	126.7   M						200305
CA49759	TWR	TWR	E	118.8   M	236.6   M					Opr 1300-0100Z++.	200007
CA49855	CNTR	TORONTO CNTR		135.3   M	266.3   M						200403
CA49855	UNIC	CTAF/UNICOM		122.7   M					5 NM to 3800'.	UNICOM opr ltd hr.	200108
CA50170	UNIC	CTAF/UNICOM		122.8   M					5NM TO 4100 FT MSL.	UNICOM Opr ltd hr.	200105
CA50273	CTAF	CTAF		123.2   M					5 NM TO 4800'.		200402
CA50357	CTAF	CTAF		123.2   M					5 NM to 4200'.		200406
CA50477	A/G	MF PEACE RIVER RDO		122.2   M					5 NM TO 5200'.	Opr 1330-0530Z++.	200608
CA50477	RDO	RCO	V	122.2   M						Opr 1345-0515Z++.	200606
CA50503	CTAF	CTAF		123.2   M					5 NM to 3900'.		200403
CA50503	RDO	QUEBEC RDO		126.7   M							200309
CA50509	APP	VFR ADVSY	R	119.3   M	133.4   M	253.1   M					200006
CA50509	ARR	APP		124.475 M	125.4   M	132.8   M	358.1   M				200413
CA50509	ATIS	ATIS		112.15  M	120.825 M						199907
CA50509	CLD	CLNC DEL		121.3   M						Opr 1200-0400Z++ dly.	200005
CA50509	DEP	DEP		127.575 M	128.8   M	363.8   M					200108
CA50509	GND	GND		118.0   M	119.1   M	121.9   M	121.65  M	275.8   M			200210
CA50509	RCO	LONDON RDO		123.275 M							200602
CA50509	RMP	APN ADVSY		122.075 M	122.275 M	122.825 M	122.875 M				200406
CA50509	TWR	TWR	E	118.35  M	118.7   M	236.6   M					200208
CA50943	CTAF	CTAF		123.2   M					5 NM TO 5200'.		200406
CA51073	A/D	VANCOUVER ARR/DEP		132.3   M	363.8   M						200105
CA51073	A/G	MF		118.1   M					3 NM to 1500' ASL excl portion penetrating Delta Heritage Prk ATF dur daylt hrs.	Opr 0700-1500Z++.	200509
CA51073	ATIS	ATIS		125.5   M						Opr 1500-0700Z++.	200006
CA51073	GND	GND		124.3   M						Opr 1500-0700Z++.	200006
CA51073	TWR	TWR	V	118.1   M	127.6   M				118.1(inner) 127.6(outer)	Opr 1530-0500Z++(DT 1430Z-0400Z).	200309
CA51988	A/G	MF		123.0   M					5 NM to 3100'.		200406
CA51988	CNTR	MONCTON CNTR		123.9   M	368.5   M						200108
CA51988	RDO	HALIFAX RDO									200303
CA52741	CTAF	CTAF		123.2   M					5NM TO 530 FEET  MSL.		199905
CA53090	CTAF	CTAF		123.2   M					5 NM TO 5200'.		200402
CA53335	CNTR	MONTREAL CNTR		128.22  M	229.2   M						200507
CA53335	UNIC	MF/UNICOM		123.0   M					5 NM to 3200'.	UNICOM opr ltd hr.	200406
CA53587	UNIC	CTAF		123.0   M					5NM TO 6000 FT MSL.		200007
CA53707	A/D	APP/DEP		119.9   M	323.0   M						200311
CA53707	A/G	MF SASKATOON RDO		118.3   M	244.7   M				5 NM TO 5000'.	Opr 0445-1200Z++ 1 Apr-31 Oct,0445-1245Z++ 1 Nov-31 Mar.	200307
CA53707	ATIS	ATIS		128.4   M	276.8   M					Opr 1100-0600Z	200606
CA53707	CNTR	WINNIPEG CNTR		134.325 M	299.6   M						200010
CA53707	GND	GND		121.9   M	275.8   M					Opr 1200-0445Z++ 1 Apr-31 Oct,1245-0445Z++ 1 Nov-31 Mar.	200311
CA53707	RCO	EDMONTON RDO		122.5   M	126.7   M					Opr 0430-1300Z++	200206
CA53707	TWR	TWR	E	118.3   M	244.7   M					Opr 1200-0445Z++ 1 Apr-31 Oct,1245-0445Z++ 1 Nov-31 Mar.	200311
CA53821	A/D	APP/DEP		128.5   M	132.1   M	384.5   M					200209
CA53821	ATIS	ATIS		124.8   M							200212
CA53821	GND	GND		121.9   M	275.8   M						200209
CA53821	INFO	INTL AIR									200406
CA53821	OPS	OUTCAST OPS		128.85  M	252.8   M						200006
CA53821	RCO	HALIFAX RDO		126.7   M							200206
CA53821	TWR	TWR	E	118.1   M	236.6   M						200104
CA53865	CTAF	CTAF		122.8   M					5 NM to 3100'.		200009
CA53865	RCO	PACIFIC RDO		126.7   M							200507
CA54178	A/D	TORONTO TRML		128.27  M							200310
CA54178	UNIC	CTAF/UNICOM		122.825 M					5 NM to 3800'.	UNICOM opr ltd hr.	200402
CA54669	A/G	MF		122.5   M					3 NM TO 3000'.	Ltd hr ctc CTAF.	200507
CA54669	AWOS	AWOS		124.8   M							200006
CA54669	CNTR	TORONTO CNTR		133.725 M	225.075 M						200509
CA54669	CTAF	CTAF		122.5   M							200507
CA54669	RCO	TIMMINS RDO		122.5   M						Opr 1200-0200Z++.	200507
CA54776	CNTR	MONTREAL CNTR		124.0   M	132.35  M						200507
CA54776	RDO	QUEBEC RDO									200303
CA54776	UNIC	MF/UNICOM		122.15  M					5 NM to 3900'.	UNICOM opr ltd hr.	200406
CA56354	A/G	MF WINNIPEG RDO		122.3   M					5 NM TO 4200'		200304
CA56354	CNTR	WINNIPEG CNTR		135.05  M							200304
CA56354	RCO	WINNIPEG RDO		123.475 M	126.7   M						200507
CA56977	CTAF	CTAF		122.8   M					5 NM TO 4200'.		200509
CA57194	A/D	BAGOTVILLE TRML		127.2   M	227.6   M						200006
CA57194	ATIS	ATIS		134.8   M						1300-0130Z++.	200210
CA57194	CLD	CLNC DEL								Opr 0130-1300Z++.	200201
CA57194	CTAF	CTAF		118.4   M					5 NM Irregular Shape to 4000'.	Opr 0130-1300Z++.	200201
CA57194	GND	GND		121.9   M						Opr 1300-0130Z++.	200311
CA57194	INFO	VFR ADVSY		123.4   M						Opr 1100-2100Z++.	200503
CA57194	TWR	TWR	V	118.4   M	237.4   M					Opr 1300-0130Z++	200311
CA57373	CTAF	CTAF		123.2   M					5 NM TO 5700'.		200013
CA57373	RCO	PACIFIC RDO		126.7   M							200511
CA57748	RCO	QUEBEC RDO		122.0   M							200212
CA57748	RDO	MF		122.0   M					15 NM TO 3100'.		200410
CA58021	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 4300'.		200510
CA58265	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3100'.	UNICOM opr ltd hr.	200403
CA58566	A/G	MF		122.2   M					5 NM to 3700'.		200102
CA58566	RCO	LONDON RDO		126.7   M							200404
CA58890	A/G	MF		122.3   M					15 NM to 3600'.		200505
CA58890	CNTR	MONTREAL CNTR		132.1   M							200108
CA58890	RCO	QUEBEC RDO	E	126.7   M	123.25  M						200304
CA58890	RDO	RDO	E	122.3   M	282.3   M						200311
CA59515	CTAF	CTAF		123.2   M					5 NM TO 4700'.		200404
CA59582	A/G	MF WHITECOURT RDO		122.3   M					5 NM to 5600' ASL.	Ltd hr	200507
CA59582	CNTR	EDMONTON CNTR		132.05  M	293.7   M						200203
CA59582	FSS	RDO	E	122.3   M						Opr 1300-0500Z++	200209
CA59582	RCO	EDMONTON RDO	E	126.7   M						Opr 0500-1300Z.	200507
CA59670	CNTR	GANDER CNTR		134.6   M							200108
CA59670	FSS	RDO	E	122.2   M	239.6   M						200206
CA59670	RCO	HALIFAX RDO		126.7   M							200206
CA59670	RDO	MF		122.2   M					5 NM to 3100'.		200112
CA59751	CNTR	MONTREAL CNTR		126.57  M							200311
CA59751	RDO	QUEBEC RDO									200303
CA59751	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3700'.	Opr ltd hr.	200207
CA59867	A/G	TERRACE RDO		122.3   M	296.2   M				5 NM TO 3000'		200013
CA59867	AWOS	AWOS		122.55  M							199905
CA59867	CNTR	VANCOUVER CNTR		133.4   M	227.2   M						199905
CA59867	RCO	PACIFIC RDO		126.7   M							200508
CA59965	A/D	YELLOWKNIFE RDO	U	126.7   M	296.2   M						200310
CA59965	CNTR	EDMONTON CNTR		133.85  M							200310
CA59965	UNIC	MANDATORY FREQ		122.3   M					5 NM UP TO 3600'.  UNICOM and CTAF.		200310
CA60041	CTAF	CTAF		123.2   M					5 NM TO 5100'.		200402
CA60262	ARR	ARR	E	119.0   M	129.1   M	134.1   M	136.5   M	227.6   M		Opr hrs may vary without ntc.	200513
CA60262	ATIS	ATIS		257.8   M						Opr hrs may vary without ntc.	200408
CA60262	CLD	CLNC DEL		135.3   M	234.4   M					Opr hrs may vary without ntc.	200313
CA60262	DEP	DEP	E	119.0   M	227.6   M	342.9   M				Opr hrs may vary without ntc.	200313
CA60262	GND	GND		121.8   M	275.8   M					Opr hrs may vary without ntc.	200313
CA60262	OPS	WING OPS		230.1   M						Opr hrs may vary without ntc.	200313
CA60262	PMSV	PMSV		344.6   M						Opr hrs may vary without ntc.	200313
CA60262	TWR	TWR	E	126.2   M	295.6   M	310.8   M				Opr hrs may vary without ntc.	200513
CA60486	CTAF	CTAF		123.0   M					5 NM TO 6400'.		200407
CA61199	A/G	MF ST JOHN RDO		118.5   M					5 NM to 5300'.		200009
CA61199	ATIS	ATIS		128.5   M							199813
CA61199	CNTR	EDMONTON CNTR		132.6   M	285.4   M						200209
CA61199	FSS	RDO	E	118.5   M	295.8   M						200307
CA61199	RCO	EDMONTON RDO		122.5   M							200307
CA61375	CTAF	CTAF/UNICOM		122.8   M					5 NM to 5600'.		200510
CA61662	A/D	COMOX TERMINAL		123.7   M	227.6   M						199909
CA61662	A/G	MF		123.0   M					5 NM TO 3400'.		200408
CA61662	RDO	PACIFIC RDO		126.7   M	296.6   M					Opr 1330-0530Z++ OT COMOX TML.	200508
CA61742	UNIC	CTAF/UNICOM		122.8   M					5NM TO 5800 FT MSL.		200105
CA62092	A/G	MF		118.5   M					5 NM to 4000'.	Opr 1030-0325Z++, OT ctc Rouyn RDO 118.5.	200511
CA62092	CNTR	MONTREAL CNTR		125.9   M	308.3   M						200108
CA62092	RCO	QUEBEC RDO		126.7   M						Opr 0325-1030Z++.	200511
CA62092	RDO	RDO	E	118.5   M	236.6   M					Opr 1030-0325Z++, OT ctc ROUYN RDO 118.5. -	200512
CA62529	AWOS	AWOS		122.55  M							200410
CA62529	CNTR	MONCTON CNTR		124.4   M	384.8   M						200302
CA62529	UNIC	CTAF/UNICOM		122.95  M					5 NM to 3100'.	UNICOM opr ltd hr.	200202
CA62639	CTAF	CTAF		122.8   M					5 NM 3200'.		200405
CA62639	MISC	WAG FUEL		131.05  M							200508
CA62639	RCO	PACIFIC RDO		126.7   M							200507
CA62971	A/G	WINNIPEG RDO MF		122.0   M					5 NM TO 4000'.		200008
CA62971	RCO	WINNIPEG RDO		122.0   M							200006
CA63232	CNTR	EDMONTON CNTR		132.1   M	134.15  M	290.6   M			Freq 134.15 use below FL 290.		200307
CA63232	CTAF	MANDATORY FREQ		118.3   M					5 NM TO 5400'.	Opr 1500-0500Z++	200402
CA63232	FSS	RDO	E	122.5   M	126.7   M	5680    K					200307
CA63232	GND	GND		121.9   M						Opr 1500-0500Z++.	200307
CA63232	MISC	VDF	R	118.3   M	121.9   M	122.5   M	126.7   M		VHF DIRECTION FINDING FREQ.	24 HRS.	199908
CA63232	TWR	TWR	E	118.3   M	236.6   M					Opr 1500-0500Z++.	200307
CA63430	A/G	WILLIAMS LAKE RDO		122.2   M					5 NM TO 4800'.	Opr 1400-1600Z++	200507
CA63430	AWOS	AWOS		124.4   M							200602
CA63430	RCO	WILLIAMS LAKE RDO		122.2   M							200505
CA63684	A/D	MF		122.0   M					5 NM TO 4300'.		200208
CA63684	ATIS	ATIS		124.75  M						Opr 1215-0215Z++.	200308
CA63684	RCO	WINNIPEG RDO	E	126.0   M	126.7   M						200507
CA63684	RDO	RDO	E	122.0   M							200311
CA64982	A/D	APP/DEP	R	119.2   M	363.8   M						200208
CA64982	A/G	MF	E	118.1   M	236.6   M				5 NM to 4000'.	Opr 0400-1100Z++.	200305
CA64982	ATIS	ATIS		128.8   M	285.3   M					Opr 1100-0400Z++.	200006
CA64982	CNTR	WINNIPEG CNTR		132.125 M	387.4   M						200007
CA64982	GND	GND		121.9   M	275.8   M						200108
CA64982	RCO	WINNIPEG RDO		122.5   M							200306
CA64982	TWR	TWR	E	118.1   M	236.6   M					Opr 1100-0400Z++.	200006
CA65802	ARR	TRML APP		133.4   M	358.1   M						200208
CA65802	ATIS	ATIS		133.6   M						Opr 1245-0245Z++.	200511
CA65802	CTAF	CTAF		118.2   M					Within CTLZ to blw 2500'.	Opr 0245-1215Z++.	200602
