ARPT_IDENT	TYPE	RMK_SEQ	ICAO	REMARKS	CYCLE_DATE
GM61499	OPR HOURS	1	EDJA	Opr 0700-1800Z++/SS+30 Mon-Fri, 0800-1800Z++/SS+30 Sat, Sun and hol. PPR 0500-0700Z++ and 1800-2100Z++ Mon-Fri, PPR 0500-0800Z++ and 1800-2100Z++ Sat, Sun and hol. Submit req before 1100Z++ proceeding workday.	200413
GM64353	A-GEAR	1	ETNN	HOOK 44B-2L(B) O/R 15 min.	200009
GM64353	CAUTION	1	ETNN	Lgt acft and gldr act Sat, Sun and hol btn SR-SS. Lgtd RADAR mast 466' 238  4859' fr ARP, lgtd telecom twr 484 119  2694' fr ARP, lgtd chimney 482' 129  1486' from ARP.	200603
GM64353	FLUID	1	ETNN	PRESAIR HPOX LOX	200202
GM64353	FUEL	1	ETNN	J8	200112
GM64353	JASU	1	ETNN	1(G-40) 1(GPE-160) 1(GSU-160)	199908
GM64353	OIL	1	ETNN	O-123-133-147-148-156	199908
GM64353	OPR HOURS	1	ETNN	Opr 0700-1600Z++ Mon-Thu, 0700-1100Z++ Fri, clsd hol.	200110
GM64353	RSTD	1	ETNN	PPR 3 hr. Avoid ovft gldr ldg strip 300' parl to and S of rwy. No practice apch 1100-1230Z++.	200110
GM64671	CAUTION	1	EDDV	Numerous cranes vcnty of rwy all quad.	200407
GM64671	FUEL	1	EDDV	H24. Gen Avn 0500-2100Z++, OT O/R. (NC-100LL, A1)	200408
GM64671	LGT	1	EDDV	PAPI Rwy 09L MEHT 61', PAPI Rwy 27R MEHT 54', PAPI Rwy 09R MEHT 64.3', PAPI Rwy 27L MEHT 54.8'.	200513
GM64671	MISC	1	EDDV	Fone C(0511) 977-0.	199907
GM64671	NS ABTMT	1	EDDV	Mand pro, See VFR ARR/DEP RTE EUR.	200111
GM64671	RSTD	1	EDDV	Jet trng rstd to 0900-1200Z++, 1500-1800Z++ Mon-Fri.	200311
GM64671	RWY	1	EDDV	Rwy 09L-27R rptd LDA 10,498', Rwy 09C-27C rptd LDA 1,804'.	200407
GM65039	CAUTION	1	EDLE	Trees to 443', 1083' W of thld Rwy 07.	200602
GM65039	CSTMS/AG/IMG	1	EDLE	Avbl.	199907
GM65039	FUEL	1	EDLE	(NC-100LL, A1)	199907
GM65039	OPR HOURS	1	EDLE	Opr 0500-2100Z++, OT PPR.	200113
GM65039	RSTD	1	EDLE	Proh to jet acft, exc SAR/ambulance flt.	199907
GM65224	CAUTION	1	EDUF	Gldr and ultra-lgt acrft act.	200306
GM65224	OPR HOURS	1	EDUF	Opr PPR.	200312
GM66834	CSTMS/IMG	1	EDRZ	Avbl PPR 24 hr. Wkend and hol PPR last working day.	200209
GM66834	FUEL	1	EDRZ	(NC-100LL, A1)	199907
GM66834	MISC	1	EDRZ	Class D Airspace eff 0500-2100Z++, O/T PPR.	200608
GM66834	NS ABTMT	1	EDRZ	Before 0600Z++, btn 1200-1400Z++, aft SS Mon-Fri. Before 0800Z++ and aft 1200Z++Sat, Sun, hol. No ovft of villages in arpt vcnty.	200301
GM66834	OPR HOURS	1	EDRZ	Opr 0700-2100Z++ Mon-Fri; 0800-1800Z++ Sat, Sun, hol.	200202
GM66834	RSTD	1	EDRZ	No trng apch 1100Z Sat-1900Z Sun and hol. OT PPR C06332-41807.	200306
GM66879	CAUTION	1	ETIE	Unlgtd fence 280' fr helipad on apch/dep path. Fencing all areas of afld incl adj to and across clsd rwy. Fencing in close proximity to prking pads and taxi areas.	200601
GM66879	FUEL	1	ETIE	Not avbl.	200212
GM66879	LGT	1	ETIE	ACTIVATE bdry lgts 142.2	200411
GM66879	MISC	1	ETIE	Aircrews are responsible for security of their acft. Automated wx obsn and remote flt briefing avbl 0500-1900Z++ via ETOR wx. Fone DSN 382-4555/5166, C0621-779-4555/5156. Clsd wkend, US, GE and USAREUR trng hol. Remote wx briefing avbl 24 h	200604
GM66879	MISC	2	ETIE	r from 21st Ops Wx Sq (OWS) fone DSN 496-6145/6 or C06302-67-6145/6. Check NOTAMs for tmpry chnges in briefing and obsn hrs of ops. Wx sensor at 30' AGL.	200604
GM66879	NS ABTMT	1	ETIE	See VFR ARR/DEP RTE EUR.	200212
GM66879	OPR HOURS	1	ETIE	ADVSY 0500-2100Z++, unattended wkend and US hol.	200604
GM66879	RSTD	1	ETIE	OFFL BUS ONLY. Rwy clsd perm. Apch and dep to helipad only. Only permitted flts R/W UH-60 and smaller, VFR only with 24 hr PPR fr Army Flight Operations Detachment at DSN C373-6201 or comm C+49-(0)-6221-17-6201. RON proh. No APU runs over 5	200503
GM66879	RSTD	2	ETIE	min. No eng start before PAX arr. No hover ops adj to bldg 201.	200503
GM66879	TFC PAT	1	ETIE	Clsd tfc proh. Remain S of clsd rwy 08/26.	200304
GM67268	CSTMS/IMG	1	EDGS	Avbl O/R 1hr.	200304
GM67268	FLUID	1	EDGS	De-Ice avbl.	200309
GM67268	FUEL	1	EDGS	(NC-100LL, A1)	199908
GM67268	LGT	1	EDGS	ABn flg W.	200205
GM67268	OPR HOURS	1	EDGS	Opr 0700-2100Z++ Mon-Fri; 0700Z++-SS+30 Sat, Sun and hol; OT PPR.	200501
GM67268	RSTD	1	EDGS	PPR to acft over AUW31. PPR for IFR flt Sat, Sun and hol.	200402
GM67407	FUEL	1	EDFZ	(NC-100LL, A1)	200203
GM67407	NS ABTMT	1	EDFZ	Before 0600Z++, btn 1200-1400Z++, aft SS Mon-Fri; before 0800Z++ and aft 1200Z++Sat, Sun, hol. Ovft of surrounding villages shall be avoided.	200302
GM67407	OPR HOURS	1	EDFZ	Opr 0700Z++-SS Mon-Fri; 0800Z++-SS Sat, Sun; OT PPR. Fone (06131) 363838.	200509
GM67407	RSTD	1	EDFZ	Copter trng flt in tfc circuit not permitted.	200304
GM67415	CSTMS/IMG	1	EDDE	CSTMS avbl 0500-2100Z++, OT PPR.	200303
GM67415	FUEL	1	EDDE	(NC-100LL, A1)	199907
GM67415	LGT	1	EDDE	ABn 30 flashes W. PAPI Rwy 28 MEHT 55'.	200111
GM67415	RSTD	1	EDDE	PPR 2100-0500Z++ due noise rstd. Ctc fax 0361/656 2241. Mil jet trng flt proh.	200208
GM67687	CAUTION	1	EDHI	Dng of hydroplaning off asphalt portion of rwy. 2 mobile cranes btn 725' and 1280' prior to rwy 23, 820' S of extn rwy cntrln 122' high. Eqpt 44' AGL pent obst clnc sfc 820' in front of thld Rwy 05.	200608
GM67687	CSTMS/AG/IMG	1	EDHI	Avbl PPR C040-7426643, 74372228.	200307
GM67687	FUEL	1	EDHI	(NC-A1)	199907
GM67687	LGT	1	EDHI	PAPI Rwy 05 GS 3.1 .	200309
GM67687	MISC	1	EDHI	Fst 4482' Rwy 23 conc.	200307
GM67687	RSTD	1	EDHI	PPR H24. Fone C040-7437-2228.	200413
GM68318	CSTMS/IMG	1	EDTM	Avbl 2 hr O/R, fone C(07572) 1202.	200304
GM68318	FUEL	1	EDTM	(NC-100LL, A1)	199907
GM68318	NS ABTMT	1	EDTM	No dep or ldg 2100-0430Z++, No dep 1900-2100Z++.	200412
GM68318	OPR HOURS	1	EDTM	Opr 0800Z++-SS+30 but not later than 1900Z++, 0430-0800Z++ and SS+30/1900-2100Z++ PPR. Fone C(07572) 1202.	200412
GM68318	RSTD	1	EDTM	Rdo ctc must be estab at least 5 min prior to arr. AUW31 PPR.	199907
GM68553	FUEL	1	ETIC	Avbl 0500-2100Z++ Mon-Fri, 0630-1500Z++ wkend, OT 24 hr PPR. 24 hr PPR for CH-47. No fuel for C-130. Fone DSN 475-8370; Fax DSN 475-6249. J8	200602
GM68553	LGT	1	ETIC	Rot Bcn 1.7 NM NW.  PAPI Rwy 14 MEHT 18', Rwy 32 MEHT 18'. ODALS Rwy 32.	200310
GM68553	MISC	1	ETIC	Acft carrying VIP code 7 or abv notify Graf Twr/Advsy 15 min prior ldg. DV ramp pro, PAX dropoff and pickup on DV1 and DV2 rstd to F/W acft. Due to fixed objects close to Base OPS, R/W acft rstd to use DV H for PAX dropoff and pickup.  All	200504
GM68553	MISC	2	ETIC	tran pilots sign in at Flt OPS. Tran RON crews responsible for security and tie down/mooring eqpt. Tie down on approved prk spaces only. Waste POL recycling proare mand. Vis dectection ltd to 425m SE thru 440m SW thru 90m WSW thru 440m W d	200504
GM68553	MISC	3	ETIC	ue to obst tree line.	200504
GM68553	NS ABTMT	1	ETIC	See VFR ARR/DEP RTE EUR. No trng flt (tfc pat and hovering) 2200-0600Z++ Mon-Fri, H24 wkend and GM hol.	200608
GM68553	RSTD	1	ETIC	24 hr PPR for the flw: Code 7 and abv, all NVD tfc pat trng, RON and wkends. Fone DSN 475-8370, fax DSN 475-6249, C09641-3281. Afld is in EDR136, ctc with advsysvc is mand outside twr opr hr. Acft trng flt proh 2200-0600Z++ Mon-Fri, H24 wk	200606
GM68553	RSTD	2	ETIC	end and GM hol. GTA AVN Pro Guide and rdo clnc with GRAF RDO rqr for OPS inside ED-R136 (exc for app/dep to GAAF and VILSECK AHP).	200606
GM68553	TFC PAT	1	ETIC	R/W 2400', F/W 2700'. E only.	199908
GM68886	OPR HOURS	1	EDON	Opr PPR	200312
GM68961	CAUTION	1	EDBW	Gldr act. Apch Rwy 08 has 3281' non-use prev sfc with 13' mound at beginning and3' mound 1066' before thld.	200304
GM68961	OPR HOURS	1	EDBW	Opr PPR.	200110
GM68961	RSTD	1	EDBW	Avoid ovft Rudolfshohe, Hirschfelde, Werneuchen villages.	200304
GM70124	MISC	1	EDWY	2100-0700Z++ no ngt flt. Fone C04932-2455.	200203
GM70124	NS ABTMT	1	EDWY	Ovft of island at or abv 2000' MSL, avoid ovft of town and harbour/docks.	200203
GM70124	OPR HOURS	1	EDWY	Opr 0800-1500Z 15 Nov; 0800-1230Z 16 Nov-28 Feb; 0800-1500Z 1 Mar; OT PPR; no ngt flt. (0600-1700Z 2 Mar-30 Sep; 0700-1400Z 1 Oct; OT PPR; no ngt flt.)	200203
GM70134	FUEL	1	EDXR	(NC-100LL, A1)	200303
GM70134	MISC	1	EDXR	Fone C(04337) 848.	199907
GM70134	OPR HOURS	1	EDXR	Opr 0830Z-SS, (0730Z-SS/1900Z DT), OT PPR prev day.	200303
GM70134	RSTD	1	EDXR	Rwy 12-30 PPR thru Rendsburg INFO. Ovft of Nort-Ostsee Canal blw 330' proh.	200303
GM70181	CAUTION	1	ETUO	Ints copter opr N and NW dispersal and grass areas. All other apn and dispersal areas are subj to unctl veh tfc and should be avoided.	200403
GM70181	FUEL	1	ETUO	J8	199908
GM70181	LGT	1	ETUO	Rwy 09 edge lgt unsvc UFN.	200405
GM70181	MISC	1	ETUO	Ltd fac for mil copter only.	200303
GM70181	OIL	1	ETUO	O-123-128-155	200303
GM70181	OPR HOURS	1	ETUO	Opr 0700-1600Z++ Mon-Fri.	199907
GM70181	RSTD	1	ETUO	All acft (incl VIP) 48 hr PPR. Non VIP mil F/W acft rqr 7 day PPR avbl thru GUTERSLOH AIS on GUT MIL extn 2571, acceptance not guaranteed.	200303
GM70716	CSTMS/IMG	1	EDFH	Avbl.	200603
GM70716	FLUID	1	EDFH	De-Ice avbl.	200310
GM70716	FUEL	1	EDFH	(NC-100LL, A1)	199907
GM70716	LGT	1	EDFH	PAPI  Rwy 03 MEHT 49', Rwy 21 MEHT 52'.	200112
GM70716	NS ABTMT	1	EDFH	In eff 2100-0500Z++.	200003
GM70716	RSTD	1	EDFH	Twy D unuse for acft exceeding 30,864 lbs.	200406
GM70716	RWY	1	EDFH	TODA Rwy 03 11,483', Rwy 21 10,810'.	200605
GM70931	CAUTION	1	EDDB	Numerous cranes vcnty of rwy all quad. Bird haz.	199907
GM70931	FUEL	1	EDDB	(NC-100LL, A1)	200009
GM70931	LGT	1	EDDB	PAPI Rwy 07R MEHT 59.5', PAPI Rwy 07L MEHT 55', PAPI Rwy 25L MEHT 60'.	200207
GM70931	MISC	1	EDDB	IFR FPL will be filed at least three hr prior to ETD, unless a repetitive FPL has been submitted. Extv reconstruction work close to and on Rwy 07R-25L dur ngt hr.	200206
GM70931	RSTD	1	EDDB	Twy N avbl for acft with max 66' wingspan. Twy K btn Twy J and thld Rwy 25R clsdto acft with wingspan over 164'. Arr advs prior to apch, dep advs prior to taxi. Ldg and tkof proh 2100-0500Z++ exc emerg, evac, and SAR. Successive apch and d	200207
GM70931	RSTD	2	EDDB	ep for trng proh.	200207
GM71150	CAUTION	1	ETEU	Acft prk is non-std along Twy A, Twy B and maint ramp. Day and ngt mrk com twr 120' AGL 1315' N. Civ lgt acft and gldr act wkend and GM hol. Mnt Giebelstadt Info 122.5 dur these periods. Day and ngt mrk com twr 78' AGL, 1,640' N of midfld.	200407
GM71150	FLUID	1	ETEU	SP	199908
GM71150	FUEL	1	ETEU	Avbl Mon-Fri 0700Z++ til termination of afld opr hr. Clsd US and GM hol. J8	200304
GM71150	JASU	1	ETEU	O/R 3(A1) 3(MD-3)	199908
GM71150	LGT	1	ETEU	HIRL ltd to 3155'.	200404
GM71150	MISC	1	ETEU	OPS fone  DSN 352-7323/7454/7425, C09334-87-7454, fax DSN 352-7623 or C09334-87-7623. OT call CELL C0177-4591557 or 0171-3834755 or SDO DSN 352-6198. For special VFR pro see VFR ARR/DEP RTE EUR. Veh opr on twy/ramp not under twr ctl. Wx obs	200505
GM71150	MISC	2	ETEU	n dur opr hr. Wx briefing full service avbl 0600-2200Z++ Mon-Thu, 0600-1700Z++ Fri; clsd Sat, Sun, US and GM hol. Wx fone DSN 352-7241/7242, C09334-87-7241/7242. H24 wx svc avbl thru USAFE OWS DSN 496-6145/6146, C06302-676145/676146.	200505
GM71150	NS ABTMT	1	ETEU	See VFR ARR/DEP RTE EUR.	200003
GM71150	OPR HOURS	1	ETEU	Opr 0600-2200Z++ Mon-Thu, 0600-1700Z++ Fri, clsd GM and US hol. Dur DT opr hr may be extn for tenant unit ngt trng to 2300Z++. Tenant unit NVG trng SS+30 thru 2200Z (2300Z dur DT).  Aft SS+30 PPR all acft. Afld and acft lgt intmt out.	200312
GM71150	RSTD	1	ETEU	Rwy 08/26 ldg 3155' ngt. Avoid ovft of town of Giebelstadt.	200404
GM71150	TFC PAT	1	ETEU	Pat is S, N tfc for R/W only. R/W 1500', F/W prop up to 14 tons use 2000, all other F/W use 2500.	200007
GM72275	CAUTION	1	EDDH	Const on sfc of Rwy 15/33. Rstd and chg will occur  by NOTAM. 88' crane 4330' prior to Rwy 23 thld 919' NW of extn cntrln.	200605
GM72275	FUEL	1	EDDH	Avbl 0500-2200Z++ (NC-100LL, A1). OT 2hr O/R.	200311
GM72275	LGT	1	EDDH	PAPI Rwy 05 MEHT 69', PAPI Rwy 23 MEHT 59', PAPI Rwy 15 MEHT 65', PAPI Rwy 33 MEHT 62'.	200113
GM72275	MISC	1	EDDH	Fone C(040) 50-75-25-99.	199907
GM72275	RSTD	1	EDDH	No tkof or ldg btn 2200-0500Z++ exc sked and reg non-sked acft with reg arr times before 2200Z++, if delays unavoidable ldg and tkof perms til 2300Z++. Tkof other acft til 2130Z++.	200311
GM73322	CAUTION	1	ETOR	Twr 380' and bldg 270' S dep end Rwy 05. Lgtd twr 106' AGL 0.7 NM SSE and lgtd ant 141' AGL 0.3 NM ESE afld. Hvy civ air tfc vcnty of afld. Hvy R/W (CH47, CH53)no hover S of rwy.	200311
GM73322	FUEL	1	ETOR	Opr 0700-1600Z++, PPR for tran acft. J8	200211
GM73322	LGT	1	ETOR	ACTIVATE-HIRL Rwy 05-122.1. ABn has no-split W beams.	200408
GM73322	MISC	1	ETOR	Fone dispatch DSN 382-4253/5160, C0621-779-4253/5160; wx obsn and flt briefing 0500-1900Z++; clsd wkend, US, GE and USAREUR trng hol. Fone DSN 382-4555/5166, C0621-779-4555/5166; Remote wx brief avbl H24 fr 21st Ops Wx Squadron (OWS) fone D	200604
GM73322	MISC	2	ETOR	SN 496-6145/6 or C06302-67-6145/6. Ck NOTAMs for tmpry chg in brf and obsn hr ofops. Vis at 42' AGL.	200604
GM73322	NS ABTMT	1	ETOR	See FLIP VFR ARR/DEP RTE Europe.	200003
GM73322	OIL	1	ETOR	SOAP	199908
GM73322	OPR HOURS	1	ETOR	Opr 0600-1900Z++ Mon-Fri; clsd US, GM and USAREUR trng hol. OT 72 hr PPR.	200307
GM73322	RSTD	1	ETOR	PPR. Main ramp clsd to F/W tfc UFN. F/W prk a C ramp. R/W over 59' diameter prk in blue (Cyclone) parking, E dep end Rwy 05, or ctc Base OPS for info. No hover taxi on Twy A and Cyclone Twy.	200302
GM73322	TFC PAT	1	ETOR	N 1300'.	199907
GM74054	FLUID	1	EDOP	De-Ice avbl.	200601
GM74054	FUEL	1	EDOP	(NC-100LL, A1)	199907
GM74054	MISC	1	EDOP	Class D Airspace eff Twr hrs, OT Class E.	200513
GM74054	OPR HOURS	1	EDOP	Opr 0800-1700Z (0600-1700Z DT), OT PPR.	200512
GM74569	CSTMS/AG/IMG	1	EDTD	Avbl 0700Z++-SS, O/R 30 min PN. C0771-2585. Only for non-coml tfc w/o merchandise.  2hr PN for dep or arr from non-EUR countries.	200311
GM74569	FUEL	1	EDTD	(NC-100LL, A1)	199907
GM74569	NS ABTMT	1	EDTD	Before 0600Z++, btn 1200-1400Z++, aft SS Mon-Fri. Before 0800Z++ and aft 1200Z++Sat, Sun, hol.	200301
GM74569	OPR HOURS	1	EDTD	Opr 0700Z-SS, O/T PPR; (0600Z-SS or 1830Z, O/T PPR DT).	200303
GM74569	RWY	1	EDTD	TODA Rwy 36 is 3937'.  PPR for acft up to AUW26.4.	200402
GM74729	CAUTION	1	EDNY	ALS Rwy 06 partly obsc. Two cranes 1509ft prior to rwy 06 thr 1049ft SE of rcl 1472ft MSL.	200607
GM74729	FLUID	1	EDNY	De-Icing and Anti-Icing avbl.	200301
GM74729	FUEL	1	EDNY	(NC-100LL, A1)	199907
GM74729	LGT	1	EDNY	PAPI Rwy 06  GS 3.1  MEHT 49' , PAPI Rwy 24 MEHT 55'.	200401
GM74729	OPR HOURS	1	EDNY	Opr 0500-2100Z++ Mon-Fri; 0800Z++-SS+30 Sat, Sun, GM hol; OT PPR 1100Z++ wkd prior. Fone C+49 07541-284120.	200607
GM74729	RSTD	1	EDNY	Arpt rstd to acft with MTOW of 484,000 lbs. No tkof or landing 2100-0500Z++.  Notkof of powered or turbo-jet btn 1130-1330Z++ Sun and hol.	200607
GM74879	CSTMS/AG/IMG	1	ETHC	O/R, 24 hr. No cargo.	200207
GM74879	FUEL	1	ETHC	J8	199911
GM74879	MISC	1	ETHC	South twy clsd to F/W acft. Parking areas other than in front of Hgr 1 must be req in FPL item 18. Fone C05141-9483, extn 2321/2322. PPR and/or accommodation req via AFTN only, ETHCZPZX.	200302
GM74879	OIL	1	ETHC	O-133-156	199911
GM74879	OPR HOURS	1	ETHC	Opr 0700-1600Z++ Mon-Thu, 0700-1100Z++ Fri, clsd hol.	199907
GM74879	RSTD	1	ETHC	Practice apch and dep of non-homebased acft are proh fr 1100-1300Z++.  24 hr PPRfor F/W acft. No practice apch Rwy 26. Ngt VFR pat alt 1000'.	200604
GM77325	CSTMS/AG/IMG	1	EDBH	CSTMS, IMG avbl O/R 2 hr ntc fone C(038231) 2503.	200507
GM77325	FUEL	1	EDBH	(NC-100LL, A1) Refuelling not avbl with Carnet. EC and credit cards accepted.	200412
GM77325	NS ABTMT	1	EDBH	Avoid ovft of village of Barth.	200003
GM77325	OPR HOURS	1	EDBH	Opr 0800Z-SS or 1700Z, SS-1900Z O/R prior to 1400Z business day (0700-1700Z sum). O/T PPR.	200607
GM77325	RSTD	1	EDBH	Acft ovr AUW 12.5  PPR (req must be made NLT 1600Z++ of preceding workday).  IFROPS not auth dur ngttime hr.	200402
GM78149	CSTMS/IMG	1	EDLW	Avbl 0600-2200Z++ Mon-Sun. (Cargo 0630-2000Z++ Mon-Fri).	200308
GM78149	FUEL	1	EDLW	(NC-100LL, A1)	199908
GM78149	LGT	1	EDLW	PAPI Rwy 06 MEHT 53', Rwy 24 MEHT 53'.	200112
GM78149	NS ABTMT	1	EDLW	For non-coml acft up to 4409 lbs, prior to 0600Z++, btn 1130Z++ and 1330Z++, aft1900Z++ Sat; prior to 0800Z++, btn 1130Z++ and 1330Z++, aft 1800Z++ Sun. Eng runs inside NS ABTMT cabin only.	200208
GM78149	OPR HOURS	1	EDLW	Opr 0500-2100Z++.	200014
GM78703	CAUTION	1	EDMA	Ints lgt F/W acft trng in vcnty. Obst 1730' MSL, 6532' thld Rwy 25.  Pilot responsible for maneuvers on apron, mnt twr freq.	200309
GM78703	CSTMS/AG/IMG	1	EDMA	CSTMS - PAX wo merchandise only.	199907
GM78703	FUEL	1	EDMA	(NC-100LL, A1)	200109
GM78703	LGT	1	EDMA	PAPI Rwy 07 GS 3.3 , PAPI Rwy 25 GS 3.5  MEHT 48'.	200312
GM78703	MISC	1	EDMA	24 hr PN for PPR fone C+49(0)8212 7081 34, fax C+49(0)8212 7081 19.	200513
GM78703	NS ABTMT	1	EDMA	Before 0600Z++, btn 1200-1400Z++, aft SS Mon-Fri. Before 0800Z++ and aft 1200Z++Sat, Sun, hol.	200301
GM78703	OIL	1	EDMA	O-117-123	200111
GM78703	OPR HOURS	1	EDMA	Opr 0500-2000Z++, PPR 0500-0600Z++, 2000-2100Z++ Mon-Sat; PPR 0500-0800Z++, 2000-2100Z++ Sun and hol.	200602
GM78703	RSTD	1	EDMA	NORDO proh. Estab ctc 5 min prior to compul REP. Const rwy 07/25 ASDA extn, PAPIrwy 07 disp. PPR rqr for acft over 30,864 lb.	200513
GM79566	CAUTION	1	ETNH	Copter ldg area N of rwy btn parl twy and W of mid int. Apch Rwy 08: In case of S wind, 20 kts or more, exp turb in thld area.	200202
GM79566	FLUID	1	ETNH	Ltd De-Ice for transit acft. LHOX.	200202
GM79566	FUEL	1	ETNH	J8	200112
GM79566	JASU	1	ETNH	1(GPE-160)	200313
GM79566	MISC	1	ETNH	All acft ctc Wing OPS on 282.15 15 min prior ldg or prior eng start. Grass areasW of mid int parl to and btn rwy and twy S used for lgt acft and gldr act. FoneC04335-94-0, extn 1556 (AIS), extn 1232 (WING OPS). Due to lcl perms, the de-ic	200610
GM79566	MISC	2	ETNH	ing of acft and/or operational areas may be rstd. Details are to be obtained from AIS. Ocnl copter tfc must be expected while CTLZ is not activated.	200610
GM79566	OIL	1	ETNH	O-147-149	200112
GM79566	OPR HOURS	1	ETNH	Opr 0700-1600Z++ Mon-Thu, 0700-1100Z++ Fri, clsd hol.	199907
GM79566	RSTD	1	ETNH	PPR 24 hr for flt with haz goods. Classification of goods has to be stated in the req. No practice apch 1100-1230Z++ and aft 1600Z++. PPR for acft with wake turb cat hvy. PPR for ldg acft with chaff/flares. Ltd de-icing for tran acft.	200610
GM79566	TRAN ALERT	1	ETNH	No cross-servicing. 24 hr PN for sewage disposal. PPR 3 hr for tran acft and altn functions exc LTKDO acft.	200313
GM81365	A-GEAR	1	ETSI	Apch end engagement O/R 10 min.	200402
GM81365	CAUTION	1	ETSI	Rwy 7L LDA rpt as 7400'.  Propeller acft and gldr act SR-SS Sat, Sun and hol to 3000' rad 5 NM of arpt, VMC only. Crane 2.6 NM SW fr cntr of arpt (1341' MSL/139' AGL).	200401
GM81365	FLUID	1	ETSI	PRESAIR LPOX LHOX LOX	200202
GM81365	FUEL	1	ETSI	J8 (NC-100LL, J4)	200206
GM81365	JASU	1	ETSI	1(U-1003) 1(RST-180)	200010
GM81365	MISC	1	ETSI	Cargo drop area 1.7 NM S of arpt eff to 3000'. Test flt and cargo dropping are carried out wi CTLZ, pilots are advs that this arpt should not be considered a suitable arpt for diversion when experiencing rdo com failure enroute; de-arming a	200402
GM81365	MISC	2	ETSI	nd cross-svg avbl O/R only, 15 min addn fuel rqr due to possible dly caused by test flt otherwise diversion to altn may be exp. Rwy sfc has anti-skid layer. Fone C08459-802133-802113. Class D airspace btn 2300Z++ Sun and 2300Z++ Fri, OT Cla	200402
GM81365	MISC	3	ETSI	ss E.	200402
GM81365	OIL	1	ETSI	O-133-147-148-149-155-156	199908
GM81365	OPR HOURS	1	ETSI	Opr 0800-1600Z++ Mon-Thu; 0800-1300Z++ Fri, PPR 3 hr; clsd hol. (Civ 0800-1600Z++ Mon-Thu, 0800-1300Z++ Fri. PPR req only dur mil hr). PPR 0600-0800Z++, 1600-2100Z++ Mon-Thu; 0600-0800Z++, 1300-1900Z++ Fri; SR-30/0600-SS+30/1900Z++ Sat, Sun	200213
GM81365	OPR HOURS	2	ETSI	, hol.	200213
GM81365	RSTD	1	ETSI	Rwy 07L-25R clsd. Practice apch proh btn 1100-1300Z++.  PPR fr 41st FA. NORDO proh.	200307
GM84511	CSTMS/AG/IMG	1	EDGE	Opr 24 hr PPR.	200111
GM84511	FUEL	1	EDGE	(NC-100LL, A1)	200109
GM84511	MISC	1	EDGE	Gldr act.	200208
GM84511	OPR HOURS	1	EDGE	Opr 0700Z-SS+30 Mon-Fri; 0800Z-SS+30 Sat, Sun and hol; O/T PPR (0600-1800Z Mon-Fri; 0700-1800Z Sat, Sun and hol; O/T PPR DT).	200412
GM84865	A-GEAR	1	ETNL	HOOK 44B-2D(B) (966') both directions O/R 10 min. Net barrier Rwy 10/28 not avbl.	200409
GM84865	FUEL	1	ETNL	J8 (NC-100LL A1)	200602
GM84865	MISC	1	ETNL	Class D Airspace, OT Class E. Fone 038459-62-2323 WOC, Ftr Wg 73.	200213
GM84865	OIL	1	ETNL	O-148-155-156	199911
GM84865	OPR HOURS	1	ETNL	Opr 0700-1600Z++ Mon-Thu; 0700-1100Z++ Fri, PPR 24 hr; clsd hol.  (Civ 0700-2000Z++ Mon-Fri, 0900-1700Z++ Sat and Sun, OT PPR).	200210
GM84865	RSTD	1	ETNL	PPR 24 hr due to ltd cross svc.	200206
GM85373	CAUTION	1	EDCY	Ultralgt acft, gldr, balloons, airships and model act.	200205
GM85373	FUEL	1	EDCY	(NC-100LL, A1)	200110
GM85373	OPR HOURS	1	EDCY	Opr 0900-1500Z, (0800-SS+30/1800Z  DT) O/T PPR.	200509
GM85555	A-GEAR	1	ETNJ	HOOK 44B-2L(B)  O/R 15 min.	200009
GM85555	FLUID	1	ETNJ	PRESAIR LHOX LOX	199908
GM85555	FUEL	1	ETNJ	J8	199908
GM85555	JASU	1	ETNJ	1(GPE-160)	199908
GM85555	LGT	1	ETNJ	Red ovrn lgts, 900' both ends.	200109
GM85555	MISC	1	ETNJ	Fone C04461-18-0, extn 1319.	199907
GM85555	OIL	1	ETNJ	O-133-148-156	200109
GM85555	OPR HOURS	1	ETNJ	Clsd hol.	200510
GM85555	RSTD	1	ETNJ	PPR 24 hrs.	200510
GM85555	RWY	1	ETNJ	Rwy 10-28 TODA 9039'.	200109
GM86175	FUEL	1	EDWR	(NC-100LL)	199907
GM86175	OPR HOURS	1	EDWR	Opr 0700-1600Z (0530-1700Z DT), PPR.	200503
GM86175	RSTD	1	EDWR	Do not overfly W part of I blw 2000'.	199907
GM87318	CAUTION	1	EDDN	Twy F clsd tkof and ldg, exc copter. Two cranes  148' AGL 1542' S of Rwy 10 .	200510
GM87318	FUEL	1	EDDN	(NC-100LL, A1)	200510
GM87318	LGT	1	EDDN	PAPI Rwy 10 MEHT 52', PAPI Rwy 28 MEHT 55'.	200209
GM87318	MISC	1	EDDN	Fst 3058' Rwy 10 conc.	200307
GM87318	RSTD	1	EDDN	PPR for all trng and exer flt (IFR and VFR ngt flt), ctc DFS watch supervisor atC+49(0)89-9780330.	200601
GM88612	CAUTION	1	ETNW	Hydroplaning eff on Rwy 03-21 dur wet cond. Gldr and PJE Sat, Sun and hol, SR-SSup to FL95 2NM rad of arpt.	200301
GM88612	CSTMS/IMG	1	ETNW	Avbl O/R 3 hr PN.	200603
