ARPT_IDENT	ICAO	ALT_NAME	CITY_CROSS_REF	ISL_GROUP	NOTAM	OPR_HRS	CLEAR_STATUS	UTM_GRID	TIME	DAYLIGHT_SAVE	FLIP_PUB	CYCLE_DATE
FR96351	LFAY		Amiens			O		31UDR5595824693	UTC+1(+2DT)	MC	L-7D	200310
FR97155	LFAT					O	AOE	31UDR0220897067	UTC+1(+2DT)	MC	H-6F, L-4H	200513
FR99132	LFLC		Clermont Ferrand			H	AOE	31TEL1314970358	UTC+1(+2DT)	MC	H-7B, L-8G	200106
FR99192	LFSC		Colmar			O		32TLU8044408868	UTC+1(+2DT)	MC	H-6H, L-6G	199908
FR99562	LFPO		Paris			H	AOE	31UDP5289197115	UTC+1(+2DT)	MC	H-6F-G, L-7D	200412
FR99565	LFES		Guiscriff			N		30UVU5046622350	UTC+1(+2DT)	MC	L-7A	200101
FR99567	LFAQ		Albert			N		31UDR7831935509	UTC+1(+2DT)	MC	L-7D	200210
FR99572	LFJA		Chaumont			N		31UFP5258927926	UTC+1(+2DT)	MC	L-6F	200208
FR99603	LF					O		31UGQ1024334271	UTC+1(+2DT)		H-6G, L-6F	200412
FR99675	LFLO		Roanne			O		31TEM7745801016	UTC+1(+2DT)	MC	L-8G	200009
FR99734	LFOU		Cholet			O		30TXT6114716478	UTC+1(+2DT)	MC	L-7B	200410
FR99753	LFFI					O		30TXT3749652122	UTC+1(+2DT)	MC	L-7B	200501
FR99761	LFEH					S		31TDN5426758037	UTC+1(+2DT)	MC	L-7C	200412
FR99800	LFCQ		Graulhet			S		31TDJ2039046927	UTC+1(+2DT)	MC	L-11C	200308
FR99817	LFIF		Saint Affrique			S		31TDJ7951752283	UTC+1(+2DT)	MC	L-11C	200308
GA38711	GBYD					H	AOE	28PCV2105675105	UTC 0		H-11B, L-19A	200303
GB26874	FOOL	LIBREVILLE	Libreville			H	AOE	32NNF4587650690	UTC+1		2G	200608
GB29286	FOOG					O		32MME7267121331	UTC+1		2G, 3A	200205
GB39526	FOOH							32MND2922025942	UTC+1		3A	199907
GB64990	FO							33MUU7989575141				199907
GB83094	FOGQ							33MUV5235026454	UTC+1		2H, 3A	200205
GB90511	FOGO					N		32NQG8723570735	UTC+1		2G	199907
GB94208	FOOK							33NTA6526964064	UTC+1		2H	199907
GB97880	FOON	FRANCEVILLE	Franceville			O		33MUU2624316876	UTC+1		3A	200502
GB99429	FOGK					S		33MTU1524168933	UTC+1		2H, 3A	200205
GB99430	FOOB					N		32NQH7733729640	UTC+1			199907
GB99450	FOGR							32MPE3861822125				200203
GB99461	FOGM							32MQC2878695923	UTC+1		3A	200501
GG00001	UG							38TML8189589759				199907
GG00003	UG							37TFH2850873579				200005
GG00005	UG							38TMM9470710834				200006
GG00006	UG							38TNM4210244730				200006
GG00007	UGSB					O		37TGG1661809772	UTC+3(+4DT)	MC	4J, 5A	200502
GG00008	UGKO		KUTAISI			O		38TKM9208472458	UTC+3(+4DT)	MC	5A	200502
GG00009	UG							38TLM0404280112				200006
GG00011	UG							38TNM0256108480				200007
GG00013	UG							38TPL1433481793				200203
GG53029	UGTB	NOVOALEXEYEVKA				H	AOE	38TMM9623113046	UTC+3(+4DT)	MC	5A	200604
GG56147	UG	BABUSHARA						37TFH7386347269				199907
GH01057	DGSI					O		30NXN5575342419	UTC 0		2F	200303
GH02526	DGAA	ACCRA AIR FORCE STATION	Accra				AOE	30NZM1389520320	UTC 0		2F	200303
GH09328	DGLE					O		30PYR3454457181	UTC 0		2F	200303
GH64117	DGSN					O		30NWP7408313804	UTC 0		2F	200303
GH71088	DGTK					O		30NXL3585541298	UTC 0		2F	200303
GH71090	DGLW							30PWS5394114593	UTC 0		2F	200303
GI75656	LXGB					O	AOE	30STF8861703279	UTC+1(+2DT)	MC	H-9B-16H, L-13C	200308
GJ69164	TGPY		St. Georges	Grenada I		O	AOE	20PPU3214127314	UTC-4		H-3B, L-6H-8H-13A	200012
GK04266	EGJB					O		30UWV2885975886	UTC 0(+1DT)	MC	H-3C, L-7B	200303
GK04267	EGJA							30UWA5662106252				199907
GL35880	BGGH	GODTHAB						22WDS6706118465				199907
GL41618	BGBW							23VMH7707780741				199907
GL49251	BGSF	KANGERLUSSUAQ						22WEV1353733306				199907
GL52085	BGTL							19XEE0771894479				199907
GM00001	EDCM							33UVS3927383130	UTC+1(+2DT)	MC	L-5D	200110
GM00002	EDSB	SOLLINGEN				O		32UMV3244903336	UTC+1(+2DT)	MC	H-6H, L-6G	200306
GM00004	EDCO	SCHLOTHEIM				O		32UPB1405180861	UTC+1(+2DT)	MC	L-5C	200209
GM00005	ETEB	KATTERBACH KASERNE				O		32UPV1911663012	UTC+1(+2DT)	MC	VFR,L-6H	200208
GM00007	ETEF							32UMA9796833597				199907
GM00012	ETEJ	BAMBERG BREITENAU				O		32UPA3740931541	UTC+1(+2DT)	MC	VFR, L-6H	200012
GM00018	ETIH					O		32UQV0652155568	UTC+1(+2DT)	MC	VFR, L-6I	200208
GM00019	ETIK	STORCK BARRACKS				O		32UPV0054281056	UTC+1(+2DT)	MC	VFR, L-6H	200012
GM00027	EDLV	LAARBRUCH				O		32ULC0209420689	UTC+1(+2DT)	MC	H-6H, L-5B	200305
GM00031	EDFE					O		32UMA7428734338	UTC+1(+2DT)	MC	L-6H	200308
GM00052	EDFV							32UMV5436795074				200001
GM00067	EDMB					O		32UNU5678228919	UTC+1(+2DT)	MC	L-6H	200110
GM00085	ETHR	ROTH KILIANSDORF				O	AOE	32UPV5293753757	UTC+1(+2DT)	MC	VFR, L-6H	200012
GM00094	ET					S		32UMV5242452118	UTC+1(+2DT)	MC	VFR	200012
GM00098	ET					H		32UQA1023010270	UTC+1(+2DT)	MC		200203
GM00104	EDME					O		33UUP3150562837	UTC+1(+2DT)	MC	L-6I	200011
GM00121	EDLS					O		32ULC5175562778	UTC+1(+2DT)	MC	L-5B	199908
GM00140	EDBJ					O		32UPB9080943900	UTC+1(+2DT)	MC	L-5C,D	200208
GM00149	EDAQ	OPPIN				O		33UTT9567115330	UTC+1(+2DT)	MC	L-5D	199908
GM00172	EDFQ					O		32UMB7762153752	UTC+1(+2DT)	MC	L-5B	200011
GM00227	EDMN					O		32UPU1346829520	UTC+1(+2DT)	MC	L-6H	200509
GM00260	ET					H		32UQA0176002280	UTC+1(+2DT)	MC		200203
GM00304	EDTG					O		32TLU9665906470	UTC+1(+2DT)	MC	H-6H, L-6G	199908
GM00314	ETSF					O		32UPU6843041644	UTC+1(+2DT)	MC	H-6I, L-6H	200513
GM00316	ETIP					H		32ULV9379673294	UTC+1(+2DT)	MC	VFR, L-6G	200603
GM00317	ETIY					H		32ULV9541773197	UTC+1(+2DT)	MC	VFR	200012
GM00321	ETHH					O		32ULB6188317881	UTC+1(+2DT)	MC		200110
GM00322	ET		Garmisch			O		32TPT5572160867	UTC+1(+2DT)	MC	VFR	199908
GM00325	ET					S		32UNU0575497080	UTC+1(+2DT)	MC		200513
GM00332	ET					O		32UMV6773284724	UTC+1(+2DT)	MC		200012
GM00333	ET					O		32UMV6862172686	UTC+1(+2DT)			200212
GM00338	ET					O		32UMV6748379877	UTC+1(+2DT)	MC		200012
GM00340	ETED					S		32UMV1588777895	UTC+1(+2DT)	MC		200209
GM00342	EDGL					H		32UMV5576481693	UTC+1(+2DT)	MC		200003
GM00344	ET							32UQV0606056982				199907
GM00348	ET							33TUN4707476496				199907
GM00349	ET							32UQA0892010460				200107
GM00350	ET					N		32UQV0638956239	UTC+1(+2DT)	MC		200012
GM00351	ED		Stuttgart			S		32UNU1323896901	UTC+1(+2DT)	MC		200513
GM00357	ET					N		32UQA0252403433	UTC+1(+2DT)			200202
GM00424	EDXW		Sylt			O	AOE	32UMF5772085337	UTC+1(+2DT)	MC	H-2G-5C, L-2E	199908
GM00847	EDRK					O		32ULA9527075857	UTC+1(+2DT)	MC	L-6G	200308
GM01853	EDDF					H	AOE	32UMA6727541668	UTC+1(+2DT)	MC	VFR, H-6H, L-6H, AACDTD	200513
GM02759	ETSH					O		33UUT7356536805	UTC+1(+2DT)	MC	H-5D, L-5D	199908
GM02973	ETID					O		32UMA9725757443	UTC+1(+2DT)	MC	VFR, L-6H	200608
GM03600	EDDI		Berlin			H	AOE	33UUU9159214849	UTC+1(+2DT)	MC	H-5D, L-5D	200012
GM07916	EDKZ							32UMB0211161813	UTC+1(+2DT)	MC	L-5B	199908
GM08994	ETHS					O	AOE	32UND8051563976	UTC+1(+2DT)	MC	H-5D, L-5C	200207
GM09439	EDWB	BREMERHAVEN AM LUNEORT				O		32UME7167328766	UTC+1(+2DT)	MC	L-5B	199908
GM09482	EDHK					O	AOE	32UNF7437926351	UTC+1(+2DT)	MC	H-5D, L-2E	200012
GM10062	ETHN					O	AOE	32UNV6953171457	UTC+1(+2DT)	MC	VFR, L-6H	200012
GM10371	EDUT	GROSS DOLLN				O		33UVU0049476507	UTC+1(+2DT)	MC	L-5D	200410
GM11285	EDAH	GARZ				O		33UVV4427670359	UTC+1(+2DT)	MC	H-5D, L-2F	199908
GM12112	ETNS	JAGEL				O		32UNF3347234752	UTC+1(+2DT)	MC	H-5C, L-2E	200301
GM12423	EDAY					O		33UVU2652826100	UTC+1(+2DT)	MC	L-5D	199908
GM12493	EDDP	SCHKEUDITZ				H		33UUT0826801526	UTC+1(+2DT)	MC	H-5D-6I, L-5D	200012
GM13386	EDBR					O		33UVS9651990213	UTC+1(+2DT)	MC	L-5E, H-5E	200202
GM13747	EDRT					O		32ULA4104325800	UTC+1(+2DT)	MC	L-6G	200308
GM18225	EDDW	NEUENLANDERFELD				O	AOE	32UMD8569977576	UTC+1(+2DT)	MC	H-5C, L-5C	200012
GM18318	EDAB					O		33UVS6644171456	UTC+1(+2DT)	MC	H-5E, 6J, L-5E	200001
GM19072	ETHL					O		32UNU6759441186	UTC+1(+2DT)	MC	VFR, H-6I, L-6H	200207
GM21133	EDQD	BINDLACHER BERG				O		32UPA8914840236	UTC+1(+2DT)	MC	VFR, L-6I	200513
GM22035	EDMO		Munchen			O		32UPU7003427865	UTC+1(+2DT)	MC	H-6I, L-6H	200110
GM22052	ETSE	ERDING AIR DEPOT				I	AOE	32UQU1857356330	UTC+1(+2DT)	MC	H-6I, L-6I	200413
GM23184	EDQM					O		32UQA0336074645	UTC+1(+2DT)	MC	VFR, L-6I	200012
GM23911	ETSL					O		32UPU3833438593	UTC+1(+2DT)	MC	VFR, H-6I, L-6H	200413
GM24279	EDXX	COCHSTEDT SCHNEIDLINGEN				O		32UPC6651847778	UTC+1(+2DT)	MC	L-5C	200610
GM26015	EDLN					O		32ULB2577278401	UTC+1(+2DT)	MC	L-5B	200211
GM26852	EDSN							32TMU9283013700	UTC+1(+2DT)	MC	L-6H	200110
GM29186	EDAC					O		33UUS2496550763	UTC+1(+2DT)	MC	H-6I, L-5D	200208
GM29555	ETNG					O		32UKB9231249633	UTC+1(+2DT)	MC	H-6H, L-5A	200513
GM30403	EDVE					O		32UPC0606397678	UTC+1(+2DT)	MC	H-5D, L-5C	199908
GM30844	EDDT		Berlin			H	AOE	33UUU8392724668	UTC+1(+2DT)	MC	H-5D, L-5D	200012
GM30895	ETAR		Landstuhl			H	AOE	32ULV9852176969	UTC+1(+2DT)	MC	VFR, H-6H, L-6G, AACDTD	200012
GM31029	ETNU	TROLLENHAGEN				O		33UUV8790840594	UTC+1(+2DT)	MC	H-5D, L-5D	199908
GM34101	EDAU							33UUS8537483747	UTC+1(+2DT)	MC	L-5D	200110
GM34171	EDDK	COLOGNE OR WAHN	Cologne			H	AOE	32ULB6930636558	UTC+1(+2DT)	MC	VFR, H-6H, L-5B	200012
GM34188	ETSB					O		32ULA6171159754	UTC+1(+2DT)	MC	H-6H, L-6G	200308
GM34271	EDTL					O		32UMU1318058006	UTC+1(+2DT)	MC	H-6H, L-6G	199908
GM35258	EDUS	FINSTERWALDE						33UVT1260918139	UTC+1(+2DT)	MC	L-5D	200110
GM36245	ETSA	PENZING				O	AOE	32UPU4198225893	UTC+1(+2DT)	MC	VFR, H-6I, L-6H	200012
GM36340	EDHL					O		32UPE1321463238	UTC+1(+2DT)	MC	H-5D, L-2E-5C	199908
GM36635	EDNL					O		32TNU7588801140	UTC+1(+2DT)	MC	L-6H	199908
GM37961	EDAM							32UQB0472394299	UTC+1(+2DT)	MC	L-5D	200110
GM38012	EDLP	AHDEN				O		32UMC7343418187	UTC+1(+2DT)	MC	H-6H, L-5B	200012
GM38555	ETSN					O	AOE	32UPU6268397689	UTC+1(+2DT)	MC	H-6I, L-6H	200208
GM38712	ETIN	HARVEY BARRACKS				O		32UNA8649710755	UTC+1(+2DT)	MC	VFR	200207
GM38792	EDDG		Osnabruck					32UMC0998676829	UTC+1(+2DT)	MC	H-5C-6H, L-5B	200012
GM40032	ETHF					O	AOE	32UNB2000762597	UTC+1(+2DT)	MC	VFR, L-5C	200211
GM43413	EDRY					O		32UMV6010361260	UTC+1(+2DT)	MC	L-6G	200306
GM43621	ETOU					O	AOE	32UMA5170344388	UTC+1(+2DT)	MC	VFR, H-6H, L-6G	200308
GM45171	EDAV					O		33UVU1197353844	UTC+1(+2DT)	MC	H-5D, L-5D	200011
GM46072	EDLA					O		32UMC2357304150	UTC+1(+2DT)	MC	L-5B	200011
GM46270	EDBT	QUERFURT				O		32UPB7026294980	UTC+1(+2DT)	MC	L-5C	200010
GM48230	EDWI					O		32UME3721328848	UTC+1(+2DT)	MC	L-5B	199908
GM51777	EDDR	ENSHEIM				O		32ULV6232353027	UTC+1(+2DT)	MC	VFR, H-6H, L-6G	200306
GM51956	EDDL					H	AOE	32ULB4428184383	UTC+1(+2DT)	MC	VFR, H-6H, L-5B	200112
GM55218	EDOV	STENDAL						32UPD9085034716	UTC+1(+2DT)	MC	L-5D, H-5D	200110
GM57312	EDVK					O		32UNB2626595309	UTC+1(+2DT)	MC	L-5C	200213
GM57501	EDPA		Heidenheim an der Brenz			S		32UNV9291103530	UTC+1(+2DT)	MC	L-6H	200513
GM57849	EDQE					O		32UPA5352517892	UTC+1(+2DT)	MC	L-6H	200513
GM58179	EDAX	MURITZ				O		33UUV5029308712	UTC+1(+2DT)	MC	H-5D,L-5D	200011
GM58399	EDAK					O		33UUS9927885080	UTC+1(+2DT)	MC	H-5D, L-5D	200010
GM58712	EDKV					O		32ULA2435186681	UTC+1(+2DT)	MC	L-6G	200513
GM59875	EDUW	DEMMIN				O		33UUV8303376313	UTC+1(+2DT)	MC	L-2F, H-5D	200313
GM60209	ETHB					O	AOE	32UNC0560692018	UTC+1(+2DT)	MC	VFR, H-5D, L-5C	200207
GM61211	EDDC	KLOTZSCHE				H		33UVS1374165312	UTC+1(+2DT)	MC	H-5E-6J, L-5D	200112
GM61269	EDDM	MUNICH				N	AOE	32UQU0639559374	UTC+1(+2DT)	MC	VFR, H-6I, L-6I	200208
GM61279	EDDS	STUTTGART AAF ECHTERDINGEN AAF				O	AOE	32UNU1633693006	UTC+1(+2DT)	MC	VFR, H-6I, L-6H	200012
GM61499	EDJA	ALLGAU				O		32TNU9248015794	UTC+1(+2DT)	MC	H-6H, L-6H	200413
GM64353	ETNN					O	AOE	32ULB3508833664	UTC+1(+2DT)	MC	H-6H, L-5B	200110
GM64671	EDDV					H	AOE	32UND4654612541	UTC+1(+2DT)	MC	H-5D, L-5C	200110
GM65039	EDLE					O		32ULB5652696586	UTC+1(+2DT)	MC	H-6H, L-5B	199908
GM65224	EDUF	FALKENBERG				O		33UUT7720612246	UTC+1(+2DT)	MC	L-5D	200111
GM66834	EDRZ					O		32ULV8351351979	UTC+1(+2DT)	MC	H-6H, L-6G	200306
GM66879	ETIE					O		32UMV7474371241	UTC+1(+2DT)	MC	VFR	200212
GM67268	EDGS		Siegen			O		32UMB3524917717	UTC+1(+2DT)	MC	H-6H, L-5B	200308
GM67407	EDFZ					O		32UMA3892535524	UTC+1(+2DT)	MC	L-6G	200308
GM67415	EDDE					O		32UPB3745449405	UTC+1(+2DT)	MC	H-6I, L-5C	200012
GM67687	EDHI							32UNE5547432212	UTC+1(+2DT)	MC	H-5D, L-5C	199908
GM68318	EDTM	MENGEN				O		32UNU2778322351	UTC+1(+2DT)	MC	H-6I, L-6H	200208
GM68553	ETIC					H	AOE	32UQA1201309280	UTC+1(+2DT)	MC	VFR, L-6I	200204
GM68886	EDON	WRIEZEN				O		33UVU4872229491	UTC+1(+2DT)	MC	H-5E, L-5D	200311
GM68961	EDBW							33UVU1655532160	UTC+1(+2DT)	MC	L-5D	200110
GM70124	EDWY					O		32ULE8318552358	UTC+1(+2DT)	MC	L-2E	199908
GM70134	EDXR					O		32UNF3917308269	UTC+1(+2DT)	MC	L-2E	199908
GM70181	ETUO					O	AOE	32UMC5229852683	UTC+1(+2DT)	MC	VFR, H-5C-6H, L-5B	200012
GM70716	EDFH		Hahn			O		32ULA7544934369	UTC+1(+2DT)	MC	H-6H, L-6G	200308
GM70931	EDDB		Berlin				AOE	33UUU9943304332	UTC+1(+2DT)	MC	H-5D, L-5D	200207
GM71150	ETEU	GIEBELSTADT AIRBASE	Wurzburg			O	AOE	32UNV6977099958	UTC+1(+2DT)	MC	VFR, H-6I, L-6H	200308
GM72275	EDDH	FUHLSBUTTEL					AOE	32UNE6534942854	UTC+1(+2DT)	MC	H-5D, L-5C	200110
GM73322	ETOR					O	AOE	32UMV6119690247	UTC+1(+2DT)	MC	VFR, L-6G	200306
GM74054	EDOP	PARCHIM MECKLENBURG				O		32UPE8492823381	UTC+1(+2DT)	MC	H-5D, L-5D	200513
GM74569	EDTD					O		32TMU6434213447	UTC+1(+2DT)	MC	L-6G	199908
GM74729	EDNY					O		32TNT3839679896	UTC+1(+2DT)	MC	H-6I, L-6H	200012
GM74879	ETHC					O	AOE	32UND6924127287	UTC+1(+2DT)	MC	H-5D, L-5C	200110
GM77325	EDBH					O		33UUA5045223517	UTC+1(+2DT)	MC	L-2F	199908
GM78149	EDLW	DORTMUND WICKEDE				O		32UMC0371308379	UTC+1(+2DT)	MC	H-6H, L-5B	199908
GM78703	EDMA					O		32UPU4291065359	UTC+1(+2DT)	MC	L-6H	200208
GM79566	ETNH					O	AOE	32UNF3501218388	UTC+1(+2DT)	MC	H-5C, L-2E	200110
GM81365	ETSI					O	AOE	32UPU8638898947	UTC+1(+2DT)	MC	H-6I, L-6I	200110
GM84511	EDGE	HAINA				O		32UPB0335350056	UTC+1(+2DT)	MC	H-6I, L-5C	200208
GM84865	ETNL	ROSTOCK LAAGE AIRPORT				O		33UUV2126777849	UTC+1(+2DT)	MC	H-5D, L-2F	200012
GM85373	EDCY	WELZOW						33UVT4034814545	UTC+1(+2DT)	MC	L-5D, H-5E	200110
GM85555	ETNJ	SCHORTENS				O	AOE	32UME2634232195	UTC+1(+2DT)	MC	H-5C, L-5B	200012
GM86175	EDWR					O		32ULE4839740958	UTC+1(+2DT)	MC	L-2E-3D-5B	200502
GM87318	EDDN						AOE	32UPV4965884949	UTC+1(+2DT)	MC	VFR, H-6I, L-6H	200012
GM88612	ETNW					O	AOE	32UND2902511992	UTC+1(+2DT)	MC	H-5D, L-5C	200110
GM88683	EDWE					O		32ULE8212417252	UTC+1(+2DT)	MC	L-5B	199908
GM89919	ETND					O	AOE	32UMD5535326368	UTC+1(+2DT)	MC	L-5B	200211
GM90263	EDRB					O		32ULA2530235395	UTC+1(+2DT)	MC	H-6H, L-6G	200312
GM90575	EDTF							32UMU1295519477	UTC+1(+2DT)	MC	L-6G	200005
GM90728	ETMN					O	AOE	32UME7749057727	UTC+1(+2DT)	MC	H-5C, L-2E	200110
GM90871	EDMV					O		33UUP6706888471	UTC+1(+2DT)	MC	L-6I	199908
GM90966	ETAD		Binsfeld			O	AOE	32ULA3454238144	UTC+1(+2DT)	MC	VFR, H-6H, L-6G	200308
GM95168	EDMS					O		33UUQ1812219414	UTC+1(+2DT)	MC	L-6I	200005
GM97074	ETHM					O	AOE	32ULA8018780682	UTC+1(+2DT)	MC	VFR, H-6H, L-6G	200308
GM98618	ETOI					O		32UPA9980901573	UTC+1(+2DT)	MC	L-6I	200012
GM98628	EDQT					O		32UPA0957241753	UTC+1(+2DT)	MC	L-6H	199908
GM98946	ETNT		Wittmund			O	AOE	32UME1170334041	UTC+1(+2DT)	MC	H-5C, L-2E-5B	200012
GM99143	EDFM	MANNHEIM NEUOSTHEIM				O		32UMV6481080120	UTC+1(+2DT)	MC	L-6G	200306
GM99802	EDCP							33UVA1985501778	UTC+1(+2DT)	MC	L-2F, H-5D	200110
GM99804	EDUB					O		33UUU2723812850	UTC+1(+2DT)	MC	L-5D	200607
GM99810	EDCA					O		33UVV1241565729	UTC+1(+2DT)	MC	L-5D	200603
GM99811	EDAZ	TREBBIN				O		33UUT7415285244	UTC+1(+2DT)	MC	L-5D	200406
GM99818	EDBK					O		33UUU2690566345	UTC+1(+2DT)	MC	L-5D	200202
GM99827	EDAE					O		33UVT7168183067	UTC+1(+2DT)	MC	L-5E	200111
GM99841	EDXF					O		32UNF2433169461	UTC+1(+2DT)	MC	L-2E	200211
GM99842	EDVM							32UNC6465981462	UTC+1(+2DT)	MC	L-5C	200110
GM99848	EDBM					O		32UPC7999772486	UTC+1(+2DT)	MC	L-5C	200110
GM99857	EDXJ	HUSUM						32UNF0895640276	UTC+1(+2DT)	MC	L-2E	200110
GM99870	ETHE					O	AOE	32ULC8999094649	UTC+1(+2DT)	MC	H-5C-6H, L-5B	200207
GM99913	EDWF	LEER NUTTERMOOR						32ULE9612603615	UTC+1(+2DT)		L-5B	200303
GM99983	EDTY					O		32UNV5720440905	UTC+1(+2DT)	MC	L-6H	200011
GM99984	ETOA					O		32UNA8382744538	UTC+1(+2DT)		VFR,L-6H	200308
GM99986	ETOY	WURZBURG	Wurzburg			O		32UNA7031915629	UTC+1(+2DT)	MC	VFR	200202
GM99987	EDAD							33UUT0597746084	UTC+1(+2DT)	MC	L-5D	200110
GM99988	EDCD					O		33UVT6779248849	UTC+1(+2DT)	MC	H-5E, L-5D	199908
GM99994	EDLI	BIELEFELD WINDELSBLEICHE				O		32UMC6872857225	UTC+1(+2DT)	MC	L-5B	200510
GM99999	ETEP					O		32UNA0641270360	UTC+1(+2DT)	MC	VFR, L-6H	200308
GP27530	TFFR		Pointe a Pitre	Grande-Terre I.			AOE	20QPC5689098846	UTC-4		H-3A, L-6H	200012
GP60419	TFFM		Grand Bourg	Marie-Galante I.		O		20PPC8523855182	UTC-4		L-6H	199907
GP61540	TFFG			St Martin I		S		20QMF9500601240	UTC-4		L-5C-6H	200012
GQ17129	PGUA			Guam I			AOE	55PBR7602202665	UTC+10		1B	200107
GQ89876	PGUM			Guam I			AOE	55PBQ6141291670	UTC+10		1B	200512
GR00001	LGAV		Athinai			N	AOE	34SGH5876802844	UTC+2(+3DT)	MC	H-15D, L-12H-14H, A-2E	200610
GR02565	LGAG					I		34SEH3058172673	UTC+2(+3DT)	MC	H-15D, L-12G	200013
GR06023	LGPZ		Preveza			O		34SDJ7965708532	UTC+2(+3DT)	MC	H-15D, L-12G	200013
GR06352	LGKR		Kerkira			H	AOE	34SDJ0656284144	UTC+2(+3DT)	MC	H-15D, L-12G	200013
GR12317	LGRD		Rodos			O		35SNA9945827007	UTC+2(+3DT)	MC	H-10H-15e, L-14H-15A	200014
GR13575	LGAX					O		34TFL2586501095	UTC+2(+3DT)	MC	H-15D, L-12G	200311
GR15020	LGAL		Alexandroupolis			O		35TMF1202923282	UTC+2(+3DT)	MC	H-15E-4G, L-12H-15A	200013
GR19690	LGSP					I		34SFF3585493065	UTC+2(+3DT)	MC	L-14H	200307
GR21249	LGHI	OMIROS				O		35SMC2489744242	UTC+2(+3DT)	MC	H-15E, L-12H-15A	200013
GR21706	LGKO					O		35SNA0817871951	UTC+2(+3DT)	MC	H-15E, L-14H-15A	200506
GR26739	LGLE					I		35SMB8227415403	UTC+2(+3DT)	MC	L-14H-15A	200013
GR29196	LGPL					I		35SMA4415948451	UTC+2(+3DT)	MC	L-14H-15A	200013
GR29260	LGMK					I		35SLB5385744425	UTC+2(+3DT)	MC	H-15E, L-12H-14H, T-2F	200610
GR30914	LG					H		34SFJ2447903835	UTC+2(+3DT)	MC	L-12G	200013
GR33328	LGMG					O		34SGH0774506359	UTC+2(+3DT)	MC	L-12H-14H, A-2E	200610
GR33352	LGRP		Rodos			H	AOE	35SNA9739429465	UTC+2(+3DT)	MC	H-10H-15E, L-14H-15A	200013
GR36703	LGSR		Thira			O		35SLA6363529298	UTC+2(+3DT)	MC	H-10G-15e, L-14H	200014
GR37164	LGEL					S		34SGH2423415982	UTC+2(+3DT)	MC	H-15D, L-12H-14H, A-2E	200610
GR38766	LG					O		35SKU9641382384	UTC+2(+3DT)	MC	H-10G, L-14H	200014
GR40564	LGKL					O		34SEG9116702943	UTC+2(+3DT)	MC	H-15D, L-14G	200013
GR42061	LGTG					S		34SGH2417146637	UTC+2(+3DT)	MC	H-15D, L-12H-14H, T-2E	200610
GR45332	LGTT		Dekelia			S		34SGH4407521562	UTC+2(+3DT)	MC	H-15D, L-12H-14H, A-2E	200610
GR47635	LGIO	KING PYRROS				O		34SDJ8478294075	UTC+2(+3DT)	MC	H-15D, L-12G	200013
GR48240	LGSY					O		35SKD8230116179	UTC+2(+3DT)	MC	H-15D, L-12H	200014
GR53392	LGTP					O		34SFG2402054658	UTC+2(+3DT)	MC	H-15E, L-14H, T-2E	200610
GR53459	LGSV					O		34SFJ5199271536	UTC+2(+3DT)	MC	H-15D, L-12G	200014
GR53808	LGKF					O		34SDH5621519255	UTC+2(+3DT)	MC	H-15D, L-12G-14G	200013
GR57089	LGRX		Patrai			O		34SEH3728622667	UTC+2(+3DT)	MC	H-15D, L-12G-14G	200013
GR58161	LGAD					S		34SEG2571697058	UTC+2(+3DT)		H-15D, L-12G-14G	200604
GR58939	LGSK		Skiathos			O		34SGJ1627039416	UTC+2(+3DT)	MC	H-15D, L-12H	200507
GR60573	LGBL		Almiros			O		34SFJ5489942682	UTC+2(+3DT)	MC	H-15D, L-12G	200014
GR62146	LGSO	DIMITRIOS VIKELAS				O		35SLB1868743746	UTC+2(+3DT)	MC	L-14H, T-2F	200610
GR63741	LGTL					O		35SLU4768695619	UTC+2(+3DT)	MC	H-10G-15E, L-14H	200013
GR68515	LGLM	IFAISTOS				O		35SLE4926620042	UTC+2(+3DT)	MC	H-15E, L-12H	200014
GR69025	LGLR					S		34SFJ2573389966	UTC+2(+3DT)	MC	H-15D, L-12G	200604
GR69316	LGZA		Zakinthos			O		34SDG8980378179	UTC+2(+3DT)	MC	H-15D, L-14G	200507
GR76709	LGSA	IOANNIS DASKALOGIANNIS	Chania			H	AOE	35SKV4156235752	UTC+2(+3DT)	MC	H-10G, 15E, L-14H	200014
GR76782	LGKM		Kavala			O		35TKF7630639139	UTC+2(+3DT)	MC	H-4G-15D, L-12H	200013
GR77934	LGMT	ODYSSEAS ELYTIS				O		35SMD6524723142	UTC+2(+3DT)	MC	H-15E, L-12H-15A	200014
GR79774	LG							35SMC0716232549				199907
GR83147	LGKV		Kavala			O		35TKF9950331862	UTC+2(+3DT)	MC	H-4G-15D, L-12H	200203
GR83533	LGKA		Kastoria			O		34TEK2393077332	UTC+2(+3DT)	MC	H-15D, L-12G	200013
GR87661	LGKZ		Kozani			O		34TEK7147359853	UTC+2(+3DT)	MC	H-15D, L-12G	200013
GR88496	LGTS		Thessaloniki			H	AOE	34TFK6696287310	UTC+2(+3DT)	MC	H-15D, L-12G	200014
GR91005	LGIR		Iraklion			H	AOE	35SLV3462912237	UTC+2(+3DT)	MC	H-10G, L-14H	200014
GR92345	LGKP					O		35SNV1325519787	UTC+2(+3DT)	MC	H-10G-15E, L-14H-15A	200013
