ARPT_IDENT	PROC	TRM_IDENT	APP_TYPE	ICAO	CAT_A_DH	CAT_A_RV	CAT_A_HA	CAT_A_WX_CL	CAT_A_WX_PV	CAT_B_DH	CAT_B_RV	CAT_B_HA	CAT_B_WX_CL	CAT_B_WX_PV	CAT_C_DH	CAT_C_RV	CAT_C_HA	CAT_C_WX_CL	CAT_C_WX_PV	CAT_D_DH	CAT_D_RV	CAT_D_HA	CAT_D_WX_CL	CAT_D_WX_PV	CAT_E_DH	CAT_E_RV	CAT_E_HA	CAT_E_WX_CL	CAT_E_WX_PV	MIN_RMK	CYCLE_DATE
NZ46570	3	FNDB1  TWIN NDB	CIRCLING NDB*	NZWN	01200	-5000M	1159	1200	5000M	01200	-5000M	1159	1200	5000M	01500	-5000M	1459	1500	5000M	NA			    	     	NA			    	     	*CIRCLING NOT AUTHORIZED W OF RWY 16-34.REMAIN W OF HARBOR EASTERN SHORELINE.	200109
NZ46570	3	FNDB1  TWIN NDB	CIRCLING VOR*	NZWN	01180	-5000M	1139	1200	5000M	01180	-5000M	1139	1200	5000M	01500	-5000M	1459	1500	5000M	NA			    	     	NA			    	     	SEE MAIN REMARKS.	200502
NZ46570	3	FNDB3  TWIN NDB/DME	CIRCLING NDB/DME	NZWN	01200	-5000M	1159	1200	5000M	01200	-5000M	1159	1200	5000M	01200	-5000M	1159	1200	5000M	01200	-5000M	1159	1200	5000M	NA			    	     	*CIRCLING RWY 34 NOT AUTHORIZED.	200303
NZ46570	3	FNDB3  TWIN NDB/DME	CIRCLING VOR/DME	NZWN	01180	-5000M	1139	1200	5000M	01180	-5000M	1139	1200	5000M	01180	-5000M	1139	1200	5000M	01180	-5000M	1139	1200	5000M	NA			    	     	*CIRCLING RWY 34 NOT AUTHORIZED.	200303
NZ46570	3	FNDB3  TWIN NDB/DME	TWIN NDB/DME*	NZWN	01200	-5000M	1159	1200	5000M	01200	-5000M	1159	1200	5000M	01200	-5000M	1159	1200	5000M	01200	-5000M	1159	1200	5000M	NA			    	     	*CIRCLING RWY 34 NOT AUTHORIZED.	200502
NZ46570	3	I34    ILSDME RW34	CIRCLING***	NZWN	01000	-5000M	959	1000	5000M	01000	-5000M	959	1000	5000M	01500	-5000M	1459	1500	5000M	NA			    	     	NA			    	     	***CIR NOT AUTHORIZED W OF RWY 16/34; ALSO REMAIN W OF HARBOR EASTERN SHORELINE.	200502
NZ46570	3	I34    ILSDME RW34	S-ILS 34**	NZWN	00500	-3000M	468	0500	3000M	00500	-3000M	468	0500	3000M	00500	-3000M	468	0500	3000M	00510	-3000M	478	0500	3000M	NA			    	     	**FNA USE I-MP ONLY.	200211
NZ46570	3	I34    ILSDME RW34	S-LOC 34**	NZWN	00500	-3000M	468	0500	3000M	00520	-3000M	488	0500	3000M	00560	-3000M	528	0600	3000M	00580	-3200M	548	0600	3200M	NA			    	     	**FNA USE I-MP ONLY.	200406
NZ46570	3	L16    LLZDME RW16	CIRCLING**	NZWN	01000	-5000M	959	1000	5000M	01000	-5000M	959	1000	5000M	01500	-5000M	1459	1500	5000M	NA			    	     	NA			    	     	**CIRCLING NA W OF RWY 16-34. ALSO REMAIN W OF HARBOR EASTERN SHORELINE.	200109
NZ46570	3	L16    LLZDME RW16	S-16*	NZWN	00920	-3200M	879	0900	3200M	00920	-3200M	879	0900	3200M	00920	-3200M	879	0900	3200M	NA			    	     	NA			    	     	*FNA, USE I-EB DME ONLY. NIGHT MINIMUMSCAT ABCD VIS 5000M.	200105
NZ46570	3	L34    LLZDME RW34	CIRCLING***	NZWN	01000	-5000M	959	1000	5000M	01000	-5000M	959	1000	5000M	01500	-5000M	1459	1500	5000M	NA			    	     	NA			    	     	**CIR NOT AUTHORIZED W OF RWY 16/34; ALSO REMAIN W OF HARBOR EASTERN SHORELINE.	200105
NZ46570	3	L34    LLZDME RW34	S-LOC 34**	NZWN	00500	-3000M	468	0500	3000M	00520	-3000M	488	0500	3000M	00560	-3000M	528	0600	3000M	00580	-3200M	548	0600	3200M	NA			    	     	**FNA USE I-MP ONLY.	200406
NZ46570	3	Q34    NDBDME RW34	CIRCLING***+	NZWN	01000	-5000M	959	1000	5000M	01500	-5000M	1459	1500	5000M	NA			    	     	NA			    	     	NA			    	     	SEE MAIN REMARKS.	200502
NZ46570	3	Q34    NDBDME RW34	S-34**	NZWN	00780	-4800M	748	0800	4800M	00780	-4800M	748	0800	4800M	00780	-4800M	748	0800	4800M	00780	-4800M	748	0800	4800M	NA			    	     	**NIGHT MINIMUMS CAT ABCD VIS 5000M.	200501
NZ59788	3	D03    VORTAC RW03	CIRCLING	NZWP	00760	-2400M	660	0700	2400M	00860	-2800M	760	0800	2800M	01080	-4800M	980	1000	4800M	01080	-4800M	980	1000	4800M	NA			    	     		200406
NZ59788	3	D03    VORTAC RW03	S-03*	NZWP	00560	-1600M	474	0500	1600M	00560	-1600M	474	0500	1600M	00560	-1600M	474	0500	1600M	00560	-2000M	474	0500	2000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS 400M.	199910
NZ59788	3	D08    VORTAC RW08	CIRCLING	NZWP	00760	-2400M	660	0700	2400M	00860	-2800M	760	0800	2800M	01080	-4800M	980	1000	4800M	01080	-4800M	980	1000	4800M	NA			    	     		200513
NZ59788	3	D08    VORTAC RW08	S-08*	NZWP	00560	-2000M	492	0500	2000M	00560	-2000M	492	0500	2000M	00560	-2000M	492	0500	2000M	00560	-2000M	492	0500	2000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS 400M.	199910
NZ59788	3	D21    VORTAC RW21	CIRCLING	NZWP	00760	-2400M	660	0700	2400M	00860	-2800M	760	0800	2800M	01080	-4800M	980	1000	4800M	01080	-4800M	980	1000	4800M	NA			    	     		200406
NZ59788	3	D21    VORTAC RW21	S-21*	NZWP	00700	-2000M	609	0700	2000M	00700	-2000M	609	0700	2000M	00700	-2800M	609	0700	2800M	00700	-2800M	609	0700	2800M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT AB 800M.	199910
NZ59788	3	D26    VORTAC RW26	CIRCLING	NZWP	00760	-2400M	660	0700	2400M	00860	-2800M	760	0800	2800M	01080	-4800M	980	1000	4800M	01080	-4800M	980	1000	4800M	NA			    	     		200406
NZ59788	3	D26    VORTAC RW26	S-26*	NZWP	00620	-2000M	558	0600	2000M	00620	-2000M	558	0600	2000M	00620	-2800M	558	0600	2800M	00620	-2800M	558	0600	2800M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT AB 400M.	199910
NZ59788	3	I03    ILSDME RW03	CIRCLING	NZWP	00760	-2400M	660	0700	2400M	00860	-2800M	760	0800	2800M	01080	-4800M	980	1000	4800M	01080	-4800M	980	1000	4800M	NA			    	     		200406
NZ59788	3	I03    ILSDME RW03	S-ILS 03*	NZWP	00400	-1200M	314	0400	1200M	00400	-1200M	314	0400	1200M	00400	-1200M	314	0400	1200M	00400	-1200M	314	0400	1200M	NA			    	     	*WHEN ALS INOP, INCREASE VIS 400M.	200211
NZ59788	3	I03    ILSDME RW03	S-LOC 03**	NZWP	00560	-1600M	474	0500	1600M	00560	-1600M	474	0500	1600M	00560	-1600M	474	0500	1600M	00560	-1600M	474	0500	1600M	NA			    	     	**WHEN ALS INOP, INCREASE VIS 800M.	200106
NZ59788	3	I21    ILSDME RW21	CIRCLING	NZWP	00760	-2400M	660	0700	2400M	00860	-2800M	760	0800	2800M	01080	-4800M	980	1000	4800M	01080	-4800M	980	1000	4800M	NA			    	     		200106
NZ59788	3	I21    ILSDME RW21	S-ILS 21*	NZWP	00391	-1200M	300	0300	1200M	00391	-1200M	300	0300	1200M	00391	-1200M	300	0300	1200M	00391	-1200M	300	0300	1200M	NA			    	     	*WHEN ALS INOP, INC VIS 400M.	200211
NZ59788	3	I21    ILSDME RW21	S-LOC 21*	NZWP	00540	-2000M	449	0500	2000M	00540	-2000M	449	0500	2000M	00540	-2000M	449	0500	2000M	00540	-2000M	449	0500	2000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS 400M.	200406
NZ59788	3	L03    LLZDME RW03	CIRCLING	NZWP	00760	-2400M	660	0700	2400M	00860	-2800M	760	0800	2800M	01080	-4800M	980	1000	4800M	01080	-4800M	980	1000	4800M	NA			    	     		200501
NZ59788	3	L03    LLZDME RW03	S-ILS 03*	NZWP	00400	-1200M	314	0400	1200M	00400	-1200M	314	0400	1200M	00400	-1200M	314	0400	1200M	00400	-1200M	314	0400	1200M	NA			    	     	*WHEN ALS INOP, INCREASE VIS 400M.	200501
NZ59788	3	L03    LLZDME RW03	S-LOC 03**	NZWP	00560	-1600M	474	0500	1600M	00560	-1600M	474	0500	1600M	00560	-1600M	474	0500	1600M	00560	-1600M	474	0500	1600M	NA			    	     	**WHEN ALS INOP, INCREASE VIS 800M.	200501
NZ59788	3	L21    LLZDME RW21	CIRCLING	NZWP	00760	-2400M	660	0700	2400M	00860	-2800M	760	0800	2800M	01080	-4800M	980	1000	4800M	01080	-4800M	980	1000	4800M	NA			    	     		200501
NZ59788	3	L21    LLZDME RW21	S-ILS 21*	NZWP	00391	-1200M	300	0300	1200M	00391	-1200M	300	0300	1200M	00391	-1200M	300	0300	1200M	00391	-1200M	300	0300	1200M	NA			    	     	*WHEN ALS INOP, INC VIS 400M.	200501
NZ59788	3	L21    LLZDME RW21	S-LOC 21*	NZWP	00540	-2000M	449	0500	2000M	00540	-2000M	449	0500	2000M	00540	-2000M	449	0500	2000M	00540	-2000M	449	0500	2000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS 400M.	200501
NZ71462	3	D02    VORDME RW02	CIRCLING	NZCH	00700	-2000M	577	0600	2000M	00700	-2800M	577	0600	2800M	00800	-4000M	677	0700	4000M	00840	-4600M	717	0800	4600M	NA			    	     		199912
NZ71462	3	D02    VORDME RW02	S-VOR 02*	NZCH	00700	-1600M	577	0600	1600M	00700	-1600M	577	0600	1600M	00700	-2400M	577	0600	2400M	00700	-2400M	577	0600	2400M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT D 400M.	200602
NZ71462	3	D02    VORDME RW02	S-VOR/DME 02*	NZCH	00620	-1600M	497	0500	1600M	00620	-1600M	497	0500	1600M	00620	-2000M	497	0500	2000M	00620	-2000M	497	0500	2000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT D 400M.	199912
NZ71462	3	D20    VORDME RW20	CIRCLING	NZCH	00680	-2000M	557	0600	2000M	00680	-2800M	557	0600	2800M	00800	-4000M	677	0700	4000M	00840	-4600M	717	0800	4600M	NA			    	     		199912
NZ71462	3	D20    VORDME RW20	S-20*	NZCH	00480	-1600M	379	0400	1600M	00480	-1600M	379	0400	1600M	00480	-1600M	379	0400	1600M	00480	-1600M	379	0400	1600M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT D TO 2000M.	200604
NZ71462	3	I02    ILS/DME RW02	CIRCLING	NZCH	00680	-2000M	557	0600	2000M	00680	-2800M	557	0600	2800M	00800	-4000M	677	0700	4000M	00840	-4600M	717	0800	4600M	NA			    	     		200412
NZ71462	3	I02    ILS/DME RW02	S-ILS 02*	NZCH	00373	-800M	250	0300	800M 	00373	-800M	250	0300	800M 	00373	-800M	250	0300	800M 	00373	-800M	250	0300	800M 	NA			    	     	SEE MAIN REMARKS.	200412
NZ71462	3	I02    ILS/DME RW02	S-LLZ 02*	NZCH	00580	-1600M	457	0500	1600M	00580	-1600M	457	0500	1600M	00580	-1600M	457	0500	1600M	00580	-1600M	457	0500	1600M	NA			    	     	SEE MAIN REMARKS.	200602
NZ71462	3	I20    ILS/DME RW20	CIRCLING	NZCH	00680	-2000M	557	0600	2000M	00680	-2800M	557	0600	2800M	00800	-4000M	677	0700	4000M	00840	-4600M	717	0800	4600M	NA			    	     		200410
NZ71462	3	I20    ILS/DME RW20	S-ILS 20*	NZCH	00351	-800M	250	0300	800M 	00351	-800M	250	0300	800M 	00351	-800M	250	0300	800M 	00351	-800M	250	0300	800M 	NA			    	     	* WHEN ALS INOP INCR VIS (ILS) 1600M; (LLZ) CAT D 2000M.	200602
NZ71462	3	I20    ILS/DME RW20	S-LLZ 20	NZCH	00480	-1600M	379	0400	1600M	00480	-1600M	379	0400	1600M	00480	-1600M	379	0400	1600M	00480	-1600M	379	0400	1600M	NA			    	     	* WHEN ALS INOP INCR VIS (ILS) 1600M; (LLZ) CAT D 2000M.	200602
NZ71462	3	L02    LLZ/DME RW02	CIRCLING	NZCH	00680	-2000M	557	0600	2000M	00680	-2800M	557	0600	2800M	00800	-4000M	677	0700	4000M	00840	-4600M	717	0800	4600M	NA			    	     		200602
NZ71462	3	L02    LLZ/DME RW02	S-LLZ 02*	NZCH	00580	-1600M	457	0500	1600M	00580	-1600M	457	0500	1600M	00580	-1600M	457	0500	1600M	00580	-1600M	457	0500	1600M	NA			    	     	SEE MAIN REMARKS.	200602
NZ71462	3	L20    LLZ/DME RW20	CIRCLING	NZCH	00680	-2000M	557	0600	2000M	00680	-2800M	557	0600	2800M	00800	-4000M	677	0700	4000M	00840	-4600M	717	0800	4600M	NA			    	     		200602
NZ71462	3	L20    LLZ/DME RW20	S-LLZ 20	NZCH	00480	-1600M	379	0400	1600M	00480	-1600M	379	0400	1600M	00480	-1600M	379	0400	1600M	00480	-1600M	379	0400	1600M	NA			    	     	* WHEN ALS INOP INCR VIS (ILS) 1600M; (LLZ) CAT D 2000M.	200602
NZ71462	3	Q02    NDB/DME RW02	CIRCLING	NZCH	00680	-2000M	557	0600	2000M	00680	-2800M	557	0600	2800M	00800	-4000M	677	0700	4000M	00840	-4600M	717	0800	4600M	NA			    	     		199912
NZ71462	3	Q02    NDB/DME RW02	S-02*	NZCH	00620	-1600M	497	0500	1600M	00620	-1600M	497	0500	1600M	00620	-2000M	497	0500	2000M	00620	-2000M	497	0500	2000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT D 400M.	199912
NZ71462	3	Q20    NDB/DME RW20	CIRCLING	NZCH	00680	-2000M	557	0600	2000M	00680	-2800M	557	0600	2800M	00800	-4000M	677	0700	4000M	00840	-4600M	717	0800	4600M	NA			    	     		199912
NZ71462	3	Q20    NDB/DME RW20	S-20*	NZCH	00520	-1600M	419	0400	1600M	00520	-1600M	419	0400	1600M	00520	-1600M	419	0400	1600M	00520	-2400M	419	0400	2400M	NA			    	     	SEE MAIN REMARKS.	200602
NZ71462	3	S02    VOR RW02	CIRCLING	NZCH	00700	-2000M	577	0600	2000M	00700	-2800M	577	0600	2800M	00800	-4000M	677	0700	4000M	00840	-4600M	717	0800	4600M	NA			    	     		200602
NZ71462	3	S02    VOR RW02	S-VOR 02*	NZCH	00700	-1600M	577	0600	1600M	00700	-1600M	577	0600	1600M	00700	-2400M	577	0600	2400M	00700	-2400M	577	0600	2400M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT D 400M.	200602
NZ71462	3	S02    VOR RW02	S-VOR/DME 02*	NZCH	00620	-1600M	497	0500	1600M	00620	-1600M	497	0500	1600M	00620	-2000M	497	0500	2000M	00620	-2000M	497	0500	2000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT D 400M.	200602
NZ73742	3	D22    VORDME RW22	CIRCLING VOR	NZNV	00880	-2800M	875	0900	2800M	00880	-2800M	875	0900	2800M	00880	-4400M	875	0900	4800M	00880	-4400M	875	0900	4800M	NA			    	     		200505
NZ73742	3	D22    VORDME RW22	CIRCLING VOR/DME	NZNV	00500	-2000M	495	0500	2000M	00500	-2800M	495	0500	2800M	00640	-3700M	635	0600	3700M	00700	-4600M	695	0700	4600M	NA			    	     		200505
NZ73742	3	D22    VORDME RW22	S-VOR 22	NZNV	00880	-2600M	876	0900	2600M	00880	-2600M	876	0900	2600M	00880	-4400M	876	0900	4400M	00880	-4400M	876	0900	4400M	NA			    	     		200505
NZ73742	3	D22    VORDME RW22	S-VOR/DME 22*	NZNV	00440	-1600M	436	0500	1600M	00440	-1600M	436	0500	1600M	00440	/2000M	436	0500	2000M	00440	/2000M	436	0500	2000M	NA			    	     	*When ALS inop, increase vis CAT D 400m.	200505
NZ73742	3	Q04    NDB/DME RW04	CIRCLING	NZNV	00480	-2800M	475	0500	2800M	00500	-2800M	495	0500	2800M	00640	-3700M	635	0700	3700M	00700	-4600M	695	0700	4600M	NA			    	     		200005
NZ73742	3	Q04    NDB/DME RW04	S-04*	NZNV	00480	-2400M	475	0500	2400M	00480	-2400M	475	0500	2400M	00480	-2400M	475	0500	2400M	00480	-2400M	475	0500	2400M	NA			    	     	*WHEN ALS INOP, INCREASE VIS ALL CATS  400M	200505
NZ73742	3	Q22    NDB/DME RW22	CIRCLING	NZNV	00480	-3200M	475	0500	3200M	00500	-3200M	495	0500	3200M	00640	-3700M	635	0700	3700M	00700	-4600M	695	0700	4600M	NA			    	     		200005
NZ73742	3	Q22    NDB/DME RW22	S-22*	NZNV	00480	-3000M	475	0500	3000M	00480	-3000M	475	0500	3000M	00480	-3000M	475	0500	3000M	00480	-3000M	475	0500	3000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS ALL CATS 200M.	200505
NZ88678	3	D09    VORTAC RW09	CIRCLING	NZOH	00740	-2000M	576	0600	2000M	00800	-2800M	636	0700	2800M	01020	-4000M	856	0900	4000M	01100	-4800M	936	1000	4800M	NA			    	     		199912
NZ88678	3	D09    VORTAC RW09	S-09*	NZOH	00740	-1600M	590	0600	1600M	00740	-1600M	590	0600	1600M	00740	-2400M	590	0600	2400M	00740	-2400M	590	0600	2400M	NA			    	     	*WHEN ALS INOP INCREASE VIS  CAT D 400M.	200406
NZ88678	3	D15    VORTAC RW15	CIRCLING	NZOH	00740	-2000M	576	0600	2000M	00800	-2800M	636	0700	2800M	01020	-4000M	856	0900	4000M	01100	-4800M	936	1000	4800M	NA			    	     		199912
NZ88678	3	D15    VORTAC RW15	S-15	NZOH	00740	-1600M	576	0600	1600M	00740	-1600M	576	0600	1600M	00740	-2800M	576	0600	2800M	00740	-2800M	576	0600	2800M	NA			    	     		200406
NZ88678	3	D27    VORTAC RW27	CIRCLING	NZOH	00740	-2000M	576	0600	2000M	00800	-2800M	636	0700	2800M	01020	-4000M	856	0900	4000M	01100	-4800M	936	1000	4800M	NA			    	     		199912
NZ88678	3	D27    VORTAC RW27	S-27*	NZOH	00680	-1600M	531	0600	1600M	00680	-1600M	531	0600	1600M	00680	-2400M	531	0600	2400M	00680	-2400M	531	0600	2400M	NA			    	     	*WHEN ALS INOP INCREASE CAT D VIS 400M.	200406
NZ88678	3	D33    VORTAC RW33	CIRCLING	NZOH	00740	-2000M	576	0600	2000M	00800	-2800M	636	0700	2800M	01020	-4000M	856	0900	4000M	01100	-4800M	936	1000	4800M	NA			    	     		199912
NZ88678	3	D33    VORTAC RW33	S-33	NZOH	00560	-1600M	414	0500	1600M	00560	-1600M	414	0500	1600M	00560	-2000M	414	0500	2000M	00560	-2000M	414	0500	2000M	NA			    	     		200406
NZ88678	3	I09    ILS/DME RW09	CIRCLING	NZOH	00740	-2000M	576	0600	2000M	00800	-2800M	636	0700	2800M	01020	-4000M	856	0900	4000M	01100	-4800M	936	1000	4800M	NA			    	     		200604
NZ88678	3	I09    ILS/DME RW09	S-ILS 09	NZOH	00400	-1200M	250	0300	1200M	00400	-1200M	250	0300	1200M	00400	-1200M	250	0300	1200M	00400	-1200M	250	0300	1200M	NA			    	     		200604
NZ88678	3	I09    ILS/DME RW09	S-LLZ 09*	NZOH	00640	-1600M	490	0500	1600M	00640	-1600M	490	0500	1600M	00640	-2000M	490	0500	2000M	00640	-2000M	490	0500	2000M	NA			    	     	*When ALS inop, increase vis CAT D 400m.	200604
NZ88678	3	I27    ILS/DME RW27	CIRCLING	NZOH	00740	-2000M	576	0600	2000M	00800	-2800M	636	0700	2800M	01020	-4000M	856	0900	4000M	01100	-4800M	936	1000	4800M	NA			    	     		200604
NZ88678	3	I27    ILS/DME RW27	S-ILS 27*	NZOH	00500	-1200M	351	0400	1200M	00500	-1200M	351	0400	1200M	00500	-1200M	351	0400	1200M	00500	-1200M	351	0400	1200M	NA			    	     	*When ALS inop, increase vis 400m.	200604
NZ88678	3	I27    ILS/DME RW27	S-LLZ 27**	NZOH	00700	-1600M	551	0600	1600M	00700	-1600M	551	0600	1600M	00700	-2400M	551	0600	2400M	00700	-2400M	551	0600	2400M	NA			    	     	**When ALS inop, increase vis CAT ABD 400m.	200604
NZ88678	3	L09    LLZ/DME RW09	CIRCLING	NZOH	00740	-2000M	576	0600	2000M	00800	-2800M	636	0700	2800M	01020	-4000M	856	0900	4000M	01100	-4800M	936	1000	4800M	NA			    	     		200604
NZ88678	3	L09    LLZ/DME RW09	S-ILS 09	NZOH	00400	-1200M	250	0300	1200M	00400	-1200M	250	0300	1200M	00400	-1200M	250	0300	1200M	00400	-1200M	250	0300	1200M	NA			    	     	*When ALS inop, increase CAT D vis 400m.	200604
NZ88678	3	L09    LLZ/DME RW09	S-LLZ 09*	NZOH	00640	-1600M	490	0500	1600M	00640	-1600M	490	0500	1600M	00640	-2000M	490	0500	2000M	00640	-2000M	490	0500	2000M	NA			    	     	*When ALS inop, increase vis CAT D 400m.	200604
NZ88678	3	L27    LLZ/DME RW27	CIRCLING	NZOH	00740	-2000M	576	0600	2000M	00800	-2800M	636	0700	2800M	01020	-4000M	856	0900	4000M	01100	-4800M	936	1000	4800M	NA			    	     		200604
NZ88678	3	L27    LLZ/DME RW27	S-ILS 27*	NZOH	00500	-1200M	351	0400	1200M	00500	-1200M	351	0400	1200M	00500	-1200M	351	0400	1200M	00500	-1200M	351	0400	1200M	NA			    	     	*When ALS inop, increase vis 400m.	200604
NZ88678	3	L27    LLZ/DME RW27	S-LLZ 27**	NZOH	00700	-1600M	551	0600	1600M	00700	-1600M	551	0600	1600M	00700	-2400M	551	0600	2400M	00700	-2400M	551	0600	2400M	NA			    	     	**When ALS inop, increase vis CAT ABD 400m.	200604
NZ91632	3	D05R   VORDME RW05R	CIRCLING**	NZAA	00620	-2000M	597	0600	2000M	00620	-2800M	597	0600	2800M	00780	-4000M	757	0800	4000M	00920	-4800M	897	0900	4800M	NA			    	     	**CIRCLING FOR CAT D NOT AUTHORIZED N OFRWY 05R-23L.	200307
NZ91632	3	D05R   VORDME RW05R	S-05R*	NZAA	00420	-1600M	405	0400	1600M	00420	-1600M	405	0400	1600M	00420	-1600M	405	0400	1600M	00420	-1600M	405	0400	1600M	NA			    	     	*WHEN ALS INOP, INCR CAT CD VIS TO 2000M.	200307
NZ91632	3	D23L   VORDME RW23L	CIRCLING**	NZAA	00900	-6000M	877	0900	6000M	00900	-6000M	877	0900	6000M	00900	-6000M	877	0900	6000M	00920	-6000M	897	0900	6000M	NA			    	     	**CIRCLING FOR CAT D NOT AUTHORIZED N OF05-23.	200501
NZ91632	3	D23L   VORDME RW23L	S-VOR 23L	NZAA	00880	-6000M	857	0900	6000M	00880	-6000M	857	0900	6000M	00880	-6000M	857	0900	6000M	00880	-6000M	857	0900	6000M	NA			    	     		200501
NZ91632	3	D23L   VORDME RW23L	S-VOR/DME 23L*	NZAA	00440	-1600M	417	0500	1600M	00440	-1600M	417	0500	1600M	00440	-1600M	417	0500	1600M	00440	-1600M	417	0500	1600M	NA			    	     	*When ALS inop, increase vis CAT CD to 2000m.	200501
NZ91632	3	I05R   ILSDME RW05R	CIRCLING**	NZAA	00620	-2000M	597	0600	2000M	00620	-2800M	597	0600	2800M	00780	-4000M	757	0800	4000M	00920	-4800M	897	0900	4800M	NA			    	     	**CIRCLING FOR CAT D NOT AUTHORIZED N OFRWY 05R-23L.	200307
NZ91632	3	I05R   ILSDME RW05R	S-ILS 05R*	NZAA	00215	-800M	200	0200	800M 	00215	-800M	200	0200	800M 	00215	-800M	200	0200	800M 	00215	-800M	200	0200	800M 	NA			    	     	*WHEN ALS INOP, INCR DH TO 265, HAT TO 250, CEILING TO 300 AND VIS TO 1200M.	200307
NZ91632	3	I05R   ILSDME RW05R	S-LLZDME 05R	NZAA	00320	-1600M	305	0300	1600M	00320	-1600M	305	0300	1600M	00320	-1600M	305	0300	1600M	00320	-1600M	305	0300	1600M	NA			    	     		200107
NZ91632	3	I23L   ILSDME RW23L	CIRCLING***	NZAA	00900	-5000M	877	0900	5000M	00900	-5000M	877	0900	5000M	00900	-5000M	877	0900	5000M	00920	-5000M	897	0900	5000M	NA			    	     	***CIRCLING FOR CAT D NOT AUTHORIZED N OF RWY 05R-23L.	200307
NZ91632	3	I23L   ILSDME RW23L	S-ILS 23L*	NZAA	00223	-800M	200	0200	800M 	00223	-800M	200	0200	800M 	00223	-800M	200	0200	800M 	00223	-800M	200	0200	800M 	NA			    	     	*WHEN ALS INOP, INCR DH TO 273, HAT TO 250, CEILING TO 300, VIS TO 1200M.	200307
NZ91632	3	I23L   ILSDME RW23L	S-LLZDME 23L**	NZAA	00440	-1600M	417	0500	1600M	00440	-1600M	417	0500	1600M	00440	-1600M	417	0500	1600M	00440	-1600M	417	0500	1600M	NA			    	     	**WHEN ALS INOP, INCREASE CAT CD VIS TO2000M.	200307
NZ91632	3	L05R   LLZDME RW05R	CIRCLING**	NZAA	00620	-2000M	597	0600	2000M	00620	-2800M	597	0600	2800M	00780	-4000M	757	0800	4000M	00920	-4800M	897	0900	4800M	NA			    	     	**CIRCLING FOR CAT D NOT AUTHORIZED N OFRWY 05R-23L.	200503
NZ91632	3	L05R   LLZDME RW05R	S-ILS 05R*	NZAA	00215	-800M	200	0200	800M 	00215	-800M	200	0200	800M 	00215	-800M	200	0200	800M 	00215	-800M	200	0200	800M 	NA			    	     	*WHEN ALS INOP, INCR DH TO 265, HAT TO 250, CEILING TO 300 AND VIS TO 1200M.	200503
NZ91632	3	L05R   LLZDME RW05R	S-LLZDME 05R	NZAA	00320	-1600M	305	0300	1600M	00320	-1600M	305	0300	1600M	00320	-1600M	305	0300	1600M	00320	-1600M	305	0300	1600M	NA			    	     		200503
NZ91632	3	L23L   LLZDME RW23L	CIRCLING***	NZAA	00900	-5000M	877	0900	5000M	00900	-5000M	877	0900	5000M	00900	-5000M	877	0900	5000M	00920	-5000M	897	0900	5000M	NA			    	     	***CIRCLING FOR CAT D NOT AUTHORIZED N OF RWY 05R-23L.	200501
NZ91632	3	L23L   LLZDME RW23L	S-ILS 23L*	NZAA	00223	-800M	200	0200	800M 	00223	-800M	200	0200	800M 	00223	-800M	200	0200	800M 	00223	-800M	200	0200	800M 	NA			    	     	*WHEN ALS INOP, INCR DH TO 273, HAT TO 250, CEILING TO 300, VIS TO 1200M.	200501
NZ91632	3	L23L   LLZDME RW23L	S-LLZDME 23L**	NZAA	00440	-1600M	417	0500	1600M	00440	-1600M	417	0500	1600M	00440	-1600M	417	0500	1600M	00440	-1600M	417	0500	1600M	NA			    	     	**WHEN ALS INOP, INCREASE CAT CD VIS TO2000M.	200501
NZ91632	3	S05R   VOR RW05R	CIRCLING**	NZAA	00620	-2000M	597	0600	2000M	00620	-2800M	597	0600	2800M	00780	-4000M	757	0800	4000M	00920	-4800M	897	0900	4800M	NA			    	     	**Circling for CAT D not authorized N ofRWY 05R-23L.	200307
NZ91632	3	S05R   VOR RW05R	S- 05R*	NZAA	00620	-1600M	605	0600	1600M	00620	-1600M	605	0600	1600M	00620	-2400M	605	0600	2400M	00620	-2400M	605	0600	2400M	NA			    	     	*When ALS inop, increase vis CAT C to 2800m, CAT D to 3200m.	200402
NZ91632	3	S23L   VOR RW23L	CIRCLING**	NZAA	00900	-6000M	877	0900	6000M	00900	-6000M	877	0900	6000M	00900	-6000M	877	0900	6000M	00920	-6000M	897	0900	6000M	NA			    	     	**CIRCLING FOR CAT D NOT AUTHORIZED N OF05-23.	200501
