ARPT_IDENT	PROC	TRM_IDENT	ICAO	ES_ALT	JULIAN_DATE	AMDT_NO	OPR	HOST_CTRY_AUTH	CYCLE_DATE
KS00004	3	I15L   ILS/DME RW15L	RKSI		2005188	3	USAF	KMOC	200507
KS00004	3	I15R   ILS/DME RW15R	RKSI		2005188	2	USAF	KMOC	200604
KS00004	3	I33L   ILS/DME RW33L	RKSI		2005132	3	USAF	KMOC	200505
KS00004	3	I33R   ILS/DME RW33R	RKSI		2005132	2	USAF	KMOC	200505
KS10983	2	JEJU2	RKPC		2002164		USAF	KMOC	200307
KS10983	2	MAKET2	RKPC		2003191	2	USAF	KMOC	200307
KS10983	3	D24    VORDME RW24	RKPC		2006271	2	USAF	KMOC	200610
KS10983	3	I06    ILS/DME RW06	RKPC		2006271	2	USAF	KMOC	200610
KS10983	3	I24    ILS/DME RW24	RKPC		2006271	3	USAF	KMOC	200610
KS18851	2	CHON4  CHEONGJU4	RKTU	08300	2006103	1	USAF		200604
KS18851	2	CHON5  CHEONGJU5	RKTU		2004106	1	USAF		200404
KS18851	2	CHON6  CHEONGJU6	RKTU		2004050	2	USAF		200402
KS18851	3	I24R   ILSDME RW24R	RKTU		2004106	3	USAF	ROKA	200404
KS18851	3	T24L   TACAN RW24L	RKTU	08300	2005020		USAF	ROKA	200501
KS18851	3	T24L-H HI TACAN RW24L	RKTU	08300	2005020		USAF	ROKA	200501
KS20127	2	WONJU2	RKNW	07700	2005020		USAF		200501
KS20127	2	WONJU3	RKNW	07700	2005020		USAF		200501
KS20127	2	WONJU4	RKNW	07700	2004162	1	USAF		200406
KS20127	3	T03-H  HI TACAN RW03	RKNW	07700	2006271	1	USAF	ROKA	200610
KS20127	3	TTACA  TACANA	RKNW	07700	2006271		USAF	ROKA	200610
KS23347	2	NORU1	RKSM	07700	2004106		USA	ROKA	200404
KS23347	2	SEOUL2	RKSM	07700	2003191		USA	ROKA	200307
KS23347	2	SEOUL3	RKSM	07700	2003191		USA	ROKA	200307
KS23347	2	SEOUL5	RKSM	07700	2003191		USA	ROKA	200307
KS23347	3	D20    VORDME RW20	RKSM	07700	2006271	2	USA	ROKA	200610
KS23347	3	I20    ILS RW20	RKSM	07700	2006271	2	USA	ROKA	200610
KS23347	3	T20    TACAN RW20	RKSM	07700	2006271	1	USA	ROKA	200610
KS23347	3	T20-H  HI TACAN RW20	RKSM	07700	2006271	1	USA	ROKA	200610
KS23937	3	G32    RNAV (GPS) RW32	RKSG		2006215		USA		200608
KS23937	3	I32    ILS RW32	RKSG		2003079	1	USA		200303
KS23937	3	N32    COPTER NDB RW32	RKSG		2003079		USA		200303
KS23937	3	S32    VOR RW32	RKSG		2003079	3	USA		200604
KS23937	3	S32-C  COPTER VOR RW32	RKSG		2003079		USA		200604
KS30467	3	D18    VORDME RW18	RKJK	08400	2005076	1	USAF		200503
KS30467	3	D36    VORDME RW36	RKJK	08400	2005300	1	USAF		200511
KS30467	3	I18    ILS RW18	RKJK	08400	2005076	1	USAF		200503
KS30467	3	I36    ILS RW36	RKJK	08400	2005300	1	USAF		200511
KS30467	3	T18    TACAN RW18	RKJK	08400	2005076	1	USAF		200503
KS30467	3	T36    TACAN RW36	RKJK	08400	2005300	1	USAF		200511
KS35832	2	SACHE1 SACHEON1	RKPS		2005300	1	USAF	KMOC	200511
KS35832	2	SACHE2 SACHEON2	RKPS		2005300	1	USAF	KMOC	200511
KS35832	3	D06L   VORDME RW06L	RKPS		2006271		USAF	ROKA	200610
KS35832	3	D06R   VORDME RW06R	RKPS		2006271		USAF	ROKA	200610
KS35832	3	I24R   ILS/DME RW 24R	RKPS		2006271		USAF	ROKA	200610
KS35832	3	L06L   LLZ/DME RW 06L	RKPS		2006271		USAF	ROKA	200610
KS35832	3	L24R   LLZ/DME RW 24R	RKPS		2006271		USAF	ROKA	200610
KS35832	3	TTAC2  HI TACAN A	RKPS		2006271		USAF	ROKA	200610
KS35832	3	TTACA  TACAN A	RKPS		2006271		USAF	ROKA	200610
KS40957	2	GWJ7A  GWANGJU 7A	RKJJ	08300	2005132	3	USAF	KMOC	200505
KS40957	2	GWJ8A  GWANGJU 8A	RKJJ	08300	2005132	2	USAF	KMOC	200505
KS40957	3	D04R   VORDME RW04R	RKJJ		2006271	4	USAF	KMOC	200610
KS40957	3	D22L   VORDME RW22L	RKJJ	08300	2006271	4	USAF	KMOC	200610
KS40957	3	I04R   ILS/DME RW04R	RKJJ	08300	2006271	4	USAF	KMOC	200610
KS40957	3	I04R-H HI-ILSDME RW04R	RKJJ	08300	2006271		USAF	KMOC	200610
KS40957	3	T04R   TACAN RW04R	RKJJ	08300	2006271	2	USAF	ROKA	200610
KS40957	3	T04R-H HI-TACAN RW04R	RKJJ	08300	2006271	5	USAF	ROKA	200610
KS40957	3	T22L   TACAN RW22L	RKJJ	08300	2006271	1	USAF	ROKA	200610
KS40957	3	T22L-H HI-TACAN RW22L	RKJJ	08300	2006271	1	USAF	KMOC	200610
KS45940	2	SEOSN1 SEOSAN1	RKTP	08300	2006103	1	USAF		200604
KS45940	3	I03R   ILS/DME RW03R	RKTP	08300	2006103	2	USAF		200604
KS45940	3	T03R   TACAN RW03R	RKTP	08300	2006103	1	USAF		200604
KS45940	3	T03R-H HI TACAN RW03R	RKTP	08300	2006103	1	USAF		200604
KS48012	2	DAEGU6	RKTN	08300	2004106		USAF		200404
KS48012	2	DALS1A DALSEONG 1A	RKTN		2005188	3	USAF	ROKA	200507
KS48012	3	D31L   VOR/DME RW31L	RKTN	08300	2006271	2	USAF		200610
KS48012	3	D31R   VOR/DME RW31R	RKTN	08300	2006271		USAF		200610
KS48012	3	I31L   ILS/DME RW31L	RKTN	08300	2006271	1	USAF		200610
KS48012	3	I31L-1 HI ILS 1 RW31L	RKTN	08300	2006271	1	USAF		200610
KS48012	3	I31L-2 HI ILSDME 2 RW31L	RKTN	08300	2006271	1	USAF		200610
KS48012	3	L31R   LLZ/DME RW31R	RKTN	08300	2006271		USAF		200610
KS48012	3	T31L   TACAN RW31L	RKTN	08300	2006271	1	USAF		200610
KS48012	3	T31L-1 HI TACAN 1 RW31L	RKTN	08300	2006271	1	USAF		200610
KS48012	3	T31L-2 HI TACAN 2 RW31L	RKTN	08300	2006271	1	USAF		200610
KS48753	2	SUW61  SUWON6(RW15R/L)	RKSW	07700	2001305		USAF		200301
KS48753	2	SUW62  SUWON6(RW33R/L)	RKSW	07700	2001305		USAF		200111
KS48753	3	I33L   ILS/DME RW33L	RKSW	07700	2006103	2	USAF	ROKA	200604
KS48753	3	T33L   TACAN RW33L	RKSW	07700	2005300	1	USAF	ROKA	200511
KS48753	3	T33L-H HI TACAN  RW33L	RKSW	07700	2006103	2	USAF	ROKA	200604
KS51390	2	DRAG3  DRAGGIN3	RKSO	07700	2006271	1	USAF		200610
KS51390	2	OSAN6	RKSO	07700	2005132		USAF		200505
KS51390	3	FNDBA  NDBA	RKSO	07700	2006271		USAF		200610
KS51390	3	I09    ILS RW09	RKSO	07700	2006271		USAF		200610
KS51390	3	I27    ILS RW27	RKSO	07700	2006271		USAF		200610
KS51390	3	S27    VOR RW27	RKSO	07700	2006271		USAF		200610
KS51390	3	T09    TACAN RW09	RKSO	07700	2006271		USAF		200610
KS51390	3	T27    TACAN RW27	RKSO	07700	2006271		USAF		200610
KS60585	2	ENAS1E ENKAS1 ECHO	RKSS		2004106	2	USAF	KMOC	200404
KS60585	2	MAL1W  MALPA 1 WHISKEY	RKSS		2004162	5	USAF	KMOC	200409
KS60585	2	OSN1E  OSAN 1 ECHO	RKSS		2004106	2	USAF	KMOC	200604
KS60585	2	OSN1W  OSAN 1 WHISKEY	RKSS		2006103	5	USAF	KMOC	200604
KS60585	2	SEL1W  ANYANG 1  WHISKEY	RKSS		2006103	5	USAF	KMOC	200604
KS60585	3	D32L   VORDME RW32L	RKSS		2004330	2	USAF	KMOC	200412
KS60585	3	I14L   ILS/DME RW14L	RKSS		2005188	4	USAF	KMOC	200507
KS60585	3	I14R   ILS/DME RW14R	RKSS		2004330	2	USAF	KMOC	200412
KS60585	3	I32R   ILS/DME RW32R	RKSS		2004330	1	USAF	KMOC	200412
KS70967	2	CPT1   I-CHEON COPTER 1	RKRN		2004330		USA	KS	200412
KS87140	2	GANGN1 GANGWON1	RKNN	07700	2003079		USAF	ROKA	200303
KS87140	3	T26    TACAN RW26	RKNN	07700	2006271	1	USAF	ROKA	200610
KS87140	3	T26-H  HI TACAN 1 RW26	RKNN	07700	2006271	1	USAF	ROKA	200610
KS89580	2	NAKD3A NAK DONG 3A	RKPK		2005020	1	USAF		200501
KS89580	2	NAKD4A NAK DONG 4A	RKPK	08300	2005020	1	USAF		200501
KS89580	3	D36R   VORDME RW36R	RKPK		2006271	4	USAF	KMOC	200610
KS89580	3	I36L   ILS/DME RW36L	RKPK		2006271	5	USAF	KMOC	200610
KS89580	3	I36R   ILS/DME RW36R	RKPK		2006271	4	USAF	KMOC	200610
KS89580	3	T36L   TACAN RW36L	RKPK	08300	2006271	1	USAF	KMOC	200610
KS89580	3	T36R   TACAN RW36R	RKPK	08300	2006271	1	USAF	KMOC	200610
KS89580	3	T36R-H HI TACAN RW36R	RKPK	08300	2006271	1	USAF	KMOC	200610
KS89820	2	JWN1   JUNGWON1	RKTI	07700	2005020		USAF		200503
KS89820	3	I36R   ILS/DME RW36R	RKTI	07700	2006103	1	USAF		200604
KS89820	3	T36R   TACAN RW36R	RKTI	07700	2005076	1	USAF		200503
KS89820	3	T36R-H HI TACAN RW36R	RKTI	07700	2006103		USAF		200604
KS93016	3	L10    LLZDME RW10	RKTH		2006271	4	USAF	ROKA	200610
KS99718	2	YECH1  YECHEON1	RKTY	08300	2006103	1	USAF		200604
KS99718	2	YECH2  YECHEON2	RKTY	08300	2004274		USAF		200410
KS99718	2	YECH5  YECHEON5	RKTY	08300	2004274		USAF		200410
KS99718	2	YECH6  YECHEON6	RKTY	08300	2004274		USAF		200410
KS99718	3	T28    TACAN RW28	RKTY	08300	2006271		USAF	ROKA	200610
KS99718	3	T28-H  HI TACAN RW28	RKTY	08300	2006271		USAF	ROKA	200610
KT14337	3	S18    RW18 VOR	YPXM		2006159	1	USAF	RAAF	200606
KT14337	3	S36    RW36 VOR	YPXM		2006159	1	USAF	RAAF	200606
KU00003	3	G18    RNAV (GPS) RW18	OKDI		2005356		USA		200513
KU00003	3	G36    RNAV (GPS) RW36	OKDI		2005356		USA		200513
KU24997	2	RW15L	OKBK		2006243	4	USAF	KU	200609
KU24997	2	RW15R	OKBK		2006243	4	USAF		200609
KU24997	2	RW33L	OKBK		2006243	4	USAF		200609
KU24997	2	RW33R	OKBK		2006243	4	USAF		200609
KU24997	3	D15R   DVORDME RW15R	OKBK		2005160	1	USAF		200506
KU24997	3	I15L   ILS/DME RW15L	OKBK		2005160	2	USAF		200506
KU24997	3	I33L   ILS/DME RW33L	OKBK		2005160	2	USAF		200506
KU24997	3	I33R   ILS/DME RW33R	OKBK		2005160	4	USAF		200506
KU48333	3	D12R   VORTAC RW12R	OKAS		2006159		USAF		200606
KU48333	3	I12R   ILS RW12R	OKAS		2006159		USAF		200606
KU48333	3	I30L   ILS/DME RW30L	OKAS		2006159		USAF		200606
KZ49763	2	RW05	UAAA		2006271		USAF	KZ	200610
KZ49763	2	RW23	UAAA		2006271		USAF	KZ	200610
LG42519	2	RW18	EVRA		2006075	1	USAF	LG	200603
LG42519	2	RW36	EVRA		2006075	1	USAF	LG	200603
LH00007	2	RW08	EYKA		2004274	6	USAF	LH	200410
LH00007	2	RW26	EYKA		2004274	1	USAF	LH	200410
LH00007	3	I08-60 ILSDME RW08(260 )	EYKA		2006019	4	USAF	LH	200604
LH00007	3	I08-79 ILSDME RW08(279 )	EYKA		2006019	4	USAF	LH	200604
LH00007	3	I26-06 ILSDME RW26 (106 )	EYKA		2005244		USAF	LH	200604
LH00007	3	I26-80 ILSDME RW26 (080 )	EYKA		2004274		USAF	LH	200604
LH49116	2	BUM1A  RW01 BUMUG 1A	EYPA		2004358		USN	LH	200413
LH49116	2	BUM1B  RW19 BUMUG 1B	EYPA		2004358		USN	LH	200413
LH49116	2	MAN1A  RW01 MANUX 1A	EYPA		2004358		USN	LH	200413
LH49116	2	MAN1B  RW19 MANUX 1B	EYPA		2004358		USN	LH	200413
LH49116	2	TIR1A  RW01 TIRIN 1A	EYPA		2004358		USN	LH	200413
LH49116	2	TIR1B  RW19 TIRIN 1B	EYPA		2004358		USN	LH	200413
LH49116	3	I19    ILS/DME RW19	EYPA		2005076		USN	LH	200503
LH49116	3	Q19    NDB/DME RW19	EYPA		2005076		USN	LH	200503
LH62281	2	RW02	EYVI		2005328	4	USAF	LH	200512
LH62281	2	RW20	EYVI		2005328	4	USAF	LH	200512
LH62281	3	I02    ILSDME RW02	EYVI		2005104	2	USAF	LH	200504
LH62281	3	I20    ILSDME RW20	EYVI		2005104	2	USAF	LH	200504
LH62281	3	Q02    NDB/DME RW02	EYVI		2005104	2	USAF	LH	200504
LH62281	3	Q20    NDB/DME RW20	EYVI		2005104	2	USAF	LH	200504
LO54076	1	RW22-1	LZIB		2006159		USA	LO	200606
LO54076	1	RW22-2	LZIB		2006159		USA	LO	200606
LO54076	1	RW31-1	LZIB		2006159		USA	LO	200606
LO54076	1	RW31-2	LZIB		2006159		USA	LO	200606
LO54076	2	RW13	LZIB		2006131		USA	LO	200605
LO54076	2	RW31	LZIB		2006131		USA	LO	200605
LO54076	3	I22    ILS RW22	LZIB		2005356		USA	LO	200513
LO54076	3	I31    ILS RW31	LZIB		2005356		USA	LO	200513
LO54076	3	Q22    NDB(DME) RW22	LZIB		2005356		USA	LO	200513
LO54076	3	Q31    NDB(DME) RW31	LZIB		2005356		USA	LO	200513
LO76291	3	I01    ILS RW01	LZPP		2003191		USA	ATCA	200307
LO76291	3	Q01    NDB(DME) RW01	LZPP		2003191		USA	ATCA	200307
LU70687	2	RW06	ELLX		2006159	1	USAF	BAF	200606
LU70687	2	RW24	ELLX		2006159	1	USAF	BAF	200606
LU70687	3	I06    ILS/DME RW06	ELLX		2006159	3	USAF	LU	200606
LU70687	3	I24    ILS/DME RW24	ELLX		2006215	4	USAF	LU	200608
MK57017	1	RW34	LWSK		2003219		USA	MK	200308
MK57017	2	GOS1C  GOSTI1C	LWSK		2003219		USA	MK	200405
MK57017	2	GOS1D  GOSTI1D	LWSK		2003219		USA	MK	200405
MK57017	2	KRA1C  KRATO1C	LWSK		2003219		USA	MK	200405
MK57017	2	PEP1C  PEP1C	LWSK		2003219		USA	MK	200405
MK57017	2	PEP1D  PEP1D	LWSK		2003219		USA	MK	200405
MK57017	2	RUG1C  RUGAS1C	LWSK		2003219		USA	MK	200405
MK57017	2	RUG1D  RUGAS1D	LWSK		2003219		USA	MK	200405
MK57017	2	SIN1C  SIN1C	LWSK		2003219		USA	MK	200405
MK57017	2	SIN1D  SIN1D	LWSK		2003219		USA	MK	200405
MK57017	3	D34    VORDME RW34	LWSK		2004302	1	USA	MK	200411
MK57017	3	I34    ILS RW34	LWSK		2004302	2	USA	MK	200411
ML96354	3	D06    VOR/DME RW06	GABS		2006075		USAF	ASEC	200603
ML96354	3	D24    VOR/DME RW24	GABS		2006075		USAF	ASEC	200603
MO18633	3	I22    L/ILS RW22	GMME		2005272		USN	MO	200510
MP70808	3	D14    VOR PLS DME IPL RW14	FIMP	03800	2005076		USN	MP	200503
MP70808	3	D32    VORDME RW32	FIMP	03800	2005020		USN	MP	200501
MP70808	3	I14    ILS/DME RW14	FIMP	03800	2005020		USN	MP	200501
MT89297	2	AGA2A  AGARI2A	LMML		2006075		USN	MT	200603
MT89297	2	AGA2B  AGARI2B	LMML		2006075		USN	MT	200603
MT89297	2	AGA2D  AGARI2D	LMML		2006075		USN	MT	200603
MT89297	2	AGA3C  AGARI3C	LMML		2006075		USN	MT	200603
MT89297	2	GOD2A  GODAK2A	LMML		2006075		USN	MT	200603
MT89297	2	GOD2B  GODAK2B	LMML		2006075		USN	MT	200603
MT89297	2	GOD2D  GODAK2D	LMML		2006075		USN	MT	200603
MT89297	2	GOD3C  GODAK3C	LMML		2006075		USN	MT	200603
MT89297	2	GZO3A	LMML		2006075		USN	MT	200603
MT89297	2	GZO3B	LMML		2006075		USN	MT	200603
MT89297	2	GZO3C	LMML		2006075		USN	MT	200603
MT89297	2	GZO3D	LMML		2006075		USN	MT	200603
MT89297	2	LOR2A  LORED2A	LMML		2006075		USN	MT	200603
MT89297	2	LOR2B  LORED2B	LMML		2006075		USN	MT	200603
MT89297	2	LOR2C  LORED2C	LMML		2006075		USN	MT	200603
MT89297	2	LOR2D  LORED2D	LMML		2006075		USN	MT	200603
MT89297	2	OBI2A  OBITA2A	LMML		2006075		USN	MT	200603
MT89297	2	OBI2B  OBITA2B	LMML		2006075		USN	MT	200603
MT89297	2	OBI2C  OBITA2C	LMML		2006075		USN	MT	200603
MT89297	2	OBI2D  OBITA2D	LMML		2006075		USN	MT	200603
MT89297	2	SUD2A  SUDIK2A	LMML		2006075		USN	MT	200603
MT89297	2	SUD2B  SUDIK2B	LMML		2006075		USN	MT	200603
MT89297	2	SUD2C  SUDIK2C	LMML		2006075		USN	MT	200603
MT89297	2	SUD2D  SUDIK2D	LMML		2006075		USN	MT	200603
MT89297	3	I14    ILS/DME RW14	LMML	05700	2006075		USN	MT	200603
MT89297	3	I32    ILS/DME RW32	LMML	05700	2006131		USN	MT	200605
MT89297	3	Q14    VOR/NDB/DME RW14	LMML	05700	2006075		USN	MT	200603
MT89297	3	Q32    NDB/DME RW32	LMML	05700	2006075		USN	MT	200603
MU27038	3	D07    VORTAC RW07	OOMA		2006215		USAF	RAFO	200608
MU27038	3	D25    VORTAC RW25	OOMA		2006215		USAF	RAFO	200608
MU27038	3	I17    VORTAC ILS/DME RW17	OOMA		2006215	1	USAF	RAFO	200608
MU33769	3	D08-AB VORDME RW08(CATAB)	OOMS	11800	2005104		USN		200604
MU33769	3	D08-CD VORDME RW08(CATCDE)	OOMS	11800	2005104		USN	MU	200604
MU33769	3	D26    VORDME RW26	OOMS	11800	2005104		USN	MU	200504
MU33769	3	I08-AB VORDMEILS RW08(CATAB)	OOMS	11800	2005104		USN	MU	200604
MU33769	3	I08-CD VORDMEILS RW08(CATCD)	OOMS	11800	2005104		USN	MU	200604
MU33769	3	I26    VORDME/ILS RW26	OOMS	11800	2005104		USN	MU	200504
MU71030	2	DAX1A  DAXAM1A	OOSA		2003023		USN	DGCA	200301
MU71030	2	DAX1B  DAXAM1B	OOSA		2003023		USN	DGCA	200301
MU71030	2	DAX1C  DAXAM1C	OOSA		2003023		USN	DGCA	200301
MU71030	2	DAX1D  DAXAM1D	OOSA		2003023		USN	DGCA	200301
MU71030	2	KAP1A  KAPET1A	OOSA		2003023		USN	DGCA	200301
MU71030	2	KAP1C  KAPET1C	OOSA		2003023		USN	DGCA	200301
MU71030	3	D07    VORDME RW07	OOSA		2005048		USN	DGCA	200502
MU71030	3	D25    VORDME RW25	OOSA		2005048		USN	DGCA	200502
MU71030	3	I25-AB ILSDME RW25(CATAB)	OOSA		2005048		USN	DGCA	200604
MU71030	3	I25-CD ILSDME RW25(CATCD)	OOSA		2005048		USN	DGCA	200604
MU71030	3	I25-V  VORDME/ILS RW25	OOSA		2005048		USN	DGCA	200604
MU86167	2	RW17   SID 17	OOTH		2002136		USAF	RAFO	200205
MU86167	3	D17    VORTAC RW17	OOTH		2005048		USAF	RAFO	200502
MU86167	3	D35    VORTAC RW35	OOTH		2005048		USAF	RAFO	200502
MU86167	3	I17    VORTAC-ILS/DME RW17	OOTH		2005048	1	USAF	RAFO	200502
MV43881	2	RW18	VRMM		2004330		USAF		200412
MV43881	2	RW36	VRMM		2004330		USAF		200412
MV43881	3	D18    VORDME-1 RW18	VRMM		2004330		USA		200604
MV43881	3	I36    VORDME, ILSDME-2 RW36	VRMM		2005020		USAF		200604
MX12717	3	D10    VORDME RW10	MMCM		2004106	1	USA	DGAC	200404
MX12717	3	D28    VORDME RW28	MMCM		2004106	1	USA	DGAC	200404
MX17909	3	D28    VORDME 1 RW28	MMMD		2005132	3	USAF	DGAC	200505
MX17909	3	I10    ILSDME RW10	MMMD		2005188	4	USAF	DGAC	200507
MX59326	2	RW06	MMAA		2004274		USN	DGAC	200410
MX59326	2	RW10	MMAA		2004274		USN	DGAC	200410
MX59326	2	RW24	MMAA		2005132		USN	DGAC	200505
MX59326	2	RW28	MMAA		2005132		USN	DGAC	200505
MX59326	3	D10-1  VORDME 1 RW10	MMAA		2005300		USN	DGAC	200511
MX59326	3	D10-2  VORDME 2 RW10	MMAA		2005300		USN	DGAC	200604
MX59326	3	D28-1  VORDME 1 RW28	MMAA		2005300		USN	DGAC	200604
MX59326	3	D28-2  VORDME 2 RW28	MMAA		2005300		USN	DGAC	200604
MX59326	3	I10    ILSDME 1 RW10	MMAA		2006271		USN	DGAC	200610
MX59326	3	I28    ILSDME 1 RW28	MMAA		2006271		USN	DGAC	200610
MX59326	3	L28    LOC/DME RW28	MMAA		2003023		USN	DGAC	200302
MX61234	2	RW18	MMVR		2005132	2	USAF	DGAC	200505
MX61234	2	RW36	MMVR		2005132	2	USAF	DGAC	200505
MX63240	2	APAN3A APAN3A(RW05L/R)	MMMX		2005076	1	USAF	DGAC	200503
MX63240	2	CUTLA1 CUTLA1(RW05L/R)	MMMX		2002276	1	USAF	DGAC	200210
MX63240	2	POTS1B POTSI1B(RW23L/R)	MMMX		2005244	2	USAF	DGAC	200509
MX63240	2	RIOJ2B RIOJA2B(RW23L/R)	MMMX		2005244	2	USAF	DGAC	200509
MX63240	2	TOLU1A TOULCA 1A (RW05L/R)	MMMX		0220276	1	USAF	DGAC	200509
MX63240	2	TOLU1B TOLUCA 1B (RW23L/R)	MMMX		2005244	2	USAF	DGAC	200509
MX63240	2	TOLU1C TOLUCA 1C (RW23L/R)	MMMX		2005244	2	USAF	DGAC	200509
MX63240	2	TULA3B TULAS 3B (RW23L/R)	MMMX		2005244	2	USAF	DGAC	200509
MX63240	2	VISS1  VISOS1(RW05L/R)	MMMX		2002220	1	USAF	DGAC	200208
MX63240	3	D05L   VORDME 1 RW05L	MMMX		2005188	1	USAF	DGAC	200507
MX63240	3	D05R   VORDME 1 RW05R	MMMX		2005188	1	USAF	DGAC	200507
MX63240	3	D23L   VORDME 1 RW23L	MMMX		2005188	1	USAF	DGAC	200507
MX63240	3	D23R   VORDME 1 RW23R	MMMX		2005188	1	USAF	DGAC	200507
MX63240	3	I05R   ILS/DME 1 RW05R	MMMX		2005188	1	USAF	DGAC	200507
MX78290	3	D31    VORDME 1 RW31	MMTM		2005132	1	USAF	DGAC	200505
MX85165	2	RW05	MMCZ		2004218	3	USAF	DGAC	200408
MX85165	2	RW11	MMCZ		2004218	3	USAF	DGAC	200408
MX85165	2	RW23	MMCZ		2004218	3	USAF	DGAC	200408
MX85165	2	RW29	MMCZ		2004218	3	USAF	DGAC	200408
MX85165	3	D05    VOR/DME 1 RW05	MMCZ		2004050		USAF	DGAC	200402
MX85165	3	D11    VORDME 1 RW11	MMCZ		2004050		USAF	DGAC	200402
MX85165	3	D23    VOR/DME 1 RW23	MMCZ		2004050		USAF	DGAC	200402
MX85165	3	D29    VORDME 1 RW29	MMCZ		2004050		USAF	DGAC	200402
MX90657	2	RW12	MMUN		2005132	1	USAF	DGAC	200505
MX90657	2	RW30	MMUN		2005132	1	USAF	DGAC	200505
MX90657	3	D12    VORDME 1 RW12	MMUN		2005300	1	USAF	DGAC	200511
MX90657	3	D30    VORDME 2 RW30	MMUN		2005300	1	USAF	DGAC	200511
MX90657	3	I12-1  ILS/DME RW12	MMUN		2005300	1	USAF	DGAC	200511
MX90657	3	I12-3  ILS/DME RW12	MMUN		2005300	1	USAF	DGAC	200511
MY02247	3	T18    TACAN 1 HI/LO RW18	WMKD	09400	2006271		USN	RMAF	200610
MY02247	3	T36-2  TACAN 2 HI/LO RW36	WMKD	09400	2006271		USN	RMAF	200610
MY02247	3	T36-3  TACAN 3 HI/LO RW36	WMKD	09400	2006271		USN	RMAF	200610
MY06516	3	D14    VOR/DME ARC RW14	WBKL		2004274		USN	RMAF	200410
MY06516	3	D32    VOR/DME ARC RW32	WBKL		2004274		USN	RMAF	200410
MY19731	2	RW15N  NORTH RW15	WMSA		2004162	1	USAF	MDCA	200406
MY19731	2	RW15NE NORTHEAST RW15	WMSA		2004162		USAF	MDCA	200406
MY19731	2	RW15S  SOUTH RW15	WMSA		2004162	1	USAF	MDCA	200406
MY19731	2	RW33N  NORTH RW33	WMSA		2004162	1	USAF	MDCA	200406
MY19731	2	RW33NE NORTHEAST RW33	WMSA		2004162		USAF	MDCA	200406
MY19731	2	RW33S  SOUTH RW33	WMSA		2004162	1	USAF	MDCA	200406
MY19731	3	D15    VOR/DME/LOCATOR RW15	WMSA		2004330	1	USAF	MDCA	200412
MY19731	3	I15    ILS RW15	WMSA		2006215	2	USAF	MDCA	200608
MY19731	3	I33    ILS RW33	WMSA		2006215	2	USAF	MDCA	200608
MY19731	3	Q33    NDB/DME(NDB/LOC) RW33	WMSA		2006215	2	USAF	MDCA	200608
MY19731	3	S15    VOR LOCATOR RW15	WMSA		2004330		USAF	MDCA	200412
MY87257	2	BATARA RW 14L/32R SOUTH	WMKK		2005188		USAF		200507
MY87257	2	DUMOKA RW 14L/32R SOUTH	WMKK		2005188		USAF		200507
MY87257	2	DUMOKC RW 14L/32R SOUTH	WMKK		2005188		USAF		200507
MY87257	2	POBOSA RW 14L/32R NORTHEAST	WMKK		2005188		USAF		200507
MY87257	2	PULIPA RW 14L/32R NORTHEAST	WMKK		2005188		USAF		200507
MY87257	2	RUMIDA RW 14L/32R SOUTH	WMKK		2005188		USAF		200507
MY87257	2	SAPATA RW 14L/32R SOUTH	WMKK		2005188		USAF		200507
MY87257	3	I14L   ILS/DME 14L	WMKK		2005188		USAF		200507
MY87257	3	I14R   ILS/DME RW14R	WMKK		2005188		USAF		200507
MY87257	3	I32L   ILS/DME RW32L	WMKK		2005188		USAF		200507
MY87257	3	I32R   ILS/DME RW32R	WMKK		2005188		USAF		200507
MY87257	3	L14L   LLZ/DME 14L	WMKK		2005188		USAF		200507
MY87257	3	L14R   LLZ/DME RW14R	WMKK		2005188		USAF		200507
MY87257	3	L32L   LLZ/DME RW32L	WMKK		2005188		USAF		200507
MY87257	3	L32R   LLZ/DME RW32R	WMKK		2005188		USAF		200507
NL15268	3	T02    TACAN RW02	EHDL	04000	2006131		USA	RNLA	200605
NL15268	3	T20    TACAN RW20	EHDL	04000	2006131		USA	RNLA	200605
NL26044	1	MAASTR MAASTRICHT	EHBK		2006075		USA	NL	200603
NL26044	2	DOSX1A DOSEX 1A	EHBK		2006103		USA	NL	200604
NL26044	2	DOSX1B DOSEX 1B	EHBK		2006103		USA	NL	200604
NL26044	2	LIMA1A	EHBK		2006103		USA	NL	200604
NL26044	2	LIMA1B	EHBK		2006103		USA	NL	200604
NL26044	2	NOR1A	EHBK		2006103		USA	NL	200604
NL26044	2	NOR1B	EHBK		2006103		USA	NL	200604
NL26044	2	OLNO2A	EHBK		2006103		USA	NL	200604
NL26044	2	OLNO2B	EHBK		2006103		USA	NL	200604
NL26044	2	PESR1A PESER 1A	EHBK		2006103		USA	NL	200604
NL26044	2	PESR1B PESER 1B	EHBK		2006103		USA	NL	200604
NL26044	2	REKK1A REKKEN 1A	EHBK		2006103		USA	NL	200604
NL26044	2	REKK1B REKKEN 1B	EHBK		2006103		USA	NL	200604
NL26044	2	THRN2A THORN 2A	EHBK		2006103		USA	NL	200604
NL26044	2	THRN2B THORN 2B	EHBK		2006103		USA	NL	200604
NL26044	2	VERR2A VEROR 2A	EHBK		2006103		USA	NL	200604
