SUAS_IDENT	SECTOR	TYPE	NAME	ICAO	CON_AGCY	LOC_HDATUM	WGS_DATUM	COMM_NAME	FREQ1	FREQ2	LEVEL	UPPER_ALT	LOWER_ALT	EFF_TIMES	WX	CYCLE_DATE
CYA752(M)		A	LIVERPOOL, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	123.9   M	368.5   M	B	FL280	SURFACE	CONT DAYS MON-FRI EXC HOL OT BY NOTAM	VFR-IFR	200103
CYA753(S)		A	STANLEY, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	119.2   M	225.2   M	L	005000AMSL	SURFACE	CONT DAYS 15 APR-1 DEC	VFR	200412
CYA755(M)		A	GOOSE BAY, NF	CZQX	MIL COORD CNTR	WGE	WGE	MONCTON CENTER	120.4   M	294.5   M	B	017000AMSL	05000AMSL	DLY EXC SUN 1100-0430Z++ 17 APR-30 NOV	VFR-IFR	200111
CYD101		D	PACIFIC OCEAN (NEAR TOFINO, BC)	CZVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CENTER	135.2   M	266.3   M	H	FL600	FL230	BY NOTAM 36 HR PPR	VMC-IMC	200411
CYD106		D	PACIFIC OCEAN, BC (NEAR TOFINO, BC)	CZ		WGE	WGE	VANCOUVER CENTER	132.9   M	254.9   M	B	FL230	SURFACE	CONT	VMC-IMC	200411
CYD111		D	PACIFIC OCEAN (NEAR TOFINO, BC)	CZVR	19 WG OPS, CFB COMOX C250-339-8231	WGE	WGE	VANCOUVER CENTER	135.2   M	266.3   M	H	FL310	FL230	BY NOTAM 48 HR PPR	VMC-IMC	200602
CYD734		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL200	SURFACE	BY NOTAM	VFR-IFR	200411
CYD735		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL200	SURFACE	BY NOTAM	VFR-IFR	200411
CYD736		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL200	SURFACE	BY NOTAM	VFR-IFR	200411
CYD737		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL200	SURFACE	BY NOTAM	VFR-IFR	200411
CYD738		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL200	SURFACE	BY NOTAM	VFR-IFR	200411
CYD739		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL300	SURFACE	BY NOTAM	VFR-IFR	200411
CYD740		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL300	SURFACE	BY NOTAM	VFR-IFR	200411
CYD741		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL300	SURFACE	BY NOTAM	VFR-IFR	200411
CYD742		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL300	SURFACE	BY NOTAM	VFR-IFR	200411
CYD743		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL300	SURFACE	BY NOTAM	VFR-IFR	200411
CYD744		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL300	SURFACE	BY NOTAM	VFR-IFR	200411
CYD745		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL300	SURFACE	BY NOTAM	VFR-IFR	200411
CYD746		D	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	133.95  M	290.6   M	B	FL300	SURFACE	BY NOTAM	VFR-IFR	200411
CYR103		R	BENTINCK ISLAND, BC	CZVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CENTER	132.9   M	254.9   M	L	003000AMSL	SURFACE	BY NOTAM	VFR-IFR	200408
CYR104		R	ESQUIMALT, BC	CZVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CENTER	132.9   M	254.9   M	L	002000AMSL	SURFACE	BY NOTAM	VMC-IMC	200102
CYR107		R	STRAIT OF GEORGIA, BC	CZVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CENTER	132.9   M	254.9   M	L	013500AMSL	01000AGL	BY NOTAM	VFR-IFR	200301
CYR108		R	MARY HILL, BC ( NEAR VICTORIA ,BC )	CZVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CENTER	132.9   M	254.9   M	L	003000AMSL	SURFACE	BY NOTAM	VMC-IMC	200408
CYR109		R	JUAN DE FUCA STRAIT, BC	CZVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CENTER	132.9   M	254.9   M	B	UNLTD	SURFACE	BY NOTAM	VFR-IFR	200301
CYR112		R	BURNABY, BC	CZ	WARDEN, BURNABY CORRECT CNTR FOR WOMEN	WGE	WGE				L	000500AMSL	SURFACE	CONT	VFR-IFR	200010
CYR114		R	VICTORIA, BC	CZ	DIST DRCT, VANCOUVER I RGNL CORR CNTR	WGE	WGE				L	000500AMSL	SURFACE	CONT	VFR-IFR	200107
CYR115		R	WHITE LAKE, BC	CZ	OPS MGR, DOMINION RDO ASTRO OBSERVER	WGE	WGE				L	001000AMSL	SURFACE	CONT	VFR-IFR	200109
CYR138		R	KENT MOUNTAIN, BC (NEAR AGASSIZ )	CZ	WARDEN, KENT MOUNTAIN INSTITUTION	WGE	WGE	VANCOUVER	132.9   M	254.9   M	L	001100AMSL	SURFACE	CONT	VFR-IFR	200113
CYR139		R	WILLIAM HEAD, BC	CZ	WARDEN, WILLIAM HEAD INSTITUTION	WGE	WGE	VANCOUVER CENTER	132.9   M	254.9   M	L	001000AMSL	SURFACE	CONT	VFR-IFR	200010
CYR140		R	MISSION, BC	CZ	WARDEN, MISSION INSTITUTION	WGE	WGE	VANCOUVER CENTER	132.9   M	254.9   M	L	001500AMSL	SURFACE	CONT	VFR-IFR	200010
CYR141		R	MATSQUI, BC	CZ	WARDEN, PACIFIC INSTITUTION	WGE	WGE	VANCOUVER CENTER	132.9   M	254.9   M	L	000300AMSL	SURFACE	CONT	VFR-IFR	200513
CYR156		R	ALBERT HEAD, BC (NEAR VICTORIA)	CZVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CENTER	132.9   M	254.9   M	L	003000AMSL	SURFACE	BY NOTAM	VMC-IMC	200408
CYR157		R	COMOX, BC	CZVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CENTER	132.2   M	266.3   M	L	017000AMSL	07000AMSL	BY  NOTAM	VFR-IFR	200402
CYR160		R	WILLIAMS LAKE, BC (CHILCOTIN MIL RSV)	CZVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CENTER	134.0   M	381.4   M	L	010000AMSL	SURFACE	BY  NOTAM	VMC-IMC	200014
CYR165		R	CHILLIWACK, BC	CZVR	AREA SUPPORT UNIT, DND	WGE	WGE	VANCOUVER CENTER	135.0   M	351.3   M	L	004000AMSL	SURFACE	CONT	VFR-IFR	200403
CYR203		R	CAMP WAINWRIGHT, AB	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON ACC	133.45  M	340.7   M	L	017000AMSL	SURFACE	CONT	VFR-IFR	200102
CYR204		R	COLD LAKE, AB	CZOD	COLD LAKE TWR	WGE	WGE	COLD LAKE TOWER	126.2   M	226.5   M	B	UNLTD	SURFACE	CONT	VFR-IFR	200102
CYR205(1)		R	SUFFIELD, AB	CZ	OPS OFFICER, CFB SUFFIELD	WGE	WGE	EDMONTON CENTER	125.05  M	229.3   M	B	UNLTD	SURFACE	CONT	VFR-IFR	200408
CYR205(2)		R	SUFFIELD, AB	CZ	OPS OFFICER, CFB SUFFIELD	WGE	WGE	EDMONTON CENTER	125.05  M	229.3   M	B	015000AMSL	SURFACE	CONT	VFR-IFR	200408
CYR208		R	BOWDEN, AB	CZ	WARDEN, BOWDEN CORRECTIONAL INSTITUTE	WGE	WGE	EDMONTON CENTER	133.45  M	340.7   M	L	004100AMSL	SURFACE	CONT	VFR-IFR	200012
CYR211		R	DRUMHELLER, AB	CZ	WARDEN, DRUMHELLER INSTITUTION	WGE	WGE	EDMONTON CENTER	133.45  M	340.7   M	L	003800AMSL	SURFACE	CONT	VFR-IFR	200012
CYR212		R	EDMONTON, AB	CZ	WARDEN, EDMONTON INSTITUTION	WGE	WGE	EDMONTON CENTER	133.45  M	340.7   M	L	003200AMSL	SURFACE	CONT	VFR-IFR	200010
CYR220		R	GRANDE CACHE, AB	CZ	WARDEN, GRAND CACHE INSTITUTION	WGE	WGE	EDMONTON CENTER	133.45  M	340.7   M	L	004900AMSL	SURFACE	CONT	VFR-IFR	200403
CYR221		R	COLD LAKE, AB	CZOD	COLD LAKE TRML CON	WGE	WGE	COLD LAKE TRML CNTR	124.5   M	322.8   M	B	UNLTD	07000AMSL	MON-SAT 1400-0100Z++ OT BY NOTAM	VFR-IFR	200501
CYR222		R	COLD LAKE, AB	CZOD	COLD LAKE TRML CON	WGE	WGE	COLD LAKE TERMINAL	124.5   M	322.8   M	H	UNLTD	FL180	CONT	VFR-IFR	200501
CYR223		R	COLD LAKE, AB	CZOD	COLD LAKE TRML CON	WGE	WGE	COLD LAKE TERMINAL	124.5   M	322.8   M	L	017999AMSL	07000AMSL	BY NOTAM	VFR-IFR	200501
CYR224		R	COLD LAKE, AB	CZOD	COLD LAKE TRML CON	WGE	WGE	COLD LAKE TRML CNTR	124.5   M	322.8   M	H	FL290	12500AGL	BY NOTAM	VFR-IFR	200403
CYR225		R	COLD LAKE, AB	CZOD	COLD LAKE TRML CON	WGE	WGE	COLD LAKE TRML CNTR	124.5   M	322.8   M	H	FL290	FL180	BY NOTAM	VFR-IFR	200403
CYR251		R	LETHBRIDGE, AB	CZ	LETHBRIDGE ROCKETRY ASSOCIATION	WGE	WGE				L	012000AMSL	SURFACE	BY NOTAM	VFR	200209
CYR252		R	LETHBRIDGE, AB	CZQL	LETHBRIDGE ROCKETRY ASSOCIATION	WGE	WGE				B	FL230	SURFACE	BY NOTAM	VFR-IFR	200412
CYR265		R	NAMAO, AB	CZEG	SATCO, 408 SQUADRON EDMONTON	WGE	WGE	EDMONTON CENTRE	119.5   M	226.3   M	L	003399AMSL	SURFACE	CONT	VFR-IFR	200113
CYR268		R	COLD LAKE, AB	CZOD	COLD LAKE TRML CON	WGE	WGE	COLD LAKE TRML CNTR	124.5   M	322.8   M	B	FL260	07000AMSL	MON-FRI 1500-0100Z++ OT BY NOTAM	VFR-IFR	200412
CYR269		R	COLD LAKE, AB	CZOD	COLD LAKE TRML CON	WGE	WGE	COLD LAKE TRML CNTR	124.5   M	322.8   M	B	FL260	07000AMSL	MON-FRI 1500-0100Z++ OT BY NOTAM	VFR-IFR	200412
CYR301		R	CAMP DUNDURN, SK	CZWG	WINNIPEG ACC	WGE	WGE	WINNIPEG CTL CLTR	133.1   M	299.6   M	L	FL280	SURFACE	CONT NGT BY NOTAM	VFR-IFR	200102
CYR302		R	REGIONAL PSYCHIATRIC CENTER, SK	CZ	WARDEN, PSYCHIATRIC CENTER	WGE	WGE	EDMONTON CENTER	133.45  M	340.7   M	L	001900AMSL	SURFACE	CONT	VFR-IFR	200010
CYR303		R	MOOSE JAW, SK	CZMJ	MOOSE JAW TWR	WGE	WGE	MOOSE JAW TOWER	126.2   M		L	010000AMSL	SURFACE	CONT	VFR	200313
CYR309		R	PRINCE ALBERT, SK	CZ	WARDEN, SASKATCHEWAN PENITENTIARY	WGE	WGE	WINNIPEG CENTER	124.0   M	225.2   M	L	001900AMSL	SURFACE	CONT	VFR-IFR	200102
CYR316		R	MAPLE CREEK, SK	CZ	WARDEN, OKIMAW OHCI HEALING LODGE	WGE	WGE	WINNIPEG CENTER	124.0   M	225.2   M	L	005000AMSL	SURFACE	CONT	VFR-IFR	200010
CYR401		R	PINAWA, MB	CZ	MANAGER PROTECTIVE SVC BRANCH	WGE	WGE	WINNIPEG CENTER	124.0   M	225.2   M	L	002000AMSL	SURFACE	CONT	VFR-IFR	200010
CYR405		R	STONY MOUNTAIN, MB	CZ	WARDEN, STONY MOUNTAIN INSTITUTION	WGE	WGE	WINNIPEG CENTER	124.0   M	225.2   M	L	001800AMSL	SURFACE	CONT	VFR-IFR	200010
CYR406		R	CAMP SHILO, MB	CZ	BASE OPS, CFB SHILO	WGE	WGE	WINNIPEG CENTER	132.25  M	285.4   M	L	004000AMSL	SURFACE	CONT	VFR-IFR	200102
CYR409		R	STONY MOUNTAIN, MB	CZ	BRISTOL AEROSPACE LTD, ROCKWOOD PLANT	WGE	WGE	WINNIPEG CENTER	124.0   M	225.2   M	L	001300AMSL	SURFACE	CONT	VFR-IFR	200102
CYR410		R	CAMP SHILO, MB	CZ	BASE OPS, CFB SHILO	WGE	WGE	WINNIPEG CENTER	132.25  M	285.4   M	B	FL280	SURFACE	CONT	VFR-IFR	200408
CYR501		R	MEAFORD RANGE, ON	CZYZ	TORONTO ACC	WGE	WGE	TORONTO CENTER	132.5   M	290.6   M	L	012000AMSL	SURFACE	CONT	VFR-IFR	200103
CYR502		R	CFB BORDEN, ON	CZYZ	BASE OPS, CFB BORDEN	WGE	WGE	BORDEN OPERATIONS	123.5   M	242.1   M	L	007000AMSL	SURFACE	CONT	VFR-IFR	200102
CYR503		R	KINGSTON, ON	CZYZ	WARDEN, KINGSTON PENITENTIARY	WGE	WGE				L	001300AMSL	SURFACE	CONT	VFR-IFR	200101
CYR504		R	JOYCEVILLE, ON	CZYZ	WARDEN, JOYCEVILLE INSTITUTION	WGE	WGE				L	001400AMSL	SURFACE	CONT	VFR-IFR	200103
CYR505		R	MILLHAVEN, ON	CZYZ	WARDEN, MILLHAVEN INSTITUTION	WGE	WGE				L	001300AMSL	SURFACE	CONT	VFR-IFR	200103
CYR506		R	WARKWORTH, ON	CZYZ	WARDEN, WARKWORTH INSTITUTION	WGE	WGE				L	001400AMSL	SURFACE	CONT	VFR-IFR	200103
CYR507		R	COLLINS BAY, ON	CZYZ	WARDEN, COLLINS BAY INSTITUTION	WGE	WGE				L	000520AMSL	SURFACE	CONT	VFR-IFR	200010
CYR508		R	HAZELDEAN, ON	CZUL	NATURAL RESOURCES CANADA	WGE	WGE	MONTREAL CENTER	134.975 M	266.8   M	L	001400AMSL	SURFACE	CONT DAYS	VFR	200101
CYR510		R	CHALK RIVER, ON	CZYZ	GENERAL MGR, FAC AND SUPPORT, AECL	WGE	WGE	TORANTO CENTER	135.2   M	278.5   M	L	003000AMSL	SURFACE	CONT	VFR-IFR	200010
CYR511		R	CFB PETAWAWA, ON	CZYZ	BATCO, CFB PETAWAWA	WGE	WGE	PETAWAWA BATCO	49.9    M	126.4   M	B	FL200	SURFACE	CONT	VFR-IFR	200408
CYR518		R	NIAGARA FALLS, ON	CZYZ	RGNL DRCTR	WGE	WGE	TORONTO CENTER	124.925 M	236.8   M	L	003499AMSL	SURFACE	CONT	VFR-IFR	200206
CYR531		R	CONNAUGHT RANGE, ON	CZYZ	CONNAUGHT RNG TRNG CNTR	WGE	WGE	MONTREAL CNTR	134.975 M	266.8   M	L	001000AMSL	SURFACE	CONT	VFR-IFR	200111
CYR533		R	KITCHENER, ON	CZYZ	WARDEN, GRAND VALLEY INSTITUTION	WGE	WGE				L	001500AMSL	SURFACE	CONT	VFR-IFR	200010
CYR535		R	CAYUGA, ON	CZYZ	ANTHONY CESARONI, TRIPOLI TORONTO	WGE	WGE	TORONTO ACC	133.3   M	290.8   M	L	011000AMSL	SURFACE	BY NOTAM	VFR-IFR	200107
CYR536		R	DWYER HILL, ON	CZYZ	DWYER HILL TRNG CNTR, DND	WGE	WGE	OTTAWA TRML	127.7   M	247.0   M	L	002500AMSL	SURFACE	CONT	VFR-IFR	200111
CYR537		R	PARLIAMENT HILL, ON	CZUL	ROYAL CANADIAN MOUNTED POLICE	WGE	WGE				L	001500AMSL	SURFACE	CONT	VFR-IFR	200301
CYR538		R	RIDEAU HALL, ON	CZUL	ROYAL CANADIAN MOUNTED POLICE	WGE	WGE				L	001500AMSL	SURFACE	CONT	VFR-IFR	200301
CYR540		R	OTTAWA, ON	CZUL	ROYAL CANADIAN MOUNTED POLICE	WGE	WGE	MONTREAL CENTER	132.35  M	229.2   M	L	003000AMSL	SURFACE	CONT	VFR-IFR	200301
CYR602		R	VALCARTIER,  QC	CZUL	G3 AIR	WGE	WGE	QUEBEC TERMINAL CON	127.8   M	322.8   M	L	017000AMSL	07000AMSL	BY NOTAM	VFR-IFR	200604
CYR603		R	VALCARTIER, QC	CZUL	BASE OPS, VALCARTIER	WGE	WGE	QUEBEC TERMINAL CON	127.8   M	322.8   M	B	017000AMSL	SURFACE	CONT	VFR-IFR	200105
CYR606		R	LAKE SAINT PIERRE, QC	CZUL	MONTREAL ACC	WGE	WGE	MONTREAL CENTER	125.15  M	287.2   M	L	017000AMSL	SURFACE	INTMT	VFR-IFR	200103
CYR607		R	BAGOTVILLE, QC	CZUL	BAGOTVILLE MILITARY TERMINAL CONTROL	WGE	WGE	MONTREAL CENTER	125.15  M	287.2   M	L	018000AMSL	06000AMSL	INTMT	VFR-IFR	200607
CYR608		R	DONNACONA, QC	CZUL	WARDEN, DONNACONA INSTITUTION	WGE	WGE				L	001200AMSL	SURFACE	CONT	VFR-IFR	200103
CYR610		R	COWANSVILLE, QC	CZUL	WARDEN, COWANSVILLE INSTITUTION	WGE	WGE				L	000600AMSL	SURFACE	CONT	VFR-IFR	200103
CYR612		R	VALCARTIER, QC	CZUL	BASE OPS, VALCARTIER	WGE	WGE	VALCARTIER TOWER	126.2   M	307.6   M	L	002700AMSL	SURFACE	CONT	VFR-IFR	200105
CYR613		R	ARCHAMBAULT (STE-ANNE-DES-PLAINES), QC	CZUL	WARDEN, ARCHAMBAULT INSTITUTION	WGE	WGE				L	000800AMSL	SURFACE	CONT	VFR-IFR	200105
CYR614		R	LECLERC (ST-VINCENT-DE-PAUL), QC	CZUL	WARDEN, FEDERAL TRNG CNTR	WGE	WGE				L	001300AMSL	SURFACE	CONT	VFR-IFR	200103
CYR615		R	LA MACAZA, QC	CZUL	WARDEN, LA MACAZA INSTITUTION	WGE	WGE				L	001800AMSL	SURFACE	CONT	VFR-IFR	200103
CYR617		R	PORT CARTIER, QC	CZQM	WARDEN, PORT CARTIER INSTITUTION	WGE	WGE				L	000400AMSL	SURFACE	CONT	VFR-IFR	200103
CYR618		R	DRUMMOND, QC	CZUL	WARDEN, DRUMMOND INSTITUTION	WGE	WGE				L	000900AMSL	SURFACE	CONT	VFR-IFR	200103
CYR620		R	HARRINGTON LAKE (LAC MOUSSEAU), QC	CZUL	RCMP	WGE	WGE	MONTREAL CENTER	134.9   M	266.8   M	L	002000AMSL	SURFACE	CONT	VFR-IFR	200101
CYR624		R	ST THERSE, QC	CZUL	BELL COPTER/TEXTRON	WGE	WGE	MONTREAL CENTER	125.15  M	287.2   M	L	001300AMSL	SURFACE	CONT DAYS	VFR-IFR	200103
CYR625		R	JOLIETTE, QC	CZUL	WARDEN, JOLIETTE INSTITUTION	WGE	WGE	MONTREAL CENTER	134.975 M	266.8   M	L	000725AMSL	SURFACE	CONT	VFR-IFR	200011
CYR626		R	CHUTE MONTMORENCY, QC	CZUL	RGNL DRCTR CIV AVN	WGE	WGE	MONTREAL CENTER	135.025 M		L	000600AMSL	SURFACE	CONT	VFR-IFR	200402
CYR628		R	CHIBOUGAMAU/CHAPAIS WEST, QC	CZUL	SNC TECHNOLOGIES, INC	WGE	WGE	MONTREAL CENTER	127.3   M		L	017000AMSL	SURFACE	BY NOTAM	VFR-IFR	200402
CYR629		R	CHIBOUGAMAU/CHAPAIS EAST, QC	CZUL	SNC TECHNOLOGIES, INC	WGE	WGE	MONTREAL CENTER	127.3   M		L	017000AMSL	SURFACE	BY NOTAM	VFR-IFR	200402
CYR701		R	GOOSE BAY, NF	CZQX	MIL COORD CNTR	WGE	WGE	GANDER CENTER	124.175 M	294.5   M	B	FL280	SURFACE	BY NOTAM	VFR-IFR	200603
CYR706		R	CAMP ALDERSHOT, NS	CZQM	CFB GREENWOOD	WGE	WGE	GREENWOOD	120.6   M	335.9   M	L	001000AMSL	SURFACE	CONT	VFR-IFR	200503
CYR711		R	SPRINGHILL, NS	CZQM	WARDEN, SPRINGHILL INSTITUTION	WGE	WGE				L	001600AMSL	SURFACE	CONT	VFR-IFR	200103
CYR717		R	HALIFAX, NS	CZQM	MONCTON ACC	WGE	WGE	MONCTON CENTER	119.2   M	363.8   M	L	001500AMSL	SURFACE	BY NOTAM	VFR-IFR	200103
CYR722		R	FREDERICTON/GAGETOWN, NB	CZQM	CTC GAGETOWN RNG CON OFFICER	WGE	WGE	MONCTON CENTER	124.3   M	270.8   M	L	001200AMSL	SURFACE	CONT	VFR-IFR	200103
CYR724		R	FREDERICTON/GAGETOWN, NB	CZQM	CTC GAGETOWN RNG CON OFFICER	WGE	WGE	MONCTON CENTER	124.3   M	270.8   M	B	FL250	SURFACE	CONT	VFR-IFR	200103
CYR725		R	FREDERICTON/GAGETOWN, NB	CZQM	CTC GAGETOWN RNG CON OFFICER	WGE	WGE	MONCTON CENTER	124.3   M	270.8   M	L	002000AMSL	SURFACE	CONT	VFR-IFR	200103
CYR726		R	GOOSE BAY, NF	CZQM	MIL COORD CNTR	WGE	WGE	MONCTON CENTER	120.4   M	294.5   M	L	003000AMSL	SURFACE	CONT 17 APR-30 NOV, OT BY NOTAM	VFR-IFR	200105
CYR727(A1)		R	GOOSE BAY, NF	CZQX	MIL COORD CNTR	WGE	WGE	GANDER CENTER	124.175 M	294.5   M	L	012500AMSL	SURFACE	CONT	VFR-IFR	200208
CYR727(A2)		R	GOOSE BAY, NF	CZQX	MIL COORD CNTR	WGE	WGE	GANDER CENTER	124.175 M	294.5   M	B	FL280	SURFACE	BY NOTAM	VFR-IFR	200210
CYR728		R	DORCHESTER, NB	CZQM	WARDEN DORCHESTER PENITENTIARY	WGE	WGE				L	001200AMSL	SURFACE	CONT	VFR-IFR	200103
CYR729		R	ATLANTIC (NEAR CHATHAM), NB	CZQM	WARDEN, ATLANTIC INSTITUTION	WGE	WGE				L	000600AMSL	SURFACE	CONT	VFR-IFR	200103
CYR747		R	TRURO, NS	CZQM	WARDEN, NOVA INSTITUTION	WGE	WGE				L	001300AMSL	SURFACE	CONT	VFR-IFR	200011
CYR750(M)		R	GOOSE BAY, NF	CZQX	MIL COORD CNTR	WGE	WGE	MONCTON CENTER	120.4   M	294.5   M	B	FL600	12500AMSL	DLY EXC SUN 1100-0430Z++ 17 APR-30 NOV	VFR-IFR	200105
CYR754		R	CONFEDERATION BRIDGE, PE	CZQM	STRAIT CROSSING BRIDGE LTD	WGE	WGE	CHARLOTTE TOWN RDO	122.1   M	236.6   M	L	000500AGL	SURFACE	CONT	VFR-IFR	200103
DAD32		D	ARZEW	DAAA	MAGHREB ACC/FIC	WGE	WGE				L	004000AGL	SURFACE	BY NOTAM	VMC-IMC	200009
DAD50A		D	BOU SFER	DAAA	ORAN APP CON	WGE	WGE	ORAN APP CON	128.2   M		B	FL300	GND	CONT	VMC-IMC	200506
DAD50B		D	BOU SFER	DAAA	ORAN APP CON	WGE	WGE	ORAN APP CON	128.2   M		B	FL245	GND	CONT	VMC-IMC	200506
DAD50C		D	BOU SFER	DAAA	ORAN APP CON	WGE	WGE	ORAN APP CON	128.2   M		B	FL300	FL55	CONT	VMC-IMC	200506
DAD50D		D	BOU SFER	DADA	ORAN APP CON	WGE	WGE	ORAN APP CON	128.2   M		B	FL300	SURFACE	CONT	VMC-IMC	200507
DAD50E		D	BOU SFER	DADA	ORAN APP CON	WGE	WGE	ORAN APP CON	128.2   M		B	FL300	GND	CONT	VMC-IMC	200507
DAD50F		D	BOU SFER	DADA	ORAN APP CON	WGE	WGE	ORAN APP CON	128.2   M		B	FL300	GND	CONT	VMC-IMC	200507
DAD52		D	SOUK EL ARBA	DAAA	MAGHREB ACC/FIC	WGE	WGE				B	FL250	GND	CONT DAYS	VMC-IMC	200607
DAD61A		D	EL ARBA	DAAA	MAGHREB ACC/FIC	WGE	WGE				L	FL70	SURFACE	SAT-WED DAYS	VMC	200009
DAD61B		D	EL ARBA	DAAA	MAGHREB ACC/FIC	WGE	WGE				L	FL70	FL40	SAT-WED DAYS	VMC	200009
DAD63		D	MILIANA	DAAA	MAGHREB ACC/FIC	WGE	WGE				L	FL90	SURFACE	SAT-THU(EXC HOL) DAYS	VMC	200009
DAD71		D		DAAA	MAGHREB ACC/FIC	WGE	WGE				L	002700AGL	SURFACE	CONT	VMC-IMC	200009
DAD74A		D	TAFARAOUI	DAAA	MAGHREB ACC/FIC	WGE	WGE				B	FL295	SURFACE	CONT	VMC-IMC	200009
DAD74B		D	TAFARAOUI	DAAA	MAGHREB ACC/FIC	WGE	WGE				B	FL295	09000AGL	CONT	VMC-IMC	200009
DAD74C		D	TAFARAOUI	DAAA	MAGHREB ACC/FIC	WGE	WGE				B	FL295	08000AMSL	CONT	VMC-IMC	200012
DAD76		D		DAAA	MAGHREB ACC/FIC	WGE	WGE				L	003000AMSL	SURFACE	CONT	VMC-IMC	200009
DAD79		D		DAAA	MAGHREB ACC/FIC	WGE	WGE				B	UNLTD	SURFACE	CONT	VMC-IMC	200009
DAD82		D	HASSI BAHBAH	DAAA	HASSI APP CON	WGE	WGE	HASSI APP	118.1   M		B	UNLTD	GND	BY NOTAM	VMC-IMC	200405
DAD85		D	TAMANRASSET	DAAA		WGE	WGE				B	FL295	GND	BY NOTAM	VMC-IMC	200607
DAP51		P	AIN OUSSERA	DAAA	MAGHREB ACC/FIC	WGE	WGE	MAGHREB INFO	119.7   M		B	UNLTD	SURFACE	CONT	VMC-IMC	200009
DAP58		P	LAGHOUAT	DAAA	MAGHREB ACC/FIC	WGE	WGE	MAGHREB INFO	119.7   M		B	UNLTD	SURFACE	CONT	VMC-IMC	200009
DAP60		P	OUARGLA	DAAA	MAGHREB ACC/FIC	WGE	WGE	MAGHREB INFO	119.7   M		B	UNLTD	SURFACE	CONT	VMC-IMC	200009
DAP64		P	TINDOUF	DAAA	MINISTRY OF DEFENSE	WGE	WGE	MAGHREB INFO	119.7   M		B	UNLTD	SURFACE	CONT	VMC-IMC	200009
DAP67		P	BECHAR	DAAA	MINISTRY OF DEFENSE	WGE	WGE	MAGHREB INFO	119.7   M		B	UNLTD	GND	CONT	VMC-IMC	200606
DAP70		P	MECHERIA	DAAA	MINISTRY OF DEFENSE	WGE	WGE	MAGHERB	119.7   M		B	UNLTD	SURFACE	CONT	VMC-IMC	200009
DAP73		P	TLEMCEN	DAAA	MINISTRY OF DEFENSE	WGE	WGE	MAGHREB INFO	119.7   M		L	FL80	SURFACE	CONT	VMC-IMC	200009
DAR54		R	ALGER	DAAA	ALGER ACC/FIC	WGE	WGE	MAGHREB INFO	119.7   M		L	001500AGL	SURFACE	CONT	VMC-IMC	200009
DAR65		R	CONSTANTINE	DAAA	CONSTANTINE TWR	WGE	WGE	MAGHREB INFO	119.7   M		L	FL65	SURFACE	CONT DAYS	VMC-IMC	200009
DAR68		R	AIN ARNAT	DAAA	AIN ARNAT TWR	WGE	WGE	MAGHREB INFO	119.7   M		L	FL105	SURFACE	DAYS;  NIGHTS BY NOTAM	VMC-IMC	200405
DAR72A		R	TIARET	DAAA	TIARET TWR	WGE	WGE	TIARET TWR	118.1   M	119.7   M	L	FL225	GND	0700-1500Z++ MON-WED, SAT, SUN EXC HOL	VMC-IMC	200410
