BDRY_IDENT	TYPE	NAME	ICAO	CON_AUTH	LOC_HDATUM	WGS_DATUM	COMM_NAME	COMM_FREQ1	COMM_FREQ2	CLASS	CLASS_EXC	CLASS_EX_RMK	LEVEL	UPPER_ALT	LOWER_ALT	RNP	CYCLE_DATE
KE00079	07	AGL WI E5 WEST BEND	KETB	MILWAUKEE APP	WGE	WGE	MILWAUKEE APP	125.35  M		E			L	018000AMSL	00700AGL		200505
KE00080	07	ACE KS E5 EMPORIA	KEMP	KANSAS CITY CNTR	WGE	WGE	KANSAS CITY CNTR	127.725 M		E			L	018000AMSL	00700AGL		200505
KE00081	07	AGL WI E5 EAU CLAIRE	KEAU	MINNEAPOLIS CNTR	WGE	WGE	MINNEAPOLIS CNTR	125.3   M		E			L	018000AMSL	00700AGL		200505
KE00082	07	AGL WI E5 MONROE	KEFT	ROCKFORD APP	WGE	WGE	ROCKFORD APP	126.0   M		E			L	018000AMSL	00700AGL		200505
KE00083	07	ANE VT E5 NEWPORT	KEFK	BURLINGTON FSS	WGE	WGE	BURLINGTON RDO	122.5   M	255.4   M	E			L	018000AMSL	00700AGL		200505
KE00084	07	AWP CA E5 NEEDLES	KEED	LOS ANGELES CNTR	WGE	WGE	RIVERSIDE RDO	122.2   M	255.4   M	E			L	018000AMSL	00700AGL		200505
KE00085	07	ANE MA E5 NEW BEDFORD	KEWB	BOSTON CNTR	WGE	WGE	BOSTON CNTR	124.85  M		E			L	018000AMSL	00700AGL		200505
KE00086	07	ASO NC E2 ELIZABETH CITY	KECG	NORFOLK APP	WGE	WGE	NORFOLK APP	119.55  M		E	Y	CLASS D SVC 1200-0300Z++, OT CLASS E.	L	002500AMSL	SURFACE		200412
KE00087	07	AGL IL E5 CENTRALIA	KENL	KANSAS CITY CNTR	WGE	WGE	KANSAS CITY CNTR	127.7   M	317.7   M	E			L	018000AMSL	00700AGL		200505
KE00088	07	AGL OH E5 WAVERLY	KEOP	INDIANAPOLIS CNTR	WGE	WGE	INDIANAPOLIS CNTR	127.1   M		E			L	018000AMSL	00700AGL		200505
KE00089	07	AGL IL E5 KEWANEE	KEZI	QUAD CITY APP	WGE	WGE	QUAD CITY APP	118.2   M	124.55  M	E			L	018000AMSL	00700AGL		200505
KE00090	07	AGL WI D EAU CLAIRE	KEAU	MINNEAPOLIS CNTR	WGE	WGE	MINNEAPOLIS CNTR	125.3   M	335.6   M	E			L	003500AMSL	SURFACE		200511
KE00091	07	AGL IN E5 ELKHART	KEKM	SOUTH BEND APP	WGE	WGE	SOUTH BEND APP	118.55  M	127.55  M	E			L	018000AMSL	00700AGL		200505
KE00093	07	ACE MO E5 CAMERON	KEZZ	KANSAS CITY CNTR	WGE	WGE	KANSAS CITY CNTR	119.0   M	307.35  M	E			L	018000AMSL	00700AGL		200505
KE00094	07	ACE MO E5 NEW MADRID	KEIW	MEMPHIS CNTR	WGE	WGE	MEMPHIS CNTR	135.5   M	350.3   M	E			L	018000AMSL	00700AGL		200505
KE00095	07	ACE MO E5 MARYVILLE	KEVU	MINNEAPOLIS CNTR	WGE	WGE	MINNEAPOLIS CNTR	119.6   M	290.4   M	E			L	018000AMSL	00700AGL		200505
KE00096	07	ACE MO E5 NEOSHO	KEOS	KANSAS CITY CNTR	WGE	WGE	KANSAS CITY CNTR	128.6   M	282.325 M	E			L	018000AMSL	00700AGL		200505
KE00097	07	ASO FL E4 NEW SMYNRA BEACH	KE	DAYTONA BEACH APP	WGE	WGE	DAYTONA BEACH APP	125.35  M	125.8   M	E			L	001200AMSL	SURFACE		200501
KE00098	11	ASO FL D NEW SMYRNA	KE	DAYTONA BEACH APP	WGE	WGE	DAYTONA BEACH APP	125.35  M	125.8   M	D			L	001200AMSL	SURFACE		200511
KE00099	06	AGL MI E5 NEWBERRY 1200	KERY	GREEN BAY RDO	WGE	WGE	GREEN BAY RDO	122.4   M		E			L	018000AMSL	01200AGL		200512
KE00100	07	ASW TX E5 EAGLE LAKE	KECA	HOUSTON CNTR	WGE	WGE	HOUSTON CNTR	119.175 M	360.8   M	E			L	018000AMSL	00700AGL		200505
KE00101	07	ASW TX E5 EASTLAND	KETN	FORT WORTH CNTR	WGE	WGE	FORT WORTH CNTR	127.15  M	381.65  M	E			L	018000AMSL	00700AGL		200505
KE00102	07	ASW TX E5 GAINESVILLE	KELE	FORT WORTH CNTR	WGE	WGE	FORT WORTH CNTR	134.15  M	377.1   M	E			L	018000AMSL	00700AGL		200505
KE00103	07	ASW TX E5 KERRVILLE	KERV	HOUSTON CNTR	WGE	WGE	HOUSTON CNTR	125.25  M	291.7   M	E			L	018000AMSL	00700AGL		200505
KE00104	06	AWP NV E5 ELKO 1200	KEKO	SALT LAKE CITY APP	WGE	WGE	SALT LAKE CITY APP	132.25  M	338.35  M	E			L	018000AMSL	01200AGL		200513
KE00105	06	AWP NV E5 ELY 1200	KELY	SALT LAKE CNTR	WGE	WGE	SALT LAKE CNTR	132.25  M	338.35  M	E			L	018000AMSL	01200AGL		200513
KE00150	07	AGL MI E5 NEWBERRY	KERY	GREEN BAY RDO	WGE	WGE	GREEN BAY RDO	122.4   M		E			L	018000AMSL	00700AGL		200512
KE00151	07	AGL MI E5 ESCANABA	KESC	MINNEAPOLIS CNTR	WGE	WGE	MINNEAPOLIS CNTR	127.65  M		E			L	018000AMSL	00700AGL		200505
KE00200	11	AWP CA D EL MONTE	KEMT	TWR	WGE	WGE	TWR	121.2   M	125.5   M	D	Y	CLASS D AIRSPACE EFF 1500-0500Z++ SAT-THU; 1500-0530Z++ FRI; OT CLASS E. CLASS .	L	002800AMSL	SURFACE		200511
KE00278	07	ANM OR E2 EUGENE	KEUG	SEATTLE CNTR	WGE	WGE	SEATTLE CNTR	125.8   M	291.7   M	E			L	000700AGL	SURFACE		200501
KE00282	11	ANM OR D EUGENE	KEUG	TWR	WGE	WGE	TWR	118.9   M	125.8   M	D	Y	CLASS D AIRSPACE EFF 1400-0730Z++, OT CLASS E.	L	002900AMSL	SURFACE		200511
KE00283	07	ANM OR E4 EUGENE A	KEUG	TWR	WGE	WGE	TWR	118.9   M	371.9   M	E			L	002900AMSL	SURFACE		200501
KE00284	07	ANM OR E4 EUGENE B	KEUG	TWR	WGE	WGE	TWR	118.9   M	371.9   M	E			L	002900AMSL	SURFACE		200501
KE00285	07	AEA NY E2 ELMIRA	KELM	NEW YORK CNTR	WGE	WGE	NEW YORK CNTR	133.35  M	124.9   M	E			L	000700AGL	SURFACE		200501
KE00286	07	AEA NY E4 ELMIRA NE	KELM	TWR	WGE	WGE	TWR	121.1   M	257.8   M	E			L	003500AMSL	SURFACE		200501
KE00287	07	AEA NY E4 ELMIRA SW	KELM	TWR	WGE	WGE	TWR	121.1   M	257.8   M	E			L	003500AMSL	SURFACE		200501
KE00288	07	AEA PA E4 ERIE	KERI	TWR	WGE	WGE	TWR	118.1   M	257.8   M	E			L	003200AMSL	SURFACE		200501
KE00289	10	ASW TX C EL PASO INTL A	KELP	APP	WGE	WGE	APP	119.15  M	124.25  M	C			L	008000AMSL	SURFACE		200501
KE00290	10	ASW TX C EL PASO INTL B	KELP	APP	WGE	WGE	APP	119.15  M	124.25  M	C			L	008000AMSL	05200AMSL		200501
KE00291	11	ASW TX D HOUSTON ELLINGTON AFB	KEFD	TWR	WGE	WGE	TWR	126.05  M	253.5   M	D			L	002000AMSL	SURFACE		200511
KE00292	07	ASW OK E2 ENID	KEND	VANCE APP	WGE	WGE	VANCE APP	119.775 M	125.45  M	E			L	000700AGL	SURFACE		200501
KE00293	07	AWP CA E2 EDWARDS AFB	KEDW	JOSHUA APP	WGE	WGE	JOSHUA APP	133.65  M	348.7   M	E			L	000700AGL	SURFACE		200501
KE00294	11	AGL WI D KENOSHA	KENW	TWR	WGE	WGE	TWR	118.6   M	120.15  M	D	Y	REVERTS TO CLASS E WHEN TOWER IS CLOSED.	L	003200AMSL	SURFACE		200511
KE00295	10	AGL IN C EVANSVILLE RGNL A	KEVV	APP	WGE	WGE	APP	126.4   M	226.4   M	C	Y	WHEN TOWER IS CLOSED, REVERTS TO CLASS G AND CLASS E 700' AND ABOVE	L	004500AMSL	SURFACE		200501
KE00296	10	AGL IN C EVANSVILLE RGNL B	KEVV	APP	WGE	WGE	APP	126.4   M	226.4   M	C	Y	WHEN TOWER IS CLOSED, REVERTS TO CLASS E.	L	004500AMSL	01600AMSL		200501
KE00297	11	AGL IN D ELKHART	KEKM	TWR	WGE	WGE	TWR	119.5   M	118.55  M	D	Y	REVERTS TO CLASS E WHEN TOWER IS CLOSED. CLASS G BELOW 700' AGL	L	003300AMSL	SURFACE		200511
KE00298	11	AEA NY D ELMIRA	KELM	TWR	WGE	WGE	TWR	121.1   M	257.8   M	D	Y	EFF 1100-0500Z++; OT CLASS E.	L	003500AMSL	SURFACE		200511
KE00299	07	ACE KS E2 NEWTON	KEWK	WICHITA APP	WGE	WGE	WICHITA APP	125.5   M	306.2   M	E			L	000700AGL	SURFACE		200505
KE00300	11	AWP NV D ELKO	KEKO	TWR	WGE	WGE	TWR	126.5   M	122.6   M	D	Y	CLASS D AIRSPACE EFF 1400-0600Z++, OT CLASS E.	L	007700AMSL	SURFACE		200511
KE00301	07	AWP NV E2 ELKO	KEKO	SALT LAKE CITY APP	WGE	WGE	SALT LAKE CITY APP	132.25  M	338.35  M	E			L	000700AGL	SURFACE		200513
KE00302	07	AGL MN E2 ELY	KELO	PRINCETON RDO	WGE	WGE	PRINCETON RDO	122.1   M	121.5   M	E			L	000700AGL	SURFACE		200501
KE00303	07	ACE KS E5  EL DORADO	KEQA	WICHITA APP	WGE	WGE	WICHITA APP	134.8   M	269.1   M	E			L	018000AMSL	00700AGL		200505
KE00304	07	ACE KS E5 ELKHART	KEHA	KANSAS CITY CNTR	WGE	WGE	KANSAS CITY CNTR	134.0   M		E			L	018000AMSL	00700AGL		200505
KE00305	07	ACE KS E5 NEWTON	KEWK	WICHITA APP	WGE	WGE	WICHITA APP	125.5   M	306.2   M	E			L	018000AMSL	00700AGL		200505
KE00400	07	AEA VA E5 FREDERICKSBURG	KEZF	QUANTICO APP	WGE	WGE	QUANTICO APP	127.05  M	290.375 M	E			L	018000AMSL	00700AGL		200505
KE00500	06	ANM OR E5 EUGENE 1200	KEUG	CASCADE APP	WGE	WGE	CASCADE APP	119.6   M	348.7   M	E			L	018000AMSL	01200AGL		200512
KE00501	06	ANM UT E5 WENDOVER 1200	KENV	SALT LAKE CITY CNTR	WGE	WGE	CEDAR CITY RDO	122.1   M		E			L	018000AMSL	01200AGL		200512
KE00502	06	ANM UT E5 WENDOVER 8500	KENV	SALT LAKE CITY CNTR	WGE	WGE	CEDAR CITY RDO	122.1   M		E			L	018000AMSL	08500AMSL		200512
KE00503	06	ANM WA E5 ELLENSBURG 1200	KELN	SALT LAKE CNTR	WGE	WGE	SALT LAKE CNTR	132.6   M	269.35  M	E			L	018000AMSL	01200AGL		200512
KE00504	06	ANM WA E5 WENATCHEE 1200	KEAT	SEATTLE CNTR	WGE	WGE	SEATTLE CNTR	126.1   M	291.6   M	E			L	018000AMSL	01200AGL		200512
KE00505	06	ANM WY E5 EVANSTON 1200	KEVW	SALT LAKE CITY CNTR	WGE	WGE	SALT LAKE CNTR	127.7   M	387.05  M	E			L	018000AMSL	01200AGL		200512
KE00506	06	ANM WY E5 KEMMERER 1200	KEBR	SALT LAKE CITY CNTR	WGE	WGE	CASPER RDO	122.3   M		E	Y	EXCLUDING AIRSPACE WITHIN FEDERAL AIRWAYS SYSTEM	L	018000AMSL	01200AGL		200512
KE00507	06	ANM WY E5 NEWCASTLE 1200	KECS	DENVER CNTR	WGE	WGE	DENVER CNTR	127.95  M	338.2   M	E			L	018000AMSL	01200AGL		200512
KE00508	06	AWP CA E5 NEEDLES 1200	KEED	LOS ANGELES CNTR	WGE	WGE	RIVERSIDE RDO	122.2   M	255.4   M	E			L	018000AMSL	01200AGL		200601
KE00509	06	AGL SD E5 BELLE FOURCHE 1200	KEFC	DENVER CNTR	WGE	WGE	DENVER CNTR	127.95  M		E			L	018000AMSL	01200AGL		200602
KF00001	07	ANE MA E4 FALMOUTH	KFMH	OTIS TWR	WGE	WGE	OTIS TWR	121.0   M	294.7   M	E			L	002600AMSL	SURFACE		200505
KF00002	11	AEA VA D FORT EUSTIS	KFAF	FELKER TWR	WGE	WGE	FELKER TWR	126.3   M	269.25  M	D	Y	REVERTS TO CLASS E WHEN TOWER IS CLOSED. CLASS G BELOW 700' AGL.	L	002500AMSL	SURFACE		200511
KF00003	07	ASO KY E2 FORT KNOX	KFTK	LOUISVILLE APP	WGE	WGE	LOUISVILLE APP	124.5   M	388.2   M	E			L	000700AGL	SURFACE		200501
KF00004	07	ACE IA E2 FORT DODGE	KFOD	MINNEAPOLIS CNTR	WGE	WGE	MINNEAPOLIS CNTR	134.0   M	288.3   M	E			L	000700AGL	SURFACE		200501
KF00005	11	ASO FL D FORT LAUDERDALE EXEC	KFXE	EXECUTIVE TWR	WGE	WGE	TWR	120.9   M	239.3   M	D			L	002500AMSL	SURFACE		200511
KF00006	07	ASO GA E5 FITZGERALD	KFZG	JAX CNTR	WGE	WGE	JAX CNTR	132.3   M	135.975 M	E			L	018000AMSL	00700AGL		200505
KF00007	11	ASW TX D FORT WORTH MEACHAM	KFTW	TWR	WGE	WGE	TWR	118.3   M	257.8   M	D			L	003200AMSL	SURFACE		200511
KF00008	11	ASW AR D FORT SMITH	KFSM	TWR	WGE	WGE	TWR	118.3   M	381.6   M	D	Y	CLASS D AIRSPACE EFF 1130-0500Z++, OT CLASS E.	L	003000AMSL	SURFACE		200511
KF00009	07	ASW AR E2 FAYETTEVILLE	KFYV	MEMPHIS CNTR	WGE	WGE	MEMPHIS CNTR	126.1   M	269.0   M	E			L	000700AGL	SURFACE		200501
KF00010	07	ANM MT E2 KALISPELL	KFCA	SALT LAKE CNTR	WGE	WGE	SALT LAKE CNTR	133.4   M	285.4   M	E			L	000700AGL	SURFACE		200501
KF00011	11	AWP AZ D FLAGSTAFF	KFLG	TWR	WGE	WGE	TWR	134.55  M	226.3   M	D	Y	CL D EFF 1300-0400Z 1APR-30SEP; 1400-0200Z 1OCT-31MAR; OT CL E. CL G BLW 700'.	L	009500AMSL	SURFACE		200511
KF00012	07	AWP AZ E4 FLAGSTAFF	KFLG	TWR	WGE	WGE	TWR	134.55  M		E			L	009500AMSL	SURFACE		200501
KF00013	11	ASO GA D ATL FULTON CO-BROWN FLD	KFTY	TWR	WGE	WGE	TWR	118.5   M	120.7   M	D			L	003300AMSL	SURFACE		200511
KF00014	07	AEA MD E5 FREDERICK	KFDK	POTOMAC APP	WGE	WGE	POTOMAC APP	126.75  M	307.9   M	E			L	018000AMSL	00700AGL		200505
KF00015	11	AWP AZ D FORT HUACHUCA	KFHU	LIBBY TWR	WGE	WGE	LIBBY TWR	124.95  M	284.75  M	D	Y	CL D EFF 1400-2359Z MON-FRI, 1500-230Z SAT; OT CLASS G BLW 700' AGL.	L	007200AMSL	SURFACE		200511
KF00016	11	AWP AZ D FALCON FLD A	KFFZ	TWR	WGE	WGE	TWR	124.6   M		D	Y	CLASS D AIRSPACE EFF 1300-0400Z; OT CLASS G BLW 700' AGL.	L	003399AMSL	SURFACE		200412
KF00017	07	AWP AZ E4 FORT HUACHUCA	KFHU	LIBBY TWR	WGE	WGE	LIBBY TWR	124.95  M		E			L	007200AMSL	SURFACE		200501
KF00018	11	ASO FL D FORT MYERS	KFMY	PAGE TWR	WGE	WGE	PAGE TWR	119.0   M	134.75  M	D	Y	CLASS D AIRSPACE EFF 1200-0300Z++, OT CLASS G.	L	001200AMSL	SURFACE		200511
KF00019	11	AWP CA D FULLERTON	KFUL	TWR	WGE	WGE	TWR	119.1   M	124.65  M	D	Y	REVERTS TO CLASS E WHEN TOWER IS CLOSED. CLASS G BELOW 700' AGL.	L	002499AMSL	SURFACE		200511
KF00020	07	AEA PA E2 FRANKLIN	KFKL	CLEVELAND CNTR	WGE	WGE	CLEVELAND CNTR	134.475 M	291.65  M	E			L	000700AGL	SURFACE		200501
KF00021	11	AGL ND D FARGO	KFAR	TWR	WGE	WGE	TWR	133.8   M	290.4   M	D			L	003400AMSL	SURFACE		200511
KF00022	11	ASO SC D FLORENCE	KFLO	TWR	WGE	WGE	TWR	125.1   M	353.85  M	D	Y	CLASS D SVC 1130-0300Z++, OT CLASS E.	L	002600AMSL	SURFACE		200511
KF00023	07	AGL MN E2 FAIRMONT	KFRM	MINNEAPOLIS CNTR	WGE	WGE	MINNEAPOLIS CNTR	127.75  M	257.7   M	E			L	000700AGL	SURFACE		200501
KF00024	07	ASW NM E2 FARMINGTON	KFMN	DENVER CNTR	WGE	WGE	DENVER CNTR	118.575 M	348.7   M	E			L	000700AGL	SURFACE		200501
KF00025	11	AEA NY D FARMINGDALE	KFRG	REPUBLIC TWR	WGE	WGE	REPUBLIC TWR	118.8   M	279.65  M	D	Y	EFF 1200-0400Z++; OT CLASS G.	L	002600AMSL	SURFACE		200511
KF00026	11	ASW AR D FAYETTEVILLE	KFYV	DRAKE TWR	WGE	WGE	DRAKE TWR	128.0   M	371.9   M	D	Y	CLASS D AIRSPACE EFF 1200-0400Z++, OT CLASS E.	L	003800AMSL	SURFACE		200511
KF00027	11	AGL MN D MINNEAPOLIS, FLYING CLOUD A	KFCM	TWR	WGE	WGE	TWR	118.1   M	125.2   M	D	Y	CLASS D AIRSPACE EFF APR-OCT 1300-0400Z++, NOV-MAR 1300-0300Z++, OT CLASS E.	L	003400AMSL	SURFACE		200511
KF00028	11	ANM CO D FORT CARSON A	KFCS	BUTTS TWR	WGE	WGE	BUTTS TWR	125.5   M	229.4   M	D	Y	EFF 1300-0100Z++ MON-FRI EXC HOL, OT CLASS G WITH TWR.	L	008399AMSL	SURFACE		200608
KF00029	07	ASW AR E2 FORT SMITH	KFSM	MEMPHIS CNTR	WGE	WGE	MEMPHIS CNTR	119.25  M	380.3   M	E			L	000700AGL	SURFACE		200501
KF00030	07	ASW OK E2 FORT SILL	KFSI	FORT SILL APP	WGE	WGE	FORT SILL APP	120.55  M	322.4   M	E			L	000700AGL	SURFACE		200501
KF00031	11	ASW NM D FARMINGTON	KFMN	TWR	WGE	WGE	TWR	118.9   M	257.8   M	D	Y	CLASS D EFF 1300-0500Z++, OT CLASS E.	L	008000AMSL	SURFACE		200511
KF00032	11	ASW OK D FORT SILL	KFSI	POST TWR	WGE	WGE	POST TWR	124.95  M	229.4   M	D	Y	REVERTS TO CLASS E WHEN TOWER IS CLOSED.	L	003700AMSL	SURFACE		200511
KF00033	11	AEA NY D WESTHAMPTON BEACH	KFOK	SUFFOLK CO TWR	WGE	WGE	SUFFOLK CO TWR	125.3   M	236.6   M	D	Y	EFF 1200-0400Z++; OT CLASS G.	L	002600AMSL	SURFACE		200511
KF00034	11	ACE KS D TOPEKA, FORBES FLD	KFOE	TWR	WGE	WGE	TWR	120.8   M	340.2   M	D	Y	REVERTS TO CLASS E WHEN TOWER IS CLOSED.	L	003600AMSL	SURFACE		200511
KF00036	07	AEA VA E5 FRANKLIN	KFKN	NORFOLK APP	WGE	WGE	NORFOLK APP	127.9   M	269.42  M	E			L	018000AMSL	00700AGL		200505
KF00037	11	ASO FL D FORT PIERCE	KFPR	TWR	WGE	WGE	TWR	128.2   M	132.25  M	D	Y	CLASS D AIRSPACE EFF 1200-0200Z++, OT CLASS G.	L	002500AMSL	SURFACE		200511
KF00038	07	ASO FL E4 FORT PIERCE A	KFPR	TWR	WGE	WGE	TWR	128.2   M	350.3   M	E			L	002500AMSL	SURFACE		200501
KF00039	07	AGL MN E2 FERGUS FALLS	KFFM	MINNEAPOLIS CNTR	WGE	WGE	MINNEAPOLIS CNTR	127.35  M	278.3   M	E			L	000700AGL	SURFACE		200501
KF00040	07	ACE KS E4 TOPEKA, FORBES FIELD A	KFOE	TWR	WGE	WGE	TWR	120.8   M	255.9   M	E			L	003600AMSL	SURFACE		200501
KF00041	07	ACE KS E4 TOPEKA, FORBES FIELD B	KFOE	TWR	WGE	WGE	TWR	120.8   M	255.9   M	E			L	003600AMSL	SURFACE		200501
KF00042	07	AEA VA E4 FORT EUSTIS	KFAF	FELKER TWR	WGE	WGE	FELKER TWR	126.3   M	335.65  M	E			L	002500AMSL	SURFACE		200501
KF00043	11	ANE MA D FALMOUTH	KFMH	OTIS TWR	WGE	WGE	OTIS TWR	121.0   M	294.7   M	D			L	002600AMSL	SURFACE		200511
KF00044	07	ASO FL E4 FORT PIERCE	KFPR	TWR	WGE	WGE	TWR	128.2   M	350.3   M	E			L	002500AMSL	SURFACE		200501
KF00045	07	ANE MA E4 FALMOUTH	KFMH	OTIS TWR	WGE	WGE	OTIS TWR	121.0   M	294.7   M	E			L	002600AMSL	SURFACE		200501
KF00046	07	ANE MA E4 FALMOUTH	KFMH	OTIS TWR	WGE	WGE	OTIS TWR	121.0   M	294.7   M	E			L	002600AMSL	SURFACE		200501
KF00047	07	ANE MA E4 FALMOUTH	KFMH	OTIS TWR	WGE	WGE	OTIS TWR	121.0   M	294.7   M	E			L	002600AMSL	SURFACE		200501
KF00048	07	AGL ND E4 FARGO	KFAR	TWR	WGE	WGE	TWR	133.8   M	290.4   M	E			L	003400AMSL	SURFACE		200501
KF00049	07	ASW AR E4 FAYETTEVILLE, DRAKE FLD	KFYV	DRAKE TWR	WGE	WGE	DRAKE TWR	128.0   M	371.9   M	E			L	003800AMSL	SURFACE		200501
KF00050	11	ASO KY D FORT KNOX	KFTK	GODMAN TWR	WGE	WGE	GODMAN TWR	126.8   M	233.7   M	D	Y	REVERTS TO CLASS E WHEN TOWER IS CLOSED. CLASS G BELOW 700' AGL.	L	003300AMSL	SURFACE		200511
KF00051	07	ASO KY E4 FORT KNOX	KFTK	GODMAN TWR	WGE	WGE	GODMAN TWR	126.8   M	233.7   M	E			L	003300AMSL	SURFACE		200501
KF00052	10	AWP CA C FRESNO A	KFAT	APP	WGE	WGE	APP	119.6   M	132.35  M	C			L	004400AMSL	SURFACE		200501
KF00053	10	AWP CA C FRESNO B	KFAT	APP	WGE	WGE	APP	119.6   M	315.6   M	C			L	004400AMSL	01600AMSL		200501
KF00054	10	AWP CA C FRESNO C	KFAT	APP	WGE	WGE	APP	132.35  M	297.2   M	C			L	004400AMSL	02500AMSL		200501
KF00055	11	AGL SD D SIOUX FALLS	KFSD	TWR	WGE	WGE	TWR	118.3   M	125.8   M	D	Y	CLASS D AIRSPACE EFF 1100-0600Z++, OT CLASS E.	L	003900AMSL	SURFACE		200511
KF00056	07	ASW OK E4 FORT SILL	KFSI	POST TWR	WGE	WGE	POST TWR	124.95  M		E			L	003700AMSL	SURFACE		200501
KF00057	07	ACE KS E2 FORT RILEY	KFRI	KANSAS CITY CNTR	WGE	WGE	KANSAS CITY CNTR	127.35  M	257.975 M	E			L	000700AGL	SURFACE		200501
KF00058	11	AGL OH D DAYTON, WRIGHT-PAT AFB A	KFFO	PATTERSON TWR	WGE	WGE	PATTERSON TWR	126.9   M	281.45  M	D	Y	CLASS D AIRSPACE EFF 1100-0500Z++, OT CLASS E.	L	003400AMSL	SURFACE		200511
KF00059	07	AGL OH E2 FINDLAY	KFDY	TOLEDO APP	WGE	WGE	TOLEDO APP	120.8   M	317.55  M	E			L	000700AGL	SURFACE		200511
KF00060	07	AGL SD E2 SIOUX FALLS	KFSD	MINNEAPOLIS CNTR	WGE	WGE	MINNEAPOLIS CNTR	132.05  M	353.6   M	E			L	000700AGL	SURFACE		200501
KF00061	10	AWP CA E3 FRESNO	KFAT	APP	WGE	WGE	APP	119.6   M	315.6   M	E			L	001600AMSL	SURFACE		200501
KF00062	10	ASO FL C FT LAUDERDALE-HOLLYWOOD A	KFLL	MIAMI APP	WGE	WGE	MIAMI APP	133.775 M	285.6   M	C			L	004000AMSL	SURFACE		200501
KF00063	10	ASO FL C FT LAUDERDALE-HOLLYWOOD B	KFLL	MIAMI APP	WGE	WGE	MIAMI APP	133.775 M	285.6   M	C			L	004000AMSL	01200AMSL		200501
KF00064	10	ASO FL E3 FORT LAUDERDALE	KFLL	MIAMI APP	WGE	WGE	MIAMI APP	133.775 M	128.6   M	E			L	004000AMSL	SURFACE		200501
KF00065	07	ASO SC E2 FLORENCE	KFLD	JACKSONVILLE CNTR	WGE	WGE	JACKSONVILLE CNTR	133.45  M	306.3   M	E			L	000700AGL	SURFACE		200501
KF00066	07	ASW OK E5  LAWTON	KFSI	FORT SILL APP	WGE	WGE	FORT SILL APP	120.55  M	233.2   M	E			L	018000AMSL	00700AGL		200505
KF00067	07	ASO NC E4 SIMMONS AAF	KFBG	SIMMONS TWR	WGE	WGE	SIMMONS TWR	125.4   M	240.625 M	E			L	001400AMSL	SURFACE		200501
KF00068	11	ASO NC D SIMMONS AAF	KFBG	TWR	WGE	WGE	TWR	125.9   M	240.625 M	D	Y	REVERTS TO CLASS E WHEN TOWER CLOSED. CLASS G BELOW 700' AGL.	L	001400AMSL	SURFACE		200511
KF00069	10	ASO NC C FAYETTEVILLE-GRANNIS A	KFAY	APP	WGE	WGE	APP	125.175 M	133.0   M	C			L	004200AMSL	SURFACE		200501
KF00070	10	ASO NC C FAYETTEVILLE-GRANNIS B	KFAY	APP	WGE	WGE	APP	125.175 M	133.0   M	C	Y	EXCLUDING AIRSPACE WITHIN R5311A, B AND C WHEN ACTIVE.	L	004200AMSL	01400AMSL		200501
KF00071	07	ASO SC E4 FLORENCE SC	KFLO	FLORENCE TWR	WGE	WGE	FLORENCE TWR	125.1   M		E			L	002600AMSL	SURFACE		200501
KF00072	10	AGL IN C FORT WAYNE INTL A	KFWA	APP	WGE	WGE	APP	127.2   M	284.6   M	C			L	004800AMSL	SURFACE		200501
KF00073	10	AGL IN C FORT WAYNE INTL B	KFWA	APP	WGE	WGE	APP	127.2   M	284.6   M	C			L	004800AMSL	02000AMSL		200501
KF00074	10	AGL IN E3 FORT WAYNE A	KFWA	APP	WGE	WGE	APP	132.15  M	127.2   M	E			L	004800AMSL	SURFACE		200501
KF00075	10	AGL IN E3 FORT WAYNE B	KFWA	APP	WGE	WGE	APP	132.15  M	127.2   M	E			L	004800AMSL	SURFACE		200501
KF00076	10	AGL IN E3 FORT WAYNE C	KFWA	APP	WGE	WGE	APP	132.15  M	127.5   M	E			L	004800AMSL	SURFACE		200501
KF00077	10	AGL MI C FLINT BISHOP INTL A	KFNT	APP	WGE	WGE	APP	118.8   M	257.9   M	C	Y	REVERTS TO CLASS E WHEN TOWER/APP CON IS CLOSED.	L	004800AMSL	SURFACE		200501
KF00078	10	AGL MI C FLINT BISHOP INTL B	KFNT	APP	WGE	WGE	APP	118.8   M	257.9   M	C	Y	REVERTS TO CLASS E WHEN TOWER/APP CON IS CLOSED.	L	004800AMSL	02100AMSL		200501
KF00079	11	AGL OH D DAYTON, WRIGHT-PAT AFB B	KFFO	PATTERSON TWR	WGE	WGE	PATTERSON TWR	126.9   M	281.45  M	D	Y	CLASS D AIRSPACE EFF 1100-0500Z++, OT CLASS C.	L	002399AMSL	SURFACE		200511
KF00080	11	AGL MN D MINNEAPOLIS, FLYING CLOUD B	KFCM	TWR	WGE	WGE	TWR	118.1   M	125.2   M	D	Y	CLASS D AIRSPACE EFF APR-OCT 1300-0400Z++, NOV-MAR 1300-0300Z++, OT CLASS E.	L	002999AMSL	SURFACE		200511
KF00081	11	ANM CO D FORT CARSON B	KFCS	BUTTS TWR	WGE	WGE	BUTTS TWR	125.5   M	229.4   M	D	Y	EFF 1300-0100Z++ MON-FRI EXC HOL, OT CLASS G WITH TWR.	L	007499AMSL	SURFACE		200608
